mineral_name,element,count,chem
Barrotite,O,32,Cu^2+^_9_Al(HSiO_4_)_2_(S^6+^O_4_)(HAs^5+^O_4_)_0.5_(OH)_12_·8H_2_O
Barrotite,S,1,Cu^2+^_9_Al(HSiO_4_)_2_(S^6+^O_4_)(HAs^5+^O_4_)_0.5_(OH)_12_·8H_2_O
Barrotite,Si,2,Cu^2+^_9_Al(HSiO_4_)_2_(S^6+^O_4_)(HAs^5+^O_4_)_0.5_(OH)_12_·8H_2_O
Barstowite,C,1,Pb_4_CO_3_Cl_6_·H_2_O
Barstowite,Cl,6,Pb_4_CO_3_Cl_6_·H_2_O
Barstowite,H,2,Pb_4_CO_3_Cl_6_·H_2_O
Barstowite,O,4,Pb_4_CO_3_Cl_6_·H_2_O
Barstowite,Pb,4,Pb_4_CO_3_Cl_6_·H_2_O
Bartelkeite,Fe,1,Pb^2+^Fe^2+^Ge(Ge_2_O_7_)(OH)_2_·H_2_O
Bartelkeite,Ge,3,Pb^2+^Fe^2+^Ge(Ge_2_O_7_)(OH)_2_·H_2_O
Bartelkeite,H,4,Pb^2+^Fe^2+^Ge(Ge_2_O_7_)(OH)_2_·H_2_O
Bartelkeite,O,10,Pb^2+^Fe^2+^Ge(Ge_2_O_7_)(OH)_2_·H_2_O
Bartelkeite,Pb,1,Pb^2+^Fe^2+^Ge(Ge_2_O_7_)(OH)_2_·H_2_O
Bartonite,Fe,20,K_6_Fe_20_S_26_S
Bartonite,K,6,K_6_Fe_20_S_26_S
Bartonite,S,27,K_6_Fe_20_S_26_S
Barwoodite,H,1.5,"Mn^2+^_6_(Nb^5+^,[box])_2_(SiO_4_)_2_(O,OH)_6_"
Barwoodite,Mn,6,"Mn^2+^_6_(Nb^5+^,[box])_2_(SiO_4_)_2_(O,OH)_6_"
Barwoodite,Nb,2,"Mn^2+^_6_(Nb^5+^,[box])_2_(SiO_4_)_2_(O,OH)_6_"
Barwoodite,O,12.5,"Mn^2+^_6_(Nb^5+^,[box])_2_(SiO_4_)_2_(O,OH)_6_"
Barwoodite,Si,2,"Mn^2+^_6_(Nb^5+^,[box])_2_(SiO_4_)_2_(O,OH)_6_"
Barylite,Ba,1,BaBe_2_Si_2_O_7_
Barylite,Be,2,BaBe_2_Si_2_O_7_
Barylite,O,7,BaBe_2_Si_2_O_7_
Barylite,Si,2,BaBe_2_Si_2_O_7_
Barysilite,Mn,1,Pb^2+^_8_Mn^2+^(Si_2_O_7_)_3_
Barysilite,O,21,Pb^2+^_8_Mn^2+^(Si_2_O_7_)_3_
Barysilite,Pb,8,Pb^2+^_8_Mn^2+^(Si_2_O_7_)_3_
Barysilite,Si,6,Pb^2+^_8_Mn^2+^(Si_2_O_7_)_3_
Baryte,Ba,1,BaSO_4_
Baryte,O,4,BaSO_4_
Baryte,S,1,BaSO_4_
Barytocalcite,Ba,1,BaCa(CO_3_)_2_
Barytocalcite,C,2,BaCa(CO_3_)_2_
Barytocalcite,Ca,1,BaCa(CO_3_)_2_
Barytocalcite,O,6,BaCa(CO_3_)_2_
Barytolamprophyllite,Ba,1,(BaK)Ti^4+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_O_2_(OH)_2_
Barytolamprophyllite,H,2,(BaK)Ti^4+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_O_2_(OH)_2_
Barytolamprophyllite,K,1,(BaK)Ti^4+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_O_2_(OH)_2_
Barytolamprophyllite,Na,3,(BaK)Ti^4+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_O_2_(OH)_2_
Barytolamprophyllite,O,18,(BaK)Ti^4+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_O_2_(OH)_2_
Barytolamprophyllite,Si,4,(BaK)Ti^4+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_O_2_(OH)_2_
Barytolamprophyllite,Ti,3,(BaK)Ti^4+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_O_2_(OH)_2_
Bassanite,Ca,1,CaSO_4_·0.5H_2_O
Bassanite,H,1,CaSO_4_·0.5H_2_O
Bassanite,O,4.5,CaSO_4_·0.5H_2_O
Bassanite,S,1,CaSO_4_·0.5H_2_O
Bassetite,Fe,1,Fe^2+^(U^6+^O_2_)_2_(PO_4_)_2_(H_2_O)_10_
Bassetite,H,20,Fe^2+^(U^6+^O_2_)_2_(PO_4_)_2_(H_2_O)_10_
Bassetite,O,22,Fe^2+^(U^6+^O_2_)_2_(PO_4_)_2_(H_2_O)_10_
Bassetite,P,2,Fe^2+^(U^6+^O_2_)_2_(PO_4_)_2_(H_2_O)_10_
Bassetite,U,2,Fe^2+^(U^6+^O_2_)_2_(PO_4_)_2_(H_2_O)_10_
Bassoite,H,8,SrV^4+^_3_O_7_·4H_2_O
Bassoite,O,11,SrV^4+^_3_O_7_·4H_2_O
Bassoite,Sr,1,SrV^4+^_3_O_7_·4H_2_O
Bassoite,V,3,SrV^4+^_3_O_7_·4H_2_O
Bastnasite-(Ce),C,1,CeCO_3_F
Bastnasite-(Ce),Ce,1,CeCO_3_F
Bastnasite-(Ce),F,1,CeCO_3_F
Bastnasite-(Ce),O,3,CeCO_3_F
Bastnasite-(La),C,1,LaCO_3_F
Bastnasite-(La),F,1,LaCO_3_F
Bastnasite-(La),La,1,LaCO_3_F
Bastnasite-(La),O,3,LaCO_3_F
Bastnasite-(Nd),C,1,NdCO_3_F
Bastnasite-(Nd),F,1,NdCO_3_F
Bastnasite-(Nd),Nd,1,NdCO_3_F
Bastnasite-(Nd),O,3,NdCO_3_F
Bastnasite-(Y),C,1,YCO_3_F
Bastnasite-(Y),F,1,YCO_3_F
Bastnasite-(Y),O,3,YCO_3_F
Bastnasite-(Y),Y,1,YCO_3_F
Batievaite-(Y),Ca,2,Ca_2_Y^3+^_2_[(H_2_O)_2_[box]]Ti^4+^(Si_2_O_7_)_2_(OH)_2_(H_2_O)_2_
Batievaite-(Y),H,10,Ca_2_Y^3+^_2_[(H_2_O)_2_[box]]Ti^4+^(Si_2_O_7_)_2_(OH)_2_(H_2_O)_2_
Batievaite-(Y),O,20,Ca_2_Y^3+^_2_[(H_2_O)_2_[box]]Ti^4+^(Si_2_O_7_)_2_(OH)_2_(H_2_O)_2_
Batievaite-(Y),Si,4,Ca_2_Y^3+^_2_[(H_2_O)_2_[box]]Ti^4+^(Si_2_O_7_)_2_(OH)_2_(H_2_O)_2_
Batievaite-(Y),Ti,1,Ca_2_Y^3+^_2_[(H_2_O)_2_[box]]Ti^4+^(Si_2_O_7_)_2_(OH)_2_(H_2_O)_2_
Batievaite-(Y),Y,2,Ca_2_Y^3+^_2_[(H_2_O)_2_[box]]Ti^4+^(Si_2_O_7_)_2_(OH)_2_(H_2_O)_2_
Batiferrite,Ba,1,BaTi^4+^_2_Fe^3+^_8_Fe^2+^_2_O_19_
Batiferrite,Fe,10,BaTi^4+^_2_Fe^3+^_8_Fe^2+^_2_O_19_
Batiferrite,O,19,BaTi^4+^_2_Fe^3+^_8_Fe^2+^_2_O_19_
Batiferrite,Ti,2,BaTi^4+^_2_Fe^3+^_8_Fe^2+^_2_O_19_
Batisite,Ba,1,Na_2_BaTi^4+^_2_(Si_4_O_12_)O_2_
Batisite,Na,2,Na_2_BaTi^4+^_2_(Si_4_O_12_)O_2_
Batisite,O,14,Na_2_BaTi^4+^_2_(Si_4_O_12_)O_2_
Batisite,Si,4,Na_2_BaTi^4+^_2_(Si_4_O_12_)O_2_
Batisite,Ti,2,Na_2_BaTi^4+^_2_(Si_4_O_12_)O_2_
Batisivite,Ba,1,BaTi^4+^_6_V^3+^_8_Si_2_O_29_
Batisivite,O,29,BaTi^4+^_6_V^3+^_8_Si_2_O_29_
Batisivite,Si,2,BaTi^4+^_6_V^3+^_8_Si_2_O_29_
Batisivite,Ti,6,BaTi^4+^_6_V^3+^_8_Si_2_O_29_
Batisivite,V,8,BaTi^4+^_6_V^3+^_8_Si_2_O_29_
Baumhauerite,As,16,Pb_12_As_16_S_36_
Baumhauerite,Pb,12,Pb_12_As_16_S_36_
Baumhauerite,S,36,Pb_12_As_16_S_36_
Baumhauerite II,As,4,Pb_3_As_4_S_9_
Baumhauerite II,Pb,3,Pb_3_As_4_S_9_
Baumhauerite II,S,9,Pb_3_As_4_S_9_
Baumoite,Ba,0.5,Ba_0.5_[(U^6+^O_2_)_3_O_8_Mo^6+^_2_(OH)_3_](H_2_O)_3_
Baumoite,H,9,Ba_0.5_[(U^6+^O_2_)_3_O_8_Mo^6+^_2_(OH)_3_](H_2_O)_3_
Baumoite,Mo,2,Ba_0.5_[(U^6+^O_2_)_3_O_8_Mo^6+^_2_(OH)_3_](H_2_O)_3_
Baumoite,O,20,Ba_0.5_[(U^6+^O_2_)_3_O_8_Mo^6+^_2_(OH)_3_](H_2_O)_3_
Baumoite,U,3,Ba_0.5_[(U^6+^O_2_)_3_O_8_Mo^6+^_2_(OH)_3_](H_2_O)_3_
Baumstarkite,Ag,3,Ag_3_Sb_3_S_6_
Baumstarkite,S,6,Ag_3_Sb_3_S_6_
Baumstarkite,Sb,3,Ag_3_Sb_3_S_6_
Bauranoite,Ba,1,BaU_2_O_7_·4-5H_2_O
Bauranoite,H,9,BaU_2_O_7_·4-5H_2_O
Bauranoite,O,11.5,BaU_2_O_7_·4-5H_2_O
Bauranoite,U,2,BaU_2_O_7_·4-5H_2_O
Bayerite,Al,1,Al(OH)_3_
Bayerite,H,3,Al(OH)_3_
Bayerite,O,3,Al(OH)_3_
Bayldonite,As,2,Cu^2+^_3_Pb^2+^O(As^5+^O_3_OH)_2_(OH)_2_
Bayldonite,Cu,3,Cu^2+^_3_Pb^2+^O(As^5+^O_3_OH)_2_(OH)_2_
Bayldonite,H,4,Cu^2+^_3_Pb^2+^O(As^5+^O_3_OH)_2_(OH)_2_
Bayldonite,O,11,Cu^2+^_3_Pb^2+^O(As^5+^O_3_OH)_2_(OH)_2_
Bayldonite,Pb,1,Cu^2+^_3_Pb^2+^O(As^5+^O_3_OH)_2_(OH)_2_
Bayleyite,C,3,Mg_2_(UO_2_)(CO_3_)_3_·18H_2_O
Bayleyite,H,36,Mg_2_(UO_2_)(CO_3_)_3_·18H_2_O
Bayleyite,Mg,2,Mg_2_(UO_2_)(CO_3_)_3_·18H_2_O
Bayleyite,O,29,Mg_2_(UO_2_)(CO_3_)_3_·18H_2_O
Bayleyite,U,1,Mg_2_(UO_2_)(CO_3_)_3_·18H_2_O
Baylissite,C,2,K_2_Mg(CO_3_)_2_·4H_2_O
Baylissite,H,8,K_2_Mg(CO_3_)_2_·4H_2_O
Baylissite,K,2,K_2_Mg(CO_3_)_2_·4H_2_O
Baylissite,Mg,1,K_2_Mg(CO_3_)_2_·4H_2_O
Baylissite,O,10,K_2_Mg(CO_3_)_2_·4H_2_O
Bazhenovite,Ca,8,Ca_8_S_5_(S_2_O_3_)(OH)_12_·20H_2_O
Bazhenovite,H,52,Ca_8_S_5_(S_2_O_3_)(OH)_12_·20H_2_O
Bazhenovite,O,35,Ca_8_S_5_(S_2_O_3_)(OH)_12_·20H_2_O
Bazhenovite,S,7,Ca_8_S_5_(S_2_O_3_)(OH)_12_·20H_2_O
Bazirite,Ba,1,BaZr^4+^Si_3_O_9_
Bazirite,O,9,BaZr^4+^Si_3_O_9_
Bazirite,Si,3,BaZr^4+^Si_3_O_9_
Bazirite,Zr,1,BaZr^4+^Si_3_O_9_
Bearsite,As,1,Be_2_As^5+^O_4_(OH)·4H_2_O
Bearsite,Be,2,Be_2_As^5+^O_4_(OH)·4H_2_O
Bearsite,H,9,Be_2_As^5+^O_4_(OH)·4H_2_O
Bearsite,O,9,Be_2_As^5+^O_4_(OH)·4H_2_O
Bearthite,Al,1,Ca_2_Al(PO_4_)_2_OH
Bearthite,Ca,2,Ca_2_Al(PO_4_)_2_OH
Bearthite,H,1,Ca_2_Al(PO_4_)_2_OH
Bearthite,O,9,Ca_2_Al(PO_4_)_2_OH
Bearthite,P,2,Ca_2_Al(PO_4_)_2_OH
Beaverite-(Cu),Cu,1,PbCu^2+^Fe^3+^_2_(SO_4_)_2_(OH)_6_
Beaverite-(Cu),Fe,2,PbCu^2+^Fe^3+^_2_(SO_4_)_2_(OH)_6_
Beaverite-(Cu),H,6,PbCu^2+^Fe^3+^_2_(SO_4_)_2_(OH)_6_
Beaverite-(Cu),O,14,PbCu^2+^Fe^3+^_2_(SO_4_)_2_(OH)_6_
Beaverite-(Cu),Pb,1,PbCu^2+^Fe^3+^_2_(SO_4_)_2_(OH)_6_
Beaverite-(Cu),S,2,PbCu^2+^Fe^3+^_2_(SO_4_)_2_(OH)_6_
Beaverite-(Zn),Fe,2,Pb^2+^Zn^2+^Fe^3+^_2_(S^6+^O_4_)_2_(OH)_6_
Beaverite-(Zn),H,6,Pb^2+^Zn^2+^Fe^3+^_2_(S^6+^O_4_)_2_(OH)_6_
Beaverite-(Zn),O,14,Pb^2+^Zn^2+^Fe^3+^_2_(S^6+^O_4_)_2_(OH)_6_
Beaverite-(Zn),Pb,1,Pb^2+^Zn^2+^Fe^3+^_2_(S^6+^O_4_)_2_(OH)_6_
Beaverite-(Zn),S,2,Pb^2+^Zn^2+^Fe^3+^_2_(S^6+^O_4_)_2_(OH)_6_
Beaverite-(Zn),Zn,1,Pb^2+^Zn^2+^Fe^3+^_2_(S^6+^O_4_)_2_(OH)_6_
Bechererite,Cu,1,Zn^2+^_7_Cu^2+^(OH)_13_[SiO(OH)_3_S^6+^O_4_]
Bechererite,H,16,Zn^2+^_7_Cu^2+^(OH)_13_[SiO(OH)_3_S^6+^O_4_]
Bechererite,O,21,Zn^2+^_7_Cu^2+^(OH)_13_[SiO(OH)_3_S^6+^O_4_]
Bechererite,S,1,Zn^2+^_7_Cu^2+^(OH)_13_[SiO(OH)_3_S^6+^O_4_]
Bechererite,Si,1,Zn^2+^_7_Cu^2+^(OH)_13_[SiO(OH)_3_S^6+^O_4_]
Bechererite,Zn,7,Zn^2+^_7_Cu^2+^(OH)_13_[SiO(OH)_3_S^6+^O_4_]
Beckettite,Al,6,Ca_2_V^3+^_6_Al_6_O_20_
Beckettite,Ca,2,Ca_2_V^3+^_6_Al_6_O_20_
Beckettite,O,20,Ca_2_V^3+^_6_Al_6_O_20_
Beckettite,V,6,Ca_2_V^3+^_6_Al_6_O_20_
Becquerelite,Ca,1,Ca(UO_2_)_6_O_4_(OH)_6_·8H_2_O
Becquerelite,H,22,Ca(UO_2_)_6_O_4_(OH)_6_·8H_2_O
Becquerelite,O,30,Ca(UO_2_)_6_O_4_(OH)_6_·8H_2_O
Becquerelite,U,6,Ca(UO_2_)_6_O_4_(OH)_6_·8H_2_O
Bederite,Ca,2,Ca_2_Mn^2+^_4_Fe^3+^_2_(PO_4_)_6_·2H_2_O
Bederite,Fe,2,Ca_2_Mn^2+^_4_Fe^3+^_2_(PO_4_)_6_·2H_2_O
Bederite,H,4,Ca_2_Mn^2+^_4_Fe^3+^_2_(PO_4_)_6_·2H_2_O
Bederite,Mn,4,Ca_2_Mn^2+^_4_Fe^3+^_2_(PO_4_)_6_·2H_2_O
Bederite,O,26,Ca_2_Mn^2+^_4_Fe^3+^_2_(PO_4_)_6_·2H_2_O
Bederite,P,6,Ca_2_Mn^2+^_4_Fe^3+^_2_(PO_4_)_6_·2H_2_O
Behierite,B,1,TaBO_4_
Behierite,O,4,TaBO_4_
Behierite,Ta,1,TaBO_4_
Behoite,Be,1,Be(OH)_2_
Behoite,H,2,Be(OH)_2_
Behoite,O,2,Be(OH)_2_
Behounekite,H,8,U(SO_4_)_2_·4H_2_O
Behounekite,O,12,U(SO_4_)_2_·4H_2_O
Behounekite,S,2,U(SO_4_)_2_·4H_2_O
Behounekite,U,1,U(SO_4_)_2_·4H_2_O
Belakovskiite,H,7,Na_7_(U^6+^O_2_)(S^6+^O_4_)_4_(S^6+^O_3_OH)·3H_2_O
Belakovskiite,Na,7,Na_7_(U^6+^O_2_)(S^6+^O_4_)_4_(S^6+^O_3_OH)·3H_2_O
Belakovskiite,O,25,Na_7_(U^6+^O_2_)(S^6+^O_4_)_4_(S^6+^O_3_OH)·3H_2_O
Belakovskiite,S,5,Na_7_(U^6+^O_2_)(S^6+^O_4_)_4_(S^6+^O_3_OH)·3H_2_O
Belakovskiite,U,1,Na_7_(U^6+^O_2_)(S^6+^O_4_)_4_(S^6+^O_3_OH)·3H_2_O
Belendorffite,Cu,7,Cu_7_Hg_6_
Belendorffite,Hg,6,Cu_7_Hg_6_
Belkovite,Ba,3,Ba_3_Nb^5+^_6_(Si_2_O_7_)_2_O_12_
Belkovite,Nb,6,Ba_3_Nb^5+^_6_(Si_2_O_7_)_2_O_12_
Belkovite,O,26,Ba_3_Nb^5+^_6_(Si_2_O_7_)_2_O_12_
Belkovite,Si,4,Ba_3_Nb^5+^_6_(Si_2_O_7_)_2_O_12_
Bellbergite,Al,18,"(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O"
Bellbergite,Ba,0.666666666666666,"(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O"
Bellbergite,Ca,4,"(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O"
Bellbergite,H,60,"(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O"
Bellbergite,K,0.666666666666666,"(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O"
Bellbergite,Na,2,"(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O"
Bellbergite,O,102,"(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O"
Bellbergite,Si,18,"(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O"
Bellbergite,Sr,2.666666666666666,"(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O"
Bellidoite,Cu,2,Cu_2_Se
Bellidoite,Se,1,Cu_2_Se
Bellingerite,Cu,3,Cu^2+^_3_(I^5+^O_3_)_6_·2H_2_O
Bellingerite,H,4,Cu^2+^_3_(I^5+^O_3_)_6_·2H_2_O
Bellingerite,I,6,Cu^2+^_3_(I^5+^O_3_)_6_·2H_2_O
Bellingerite,O,20,Cu^2+^_3_(I^5+^O_3_)_6_·2H_2_O
Belloite,Cl,1,Cu^2+^(OH)Cl
Belloite,Cu,1,Cu^2+^(OH)Cl
Belloite,H,1,Cu^2+^(OH)Cl
Belloite,O,1,Cu^2+^(OH)Cl
Belogubite,Cu,1,Cu^2+^Zn^2+^(S^6+^O_4_)_2_·10H_2_O
Belogubite,H,20,Cu^2+^Zn^2+^(S^6+^O_4_)_2_·10H_2_O
Belogubite,O,18,Cu^2+^Zn^2+^(S^6+^O_4_)_2_·10H_2_O
Belogubite,S,2,Cu^2+^Zn^2+^(S^6+^O_4_)_2_·10H_2_O
Belogubite,Zn,1,Cu^2+^Zn^2+^(S^6+^O_4_)_2_·10H_2_O
Belousovite,Cl,1,KZn^2+^(S^6+^O_4_)Cl
Belousovite,K,1,KZn^2+^(S^6+^O_4_)Cl
Belousovite,O,4,KZn^2+^(S^6+^O_4_)Cl
Belousovite,S,1,KZn^2+^(S^6+^O_4_)Cl
Belousovite,Zn,1,KZn^2+^(S^6+^O_4_)Cl
Belovite-(Ce),Ce,1,NaCeSr_3_(PO_4_)_3_F
Belovite-(Ce),F,1,NaCeSr_3_(PO_4_)_3_F
Belovite-(Ce),Na,1,NaCeSr_3_(PO_4_)_3_F
Belovite-(Ce),O,12,NaCeSr_3_(PO_4_)_3_F
Belovite-(Ce),P,3,NaCeSr_3_(PO_4_)_3_F
Belovite-(Ce),Sr,3,NaCeSr_3_(PO_4_)_3_F
Belovite-(La),F,1,NaLaSr_3_(PO_4_)_3_F
Belovite-(La),La,1,NaLaSr_3_(PO_4_)_3_F
Belovite-(La),Na,1,NaLaSr_3_(PO_4_)_3_F
Belovite-(La),O,12,NaLaSr_3_(PO_4_)_3_F
Belovite-(La),P,3,NaLaSr_3_(PO_4_)_3_F
Belovite-(La),Sr,3,NaLaSr_3_(PO_4_)_3_F
Belyankinite,Ca,1.5,"Ca_1-2_(Ti^4+^,Zr^4+^,Nb^5+^)_5_O_12_·9H_2_O"
Belyankinite,H,18,"Ca_1-2_(Ti^4+^,Zr^4+^,Nb^5+^)_5_O_12_·9H_2_O"
Belyankinite,Nb,1.66666666666666,"Ca_1-2_(Ti^4+^,Zr^4+^,Nb^5+^)_5_O_12_·9H_2_O"
Belyankinite,O,21,"Ca_1-2_(Ti^4+^,Zr^4+^,Nb^5+^)_5_O_12_·9H_2_O"
Belyankinite,Ti,1.66666666666666,"Ca_1-2_(Ti^4+^,Zr^4+^,Nb^5+^)_5_O_12_·9H_2_O"
Belyankinite,Zr,1.66666666666666,"Ca_1-2_(Ti^4+^,Zr^4+^,Nb^5+^)_5_O_12_·9H_2_O"
Bementite,H,8,Mn^2+^_7_Si_6_O_15_(OH)_8_
Bementite,Mn,7,Mn^2+^_7_Si_6_O_15_(OH)_8_
Bementite,O,23,Mn^2+^_7_Si_6_O_15_(OH)_8_
Bementite,Si,6,Mn^2+^_7_Si_6_O_15_(OH)_8_
Benauite,Fe,3,SrFe^3+^_3_(PO_4_)(PO_3_OH)(OH)_6_
Benauite,H,7,SrFe^3+^_3_(PO_4_)(PO_3_OH)(OH)_6_
Benauite,O,14,SrFe^3+^_3_(PO_4_)(PO_3_OH)(OH)_6_
Benauite,P,2,SrFe^3+^_3_(PO_4_)(PO_3_OH)(OH)_6_
Benauite,Sr,1,SrFe^3+^_3_(PO_4_)(PO_3_OH)(OH)_6_
Benavidesite,Mn,1,Pb^2+^_4_Mn^2+^Sb^3+^_6_S^2-^_14_
Benavidesite,Pb,4,Pb^2+^_4_Mn^2+^Sb^3+^_6_S^2-^_14_
Benavidesite,S,14,Pb^2+^_4_Mn^2+^Sb^3+^_6_S^2-^_14_
Benavidesite,Sb,6,Pb^2+^_4_Mn^2+^Sb^3+^_6_S^2-^_14_
Bendadaite,As,2,Fe^2+^Fe^3+^_2_(As^5+^O_4_)_2_(OH)_2_·4H_2_O
Bendadaite,Fe,3,Fe^2+^Fe^3+^_2_(As^5+^O_4_)_2_(OH)_2_·4H_2_O
Bendadaite,H,10,Fe^2+^Fe^3+^_2_(As^5+^O_4_)_2_(OH)_2_·4H_2_O
Bendadaite,O,14,Fe^2+^Fe^3+^_2_(As^5+^O_4_)_2_(OH)_2_·4H_2_O
Benitoite,Ba,1,BaTi^4+^Si_3_O_9_
Benitoite,O,9,BaTi^4+^Si_3_O_9_
Benitoite,Si,3,BaTi^4+^Si_3_O_9_
Benitoite,Ti,1,BaTi^4+^Si_3_O_9_
Benjaminite,Ag,3,Ag_3_Bi_7_S_12_
Benjaminite,Bi,7,Ag_3_Bi_7_S_12_
Benjaminite,S,12,Ag_3_Bi_7_S_12_
Benleonardite,Ag,15,"Ag_15_Cu(Sb,As)_2_S_7_Te_4_"
Benleonardite,As,1,"Ag_15_Cu(Sb,As)_2_S_7_Te_4_"
Benleonardite,Cu,1,"Ag_15_Cu(Sb,As)_2_S_7_Te_4_"
Benleonardite,S,7,"Ag_15_Cu(Sb,As)_2_S_7_Te_4_"
Benleonardite,Sb,1,"Ag_15_Cu(Sb,As)_2_S_7_Te_4_"
Benleonardite,Te,4,"Ag_15_Cu(Sb,As)_2_S_7_Te_4_"
Benstonite,Ba,6,Ba_6_Ca_6_Mg(CO_3_)_13_
Benstonite,C,13,Ba_6_Ca_6_Mg(CO_3_)_13_
Benstonite,Ca,6,Ba_6_Ca_6_Mg(CO_3_)_13_
Benstonite,Mg,1,Ba_6_Ca_6_Mg(CO_3_)_13_
Benstonite,O,39,Ba_6_Ca_6_Mg(CO_3_)_13_
Bentorite,Ca,6,Ca_6_Cr^3+^_2_(S^6+^O_4_)_3_(OH)_12_·26H_2_O
Bentorite,Cr,2,Ca_6_Cr^3+^_2_(S^6+^O_4_)_3_(OH)_12_·26H_2_O
Bentorite,H,64,Ca_6_Cr^3+^_2_(S^6+^O_4_)_3_(OH)_12_·26H_2_O
Bentorite,O,50,Ca_6_Cr^3+^_2_(S^6+^O_4_)_3_(OH)_12_·26H_2_O
Bentorite,S,3,Ca_6_Cr^3+^_2_(S^6+^O_4_)_3_(OH)_12_·26H_2_O
Benyacarite,F,1,KTi^4+^Mn^2+^_2_Fe^3+^_2_(PO_4_)_4_OF·15H_2_O
Benyacarite,Fe,2,KTi^4+^Mn^2+^_2_Fe^3+^_2_(PO_4_)_4_OF·15H_2_O
Benyacarite,H,30,KTi^4+^Mn^2+^_2_Fe^3+^_2_(PO_4_)_4_OF·15H_2_O
Benyacarite,K,1,KTi^4+^Mn^2+^_2_Fe^3+^_2_(PO_4_)_4_OF·15H_2_O
Benyacarite,Mn,2,KTi^4+^Mn^2+^_2_Fe^3+^_2_(PO_4_)_4_OF·15H_2_O
Benyacarite,O,32,KTi^4+^Mn^2+^_2_Fe^3+^_2_(PO_4_)_4_OF·15H_2_O
Benyacarite,P,4,KTi^4+^Mn^2+^_2_Fe^3+^_2_(PO_4_)_4_OF·15H_2_O
Benyacarite,Ti,1,KTi^4+^Mn^2+^_2_Fe^3+^_2_(PO_4_)_4_OF·15H_2_O
Beraunite,Fe,6,Fe^2+^Fe^3+^_5_(PO_4_)_4_(OH)_5_·6H_2_O
Beraunite,H,17,Fe^2+^Fe^3+^_5_(PO_4_)_4_(OH)_5_·6H_2_O
Beraunite,O,27,Fe^2+^Fe^3+^_5_(PO_4_)_4_(OH)_5_·6H_2_O
Beraunite,P,4,Fe^2+^Fe^3+^_5_(PO_4_)_4_(OH)_5_·6H_2_O
Berborite,B,1,Be_2_BO_3_(OH)·H_2_O
Berborite,Be,2,Be_2_BO_3_(OH)·H_2_O
Berborite,H,3,Be_2_BO_3_(OH)·H_2_O
Berborite,O,5,Be_2_BO_3_(OH)·H_2_O
Berdesinskiite,O,5,V^3+^_2_Ti^4+^O_5_
Berdesinskiite,Ti,1,V^3+^_2_Ti^4+^O_5_
Berdesinskiite,V,2,V^3+^_2_Ti^4+^O_5_
Berezanskite,K,1,KTi^4+^_2_(Li_3_Si_12_)O_30_
Berezanskite,Li,3,KTi^4+^_2_(Li_3_Si_12_)O_30_
Berezanskite,O,30,KTi^4+^_2_(Li_3_Si_12_)O_30_
Berezanskite,Si,12,KTi^4+^_2_(Li_3_Si_12_)O_30_
Berezanskite,Ti,2,KTi^4+^_2_(Li_3_Si_12_)O_30_
Bergenite,Ba,4,Ca_2_Ba_4_(UO_2_)_9_O_6_(PO_4_)_6_·16H_2_O
Bergenite,Ca,2,Ca_2_Ba_4_(UO_2_)_9_O_6_(PO_4_)_6_·16H_2_O
Bergenite,H,32,Ca_2_Ba_4_(UO_2_)_9_O_6_(PO_4_)_6_·16H_2_O
Bergenite,O,64,Ca_2_Ba_4_(UO_2_)_9_O_6_(PO_4_)_6_·16H_2_O
Bergenite,P,6,Ca_2_Ba_4_(UO_2_)_9_O_6_(PO_4_)_6_·16H_2_O
Bergenite,U,9,Ca_2_Ba_4_(UO_2_)_9_O_6_(PO_4_)_6_·16H_2_O
Bergslagite,As,1,CaBe(As^5+^O_4_)(OH)
Bergslagite,Be,1,CaBe(As^5+^O_4_)(OH)
Bergslagite,Ca,1,CaBe(As^5+^O_4_)(OH)
Bergslagite,H,1,CaBe(As^5+^O_4_)(OH)
