mineral_name,element,count,chem
Verplanckite,Si,4,"Ba_4_Mn^2+^_2_Si_4_O_12_(OH,H_2_O)_3_Cl_3_"
Versiliaite,As,5.33333333333333,"(Fe^2+^,Fe^3+^,Zn^2+^)_8_(Sb^3+^,Fe^3+^,As^3+^)_16_O_32_S^2-^_1.3_"
Versiliaite,Fe,10.66666666666665,"(Fe^2+^,Fe^3+^,Zn^2+^)_8_(Sb^3+^,Fe^3+^,As^3+^)_16_O_32_S^2-^_1.3_"
Versiliaite,O,32,"(Fe^2+^,Fe^3+^,Zn^2+^)_8_(Sb^3+^,Fe^3+^,As^3+^)_16_O_32_S^2-^_1.3_"
Versiliaite,S,1.3,"(Fe^2+^,Fe^3+^,Zn^2+^)_8_(Sb^3+^,Fe^3+^,As^3+^)_16_O_32_S^2-^_1.3_"
Versiliaite,Sb,5.33333333333333,"(Fe^2+^,Fe^3+^,Zn^2+^)_8_(Sb^3+^,Fe^3+^,As^3+^)_16_O_32_S^2-^_1.3_"
Versiliaite,Zn,2.66666666666666,"(Fe^2+^,Fe^3+^,Zn^2+^)_8_(Sb^3+^,Fe^3+^,As^3+^)_16_O_32_S^2-^_1.3_"
Vertumnite,Al,4,Ca_4_Al_4_Si_4_O_6_(OH)_24_·3H_2_O
Vertumnite,Ca,4,Ca_4_Al_4_Si_4_O_6_(OH)_24_·3H_2_O
Vertumnite,H,30,Ca_4_Al_4_Si_4_O_6_(OH)_24_·3H_2_O
Vertumnite,O,33,Ca_4_Al_4_Si_4_O_6_(OH)_24_·3H_2_O
Vertumnite,Si,4,Ca_4_Al_4_Si_4_O_6_(OH)_24_·3H_2_O
Veselovskyite,As,4,Zn^2+^Cu^2+^_4_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·9H_2_O
Veselovskyite,Cu,4,Zn^2+^Cu^2+^_4_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·9H_2_O
Veselovskyite,H,20,Zn^2+^Cu^2+^_4_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·9H_2_O
Veselovskyite,O,25,Zn^2+^Cu^2+^_4_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·9H_2_O
Veselovskyite,Zn,1,Zn^2+^Cu^2+^_4_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·9H_2_O
Vesignieite,Ba,1,Cu^2+^_3_Ba(V^5+^O_4_)_2_(OH)_2_
Vesignieite,Cu,3,Cu^2+^_3_Ba(V^5+^O_4_)_2_(OH)_2_
Vesignieite,H,2,Cu^2+^_3_Ba(V^5+^O_4_)_2_(OH)_2_
Vesignieite,O,10,Cu^2+^_3_Ba(V^5+^O_4_)_2_(OH)_2_
Vesignieite,V,2,Cu^2+^_3_Ba(V^5+^O_4_)_2_(OH)_2_
Vesuvianite,Al,4.33333333333333,"(Ca,Na)_19_(Al,Mg,Fe^3+^)_13_(SiO_4_)_10_(Si_2_O_7_)_4_(OH,F,O)_10_"
Vesuvianite,Ca,9.5,"(Ca,Na)_19_(Al,Mg,Fe^3+^)_13_(SiO_4_)_10_(Si_2_O_7_)_4_(OH,F,O)_10_"
Vesuvianite,F,3.33333333333333,"(Ca,Na)_19_(Al,Mg,Fe^3+^)_13_(SiO_4_)_10_(Si_2_O_7_)_4_(OH,F,O)_10_"
Vesuvianite,Fe,4.33333333333333,"(Ca,Na)_19_(Al,Mg,Fe^3+^)_13_(SiO_4_)_10_(Si_2_O_7_)_4_(OH,F,O)_10_"
Vesuvianite,H,1.66666666666667,"(Ca,Na)_19_(Al,Mg,Fe^3+^)_13_(SiO_4_)_10_(Si_2_O_7_)_4_(OH,F,O)_10_"
Vesuvianite,Mg,4.33333333333333,"(Ca,Na)_19_(Al,Mg,Fe^3+^)_13_(SiO_4_)_10_(Si_2_O_7_)_4_(OH,F,O)_10_"
Vesuvianite,Na,9.5,"(Ca,Na)_19_(Al,Mg,Fe^3+^)_13_(SiO_4_)_10_(Si_2_O_7_)_4_(OH,F,O)_10_"
Vesuvianite,O,73,"(Ca,Na)_19_(Al,Mg,Fe^3+^)_13_(SiO_4_)_10_(Si_2_O_7_)_4_(OH,F,O)_10_"
Vesuvianite,Si,18,"(Ca,Na)_19_(Al,Mg,Fe^3+^)_13_(SiO_4_)_10_(Si_2_O_7_)_4_(OH,F,O)_10_"
Veszelyite,Cu,3,Cu^2+^_3_PO_4_(OH)_3_·2H_2_O
Veszelyite,H,7,Cu^2+^_3_PO_4_(OH)_3_·2H_2_O
Veszelyite,O,9,Cu^2+^_3_PO_4_(OH)_3_·2H_2_O
Veszelyite,P,1,Cu^2+^_3_PO_4_(OH)_3_·2H_2_O
Vicanite-(Ce),As,1,"(Ca,Ce^3+^,La^3+^,Th^4+^)_15_As^5+^(As^3+^,Na)_0.5_Fe^3+^_0.7_Si_6_B_4_(O,F)_47_"
Vicanite-(Ce),B,4,"(Ca,Ce^3+^,La^3+^,Th^4+^)_15_As^5+^(As^3+^,Na)_0.5_Fe^3+^_0.7_Si_6_B_4_(O,F)_47_"
Vicanite-(Ce),Ca,3.75,"(Ca,Ce^3+^,La^3+^,Th^4+^)_15_As^5+^(As^3+^,Na)_0.5_Fe^3+^_0.7_Si_6_B_4_(O,F)_47_"
Vicanite-(Ce),Ce,3.75,"(Ca,Ce^3+^,La^3+^,Th^4+^)_15_As^5+^(As^3+^,Na)_0.5_Fe^3+^_0.7_Si_6_B_4_(O,F)_47_"
Vicanite-(Ce),F,23.5,"(Ca,Ce^3+^,La^3+^,Th^4+^)_15_As^5+^(As^3+^,Na)_0.5_Fe^3+^_0.7_Si_6_B_4_(O,F)_47_"
Vicanite-(Ce),Fe,0.7,"(Ca,Ce^3+^,La^3+^,Th^4+^)_15_As^5+^(As^3+^,Na)_0.5_Fe^3+^_0.7_Si_6_B_4_(O,F)_47_"
Vicanite-(Ce),La,3.75,"(Ca,Ce^3+^,La^3+^,Th^4+^)_15_As^5+^(As^3+^,Na)_0.5_Fe^3+^_0.7_Si_6_B_4_(O,F)_47_"
Vicanite-(Ce),O,23.5,"(Ca,Ce^3+^,La^3+^,Th^4+^)_15_As^5+^(As^3+^,Na)_0.5_Fe^3+^_0.7_Si_6_B_4_(O,F)_47_"
Vicanite-(Ce),Si,6,"(Ca,Ce^3+^,La^3+^,Th^4+^)_15_As^5+^(As^3+^,Na)_0.5_Fe^3+^_0.7_Si_6_B_4_(O,F)_47_"
Vicanite-(Ce),Th,3.75,"(Ca,Ce^3+^,La^3+^,Th^4+^)_15_As^5+^(As^3+^,Na)_0.5_Fe^3+^_0.7_Si_6_B_4_(O,F)_47_"
Vigezzite,Ca,0.5,"(Ca,Ce^3+^)(Nb^5+^,Ta^5+^,Ti^4+^)_2_O_6_"
Vigezzite,Ce,0.5,"(Ca,Ce^3+^)(Nb^5+^,Ta^5+^,Ti^4+^)_2_O_6_"
Vigezzite,Nb,0.666666666666666,"(Ca,Ce^3+^)(Nb^5+^,Ta^5+^,Ti^4+^)_2_O_6_"
Vigezzite,O,6,"(Ca,Ce^3+^)(Nb^5+^,Ta^5+^,Ti^4+^)_2_O_6_"
Vigezzite,Ta,0.666666666666666,"(Ca,Ce^3+^)(Nb^5+^,Ta^5+^,Ti^4+^)_2_O_6_"
Vigezzite,Ti,0.666666666666666,"(Ca,Ce^3+^)(Nb^5+^,Ta^5+^,Ti^4+^)_2_O_6_"
Vigrishinite,H,9,NaZn^2+^Ti^4+^_4_(Si_2_O_7_)_2_O_3_(OH)(H_2_O)_4_
Vigrishinite,Na,1,NaZn^2+^Ti^4+^_4_(Si_2_O_7_)_2_O_3_(OH)(H_2_O)_4_
Vigrishinite,O,22,NaZn^2+^Ti^4+^_4_(Si_2_O_7_)_2_O_3_(OH)(H_2_O)_4_
Vigrishinite,Si,4,NaZn^2+^Ti^4+^_4_(Si_2_O_7_)_2_O_3_(OH)(H_2_O)_4_
Vigrishinite,Ti,4,NaZn^2+^Ti^4+^_4_(Si_2_O_7_)_2_O_3_(OH)(H_2_O)_4_
Vigrishinite,Zn,1,NaZn^2+^Ti^4+^_4_(Si_2_O_7_)_2_O_3_(OH)(H_2_O)_4_
Viitaniemiite,Al,1,NaCaAlPO_4_F_3_
Viitaniemiite,Ca,1,NaCaAlPO_4_F_3_
Viitaniemiite,F,3,NaCaAlPO_4_F_3_
Viitaniemiite,Na,1,NaCaAlPO_4_F_3_
Viitaniemiite,O,4,NaCaAlPO_4_F_3_
Viitaniemiite,P,1,NaCaAlPO_4_F_3_
Vikingite,Ag,5,Ag_5_Pb_8_Bi_13_S_30_
Vikingite,Bi,13,Ag_5_Pb_8_Bi_13_S_30_
Vikingite,Pb,8,Ag_5_Pb_8_Bi_13_S_30_
Vikingite,S,30,Ag_5_Pb_8_Bi_13_S_30_
Villamaninite,Cu,1,Cu^2+^(S_2_)^2-^
Villamaninite,S,2,Cu^2+^(S_2_)^2-^
Villiaumite,F,1,NaF
Villiaumite,Na,1,NaF
Villyaellenite,As,4,"(Mn^2+^,Ca)Mn^2+^_2_Ca_2_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·4H_2_O"
Villyaellenite,Ca,2.5,"(Mn^2+^,Ca)Mn^2+^_2_Ca_2_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·4H_2_O"
Villyaellenite,H,10,"(Mn^2+^,Ca)Mn^2+^_2_Ca_2_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·4H_2_O"
Villyaellenite,Mn,2.5,"(Mn^2+^,Ca)Mn^2+^_2_Ca_2_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·4H_2_O"
Villyaellenite,O,20,"(Mn^2+^,Ca)Mn^2+^_2_Ca_2_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·4H_2_O"
Vincentite,As,1,Pd_3_As
Vincentite,Pd,3,Pd_3_As
Vinciennite,As,1,Cu_10_Fe_4_SnAsS_16_
Vinciennite,Cu,10,Cu_10_Fe_4_SnAsS_16_
Vinciennite,Fe,4,Cu_10_Fe_4_SnAsS_16_
Vinciennite,S,16,Cu_10_Fe_4_SnAsS_16_
Vinciennite,Sn,1,Cu_10_Fe_4_SnAsS_16_
Vinogradovite,Al,2,"Na_4_Ti^4+^_4_(Si_2_O_6_)_2_[(Si,Al)_4_O_10_]O_4_·(H_2_O,Na,K)_3_"
Vinogradovite,H,2,"Na_4_Ti^4+^_4_(Si_2_O_6_)_2_[(Si,Al)_4_O_10_]O_4_·(H_2_O,Na,K)_3_"
Vinogradovite,K,1,"Na_4_Ti^4+^_4_(Si_2_O_6_)_2_[(Si,Al)_4_O_10_]O_4_·(H_2_O,Na,K)_3_"
Vinogradovite,Na,5,"Na_4_Ti^4+^_4_(Si_2_O_6_)_2_[(Si,Al)_4_O_10_]O_4_·(H_2_O,Na,K)_3_"
Vinogradovite,O,27,"Na_4_Ti^4+^_4_(Si_2_O_6_)_2_[(Si,Al)_4_O_10_]O_4_·(H_2_O,Na,K)_3_"
Vinogradovite,Si,6,"Na_4_Ti^4+^_4_(Si_2_O_6_)_2_[(Si,Al)_4_O_10_]O_4_·(H_2_O,Na,K)_3_"
Vinogradovite,Ti,4,"Na_4_Ti^4+^_4_(Si_2_O_6_)_2_[(Si,Al)_4_O_10_]O_4_·(H_2_O,Na,K)_3_"
Violarite,Fe,1,Fe^2+^Ni^3+^_2_S^2-^_4_
Violarite,Ni,2,Fe^2+^Ni^3+^_2_S^2-^_4_
Violarite,S,4,Fe^2+^Ni^3+^_2_S^2-^_4_
Virgilite,Al,1,LiAlSi_2_O_6_
Virgilite,Li,1,LiAlSi_2_O_6_
Virgilite,O,6,LiAlSi_2_O_6_
Virgilite,Si,2,LiAlSi_2_O_6_
Vishnevite,Al,6,Na_8_(Al_6_Si_6_)O_24_(S^6+^O_4_)·2H_2_O
Vishnevite,H,4,Na_8_(Al_6_Si_6_)O_24_(S^6+^O_4_)·2H_2_O
Vishnevite,Na,8,Na_8_(Al_6_Si_6_)O_24_(S^6+^O_4_)·2H_2_O
Vishnevite,O,30,Na_8_(Al_6_Si_6_)O_24_(S^6+^O_4_)·2H_2_O
Vishnevite,S,1,Na_8_(Al_6_Si_6_)O_24_(S^6+^O_4_)·2H_2_O
Vishnevite,Si,6,Na_8_(Al_6_Si_6_)O_24_(S^6+^O_4_)·2H_2_O
Vismirnovite,H,6,Zn^2+^Sn^4+^(OH)_6_
Vismirnovite,O,6,Zn^2+^Sn^4+^(OH)_6_
Vismirnovite,Sn,1,Zn^2+^Sn^4+^(OH)_6_
Vismirnovite,Zn,1,Zn^2+^Sn^4+^(OH)_6_
Vitusite-(Ce),Ce,1,Na_3_Ce^3+^(PO_4_)_2_
Vitusite-(Ce),Na,3,Na_3_Ce^3+^(PO_4_)_2_
Vitusite-(Ce),O,8,Na_3_Ce^3+^(PO_4_)_2_
Vitusite-(Ce),P,2,Na_3_Ce^3+^(PO_4_)_2_
Vivianite,Fe,3,Fe^2+^_3_(PO_4_)_2_·8H_2_O
Vivianite,H,16,Fe^2+^_3_(PO_4_)_2_·8H_2_O
Vivianite,O,16,Fe^2+^_3_(PO_4_)_2_·8H_2_O
Vivianite,P,2,Fe^2+^_3_(PO_4_)_2_·8H_2_O
Vladimirite,As,3,Ca_4_(As^5+^O_4_)_2_(As^5+^O_3_OH)·4H_2_O
Vladimirite,Ca,4,Ca_4_(As^5+^O_4_)_2_(As^5+^O_3_OH)·4H_2_O
Vladimirite,H,9,Ca_4_(As^5+^O_4_)_2_(As^5+^O_3_OH)·4H_2_O
Vladimirite,O,16,Ca_4_(As^5+^O_4_)_2_(As^5+^O_3_OH)·4H_2_O
Vladimirivanovite,Al,6,"Na_6_Ca_2_[Al_6_Si_6_O_24_](S^6+^O_4_,(S_3_)^1-^,(S_2_)^2-^,Cl)_2_·H_2_O"
Vladimirivanovite,Ca,2,"Na_6_Ca_2_[Al_6_Si_6_O_24_](S^6+^O_4_,(S_3_)^1-^,(S_2_)^2-^,Cl)_2_·H_2_O"
Vladimirivanovite,Cl,0.5,"Na_6_Ca_2_[Al_6_Si_6_O_24_](S^6+^O_4_,(S_3_)^1-^,(S_2_)^2-^,Cl)_2_·H_2_O"
Vladimirivanovite,H,2,"Na_6_Ca_2_[Al_6_Si_6_O_24_](S^6+^O_4_,(S_3_)^1-^,(S_2_)^2-^,Cl)_2_·H_2_O"
Vladimirivanovite,Na,6,"Na_6_Ca_2_[Al_6_Si_6_O_24_](S^6+^O_4_,(S_3_)^1-^,(S_2_)^2-^,Cl)_2_·H_2_O"
Vladimirivanovite,O,25.4,"Na_6_Ca_2_[Al_6_Si_6_O_24_](S^6+^O_4_,(S_3_)^1-^,(S_2_)^2-^,Cl)_2_·H_2_O"
Vladimirivanovite,S,1.1,"Na_6_Ca_2_[Al_6_Si_6_O_24_](S^6+^O_4_,(S_3_)^1-^,(S_2_)^2-^,Cl)_2_·H_2_O"
Vladimirivanovite,Si,6,"Na_6_Ca_2_[Al_6_Si_6_O_24_](S^6+^O_4_,(S_3_)^1-^,(S_2_)^2-^,Cl)_2_·H_2_O"
Vladkrivovichevite,B,8,[Pb^2+^_32_O_18_][Pb^2+^_4_Mn^2+^_2_O]Cl_14_(BO_3_)_8_·2H_2_O
Vladkrivovichevite,Cl,14,[Pb^2+^_32_O_18_][Pb^2+^_4_Mn^2+^_2_O]Cl_14_(BO_3_)_8_·2H_2_O
Vladkrivovichevite,H,4,[Pb^2+^_32_O_18_][Pb^2+^_4_Mn^2+^_2_O]Cl_14_(BO_3_)_8_·2H_2_O
Vladkrivovichevite,Mn,2,[Pb^2+^_32_O_18_][Pb^2+^_4_Mn^2+^_2_O]Cl_14_(BO_3_)_8_·2H_2_O
Vladkrivovichevite,O,45,[Pb^2+^_32_O_18_][Pb^2+^_4_Mn^2+^_2_O]Cl_14_(BO_3_)_8_·2H_2_O
Vladkrivovichevite,Pb,36,[Pb^2+^_32_O_18_][Pb^2+^_4_Mn^2+^_2_O]Cl_14_(BO_3_)_8_·2H_2_O
Vladykinite,Fe,2,Na_3_Sr_4_(Fe^2+^Fe^3+^)Si_8_O_24_
Vladykinite,Na,3,Na_3_Sr_4_(Fe^2+^Fe^3+^)Si_8_O_24_
Vladykinite,O,24,Na_3_Sr_4_(Fe^2+^Fe^3+^)Si_8_O_24_
Vladykinite,Si,8,Na_3_Sr_4_(Fe^2+^Fe^3+^)Si_8_O_24_
Vladykinite,Sr,4,Na_3_Sr_4_(Fe^2+^Fe^3+^)Si_8_O_24_
Vlasovite,Na,2,Na_2_Zr^4+^Si_4_O_11_
Vlasovite,O,11,Na_2_Zr^4+^Si_4_O_11_
Vlasovite,Si,4,Na_2_Zr^4+^Si_4_O_11_
Vlasovite,Zr,1,Na_2_Zr^4+^Si_4_O_11_
Vlodavetsite,Al,1,Ca_2_Al(S^6+^O_4_)_2_F_2_Cl·4H_2_O
Vlodavetsite,Ca,2,Ca_2_Al(S^6+^O_4_)_2_F_2_Cl·4H_2_O
Vlodavetsite,Cl,1,Ca_2_Al(S^6+^O_4_)_2_F_2_Cl·4H_2_O
Vlodavetsite,F,2,Ca_2_Al(S^6+^O_4_)_2_F_2_Cl·4H_2_O
Vlodavetsite,H,8,Ca_2_Al(S^6+^O_4_)_2_F_2_Cl·4H_2_O
Vlodavetsite,O,12,Ca_2_Al(S^6+^O_4_)_2_F_2_Cl·4H_2_O
Vlodavetsite,S,2,Ca_2_Al(S^6+^O_4_)_2_F_2_Cl·4H_2_O
Vochtenite,Fe,2,Fe^2+^Fe^3+^(U^6+^O_2_)_4_(PO_4_)_4_(OH)·12-13H_2_O
Vochtenite,H,26,Fe^2+^Fe^3+^(U^6+^O_2_)_4_(PO_4_)_4_(OH)·12-13H_2_O
Vochtenite,O,37.5,Fe^2+^Fe^3+^(U^6+^O_2_)_4_(PO_4_)_4_(OH)·12-13H_2_O
Vochtenite,P,4,Fe^2+^Fe^3+^(U^6+^O_2_)_4_(PO_4_)_4_(OH)·12-13H_2_O
Vochtenite,U,4,Fe^2+^Fe^3+^(U^6+^O_2_)_4_(PO_4_)_4_(OH)·12-13H_2_O
Voggite,C,1,Na_2_Zr^4+^(P^5+^O_4_)(C^4+^O_3_)(OH)·2H_2_O
Voggite,H,5,Na_2_Zr^4+^(P^5+^O_4_)(C^4+^O_3_)(OH)·2H_2_O
Voggite,Na,2,Na_2_Zr^4+^(P^5+^O_4_)(C^4+^O_3_)(OH)·2H_2_O
Voggite,O,10,Na_2_Zr^4+^(P^5+^O_4_)(C^4+^O_3_)(OH)·2H_2_O
Voggite,P,1,Na_2_Zr^4+^(P^5+^O_4_)(C^4+^O_3_)(OH)·2H_2_O
Voggite,Zr,1,Na_2_Zr^4+^(P^5+^O_4_)(C^4+^O_3_)(OH)·2H_2_O
Voglite,C,4,Ca_2_Cu^2+^(U^6+^O_2_)(CO_3_)_4_·6H_2_O
Voglite,Ca,2,Ca_2_Cu^2+^(U^6+^O_2_)(CO_3_)_4_·6H_2_O
Voglite,Cu,1,Ca_2_Cu^2+^(U^6+^O_2_)(CO_3_)_4_·6H_2_O
Voglite,H,12,Ca_2_Cu^2+^(U^6+^O_2_)(CO_3_)_4_·6H_2_O
Voglite,O,20,Ca_2_Cu^2+^(U^6+^O_2_)(CO_3_)_4_·6H_2_O
Voglite,U,1,Ca_2_Cu^2+^(U^6+^O_2_)(CO_3_)_4_·6H_2_O
Volborthite,Cu,3,Cu^2+^_3_V^5+^_2_O_7_(OH)_2_·2H_2_O
Volborthite,H,6,Cu^2+^_3_V^5+^_2_O_7_(OH)_2_·2H_2_O
Volborthite,O,11,Cu^2+^_3_V^5+^_2_O_7_(OH)_2_·2H_2_O
Volborthite,V,2,Cu^2+^_3_V^5+^_2_O_7_(OH)_2_·2H_2_O
Volkonskoite,Al,2,"Ca_0.3_(Cr^3+^,Mg)_2_(Si,Al)_4_O_10_(OH)_2_·4H_2_O"
Volkonskoite,Ca,0.3,"Ca_0.3_(Cr^3+^,Mg)_2_(Si,Al)_4_O_10_(OH)_2_·4H_2_O"
Volkonskoite,Cr,1,"Ca_0.3_(Cr^3+^,Mg)_2_(Si,Al)_4_O_10_(OH)_2_·4H_2_O"
Volkonskoite,H,10,"Ca_0.3_(Cr^3+^,Mg)_2_(Si,Al)_4_O_10_(OH)_2_·4H_2_O"
Volkonskoite,Mg,1,"Ca_0.3_(Cr^3+^,Mg)_2_(Si,Al)_4_O_10_(OH)_2_·4H_2_O"
Volkonskoite,O,16,"Ca_0.3_(Cr^3+^,Mg)_2_(Si,Al)_4_O_10_(OH)_2_·4H_2_O"
Volkonskoite,Si,2,"Ca_0.3_(Cr^3+^,Mg)_2_(Si,Al)_4_O_10_(OH)_2_·4H_2_O"
Volkovskite,B,22,KCa_4_[B_5_O_8_(OH)]_4_[B(OH)_3_]_2_Cl·4H_2_O
Volkovskite,Ca,4,KCa_4_[B_5_O_8_(OH)]_4_[B(OH)_3_]_2_Cl·4H_2_O
Volkovskite,Cl,1,KCa_4_[B_5_O_8_(OH)]_4_[B(OH)_3_]_2_Cl·4H_2_O
Volkovskite,H,18,KCa_4_[B_5_O_8_(OH)]_4_[B(OH)_3_]_2_Cl·4H_2_O
Volkovskite,K,1,KCa_4_[B_5_O_8_(OH)]_4_[B(OH)_3_]_2_Cl·4H_2_O
Volkovskite,O,46,KCa_4_[B_5_O_8_(OH)]_4_[B(OH)_3_]_2_Cl·4H_2_O
Voloshinite,Al,2,Rb(LiAl_1.5_[box]_0.5_)(Al_0.5_Si_3.5_)O_10_F_2_
Voloshinite,F,2,Rb(LiAl_1.5_[box]_0.5_)(Al_0.5_Si_3.5_)O_10_F_2_
Voloshinite,Li,1,Rb(LiAl_1.5_[box]_0.5_)(Al_0.5_Si_3.5_)O_10_F_2_
Voloshinite,O,10,Rb(LiAl_1.5_[box]_0.5_)(Al_0.5_Si_3.5_)O_10_F_2_
Voloshinite,Rb,1,Rb(LiAl_1.5_[box]_0.5_)(Al_0.5_Si_3.5_)O_10_F_2_
Voloshinite,Si,3.5,Rb(LiAl_1.5_[box]_0.5_)(Al_0.5_Si_3.5_)O_10_F_2_
Voltaite,Al,1,K_2_Fe^2+^_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O
Voltaite,Fe,8,K_2_Fe^2+^_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O
Voltaite,H,36,K_2_Fe^2+^_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O
Voltaite,K,2,K_2_Fe^2+^_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O
Voltaite,O,66,K_2_Fe^2+^_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O
Voltaite,S,12,K_2_Fe^2+^_5_Fe^3+^_3_Al(S^6+^O_4_)_12_·18H_2_O
Volynskite,Ag,1,AgBiTe_2_
Volynskite,Bi,1,AgBiTe_2_
Volynskite,Te,2,AgBiTe_2_
Vonbezingite,Ca,6,Ca_6_Cu^2+^_3_(S^6+^O_4_)_3_(OH)_12_·2H_2_O
Vonbezingite,Cu,3,Ca_6_Cu^2+^_3_(S^6+^O_4_)_3_(OH)_12_·2H_2_O
Vonbezingite,H,16,Ca_6_Cu^2+^_3_(S^6+^O_4_)_3_(OH)_12_·2H_2_O
Vonbezingite,O,26,Ca_6_Cu^2+^_3_(S^6+^O_4_)_3_(OH)_12_·2H_2_O
Vonbezingite,S,3,Ca_6_Cu^2+^_3_(S^6+^O_4_)_3_(OH)_12_·2H_2_O
Vonsenite,B,1,Fe^2+^_2_Fe^3+^O_2_(BO_3_)
Vonsenite,Fe,3,Fe^2+^_2_Fe^3+^O_2_(BO_3_)
Vonsenite,O,5,Fe^2+^_2_Fe^3+^O_2_(BO_3_)
Vorlanite,Ca,1,CaU^6+^O_4_
Vorlanite,O,4,CaU^6+^O_4_
Vorlanite,U,1,CaU^6+^O_4_
Voronkovite,Ca,2.499999999999999,"Na_15_(Na,Ca,Ce^3+^)_3_(Mn^2+^,Ca)_3_Fe^2+^_3_Zr^4+^_3_Si_26_O_72_(OH,O)_4_Cl·H_2_O"
Voronkovite,Ce,0.999999999999999,"Na_15_(Na,Ca,Ce^3+^)_3_(Mn^2+^,Ca)_3_Fe^2+^_3_Zr^4+^_3_Si_26_O_72_(OH,O)_4_Cl·H_2_O"
Voronkovite,Cl,1,"Na_15_(Na,Ca,Ce^3+^)_3_(Mn^2+^,Ca)_3_Fe^2+^_3_Zr^4+^_3_Si_26_O_72_(OH,O)_4_Cl·H_2_O"
Voronkovite,Fe,3,"Na_15_(Na,Ca,Ce^3+^)_3_(Mn^2+^,Ca)_3_Fe^2+^_3_Zr^4+^_3_Si_26_O_72_(OH,O)_4_Cl·H_2_O"
Voronkovite,H,3,"Na_15_(Na,Ca,Ce^3+^)_3_(Mn^2+^,Ca)_3_Fe^2+^_3_Zr^4+^_3_Si_26_O_72_(OH,O)_4_Cl·H_2_O"
Voronkovite,Mn,1.5,"Na_15_(Na,Ca,Ce^3+^)_3_(Mn^2+^,Ca)_3_Fe^2+^_3_Zr^4+^_3_Si_26_O_72_(OH,O)_4_Cl·H_2_O"
Voronkovite,Na,15.999999999999998,"Na_15_(Na,Ca,Ce^3+^)_3_(Mn^2+^,Ca)_3_Fe^2+^_3_Zr^4+^_3_Si_26_O_72_(OH,O)_4_Cl·H_2_O"
Voronkovite,O,76,"Na_15_(Na,Ca,Ce^3+^)_3_(Mn^2+^,Ca)_3_Fe^2+^_3_Zr^4+^_3_Si_26_O_72_(OH,O)_4_Cl·H_2_O"
Voronkovite,Si,26,"Na_15_(Na,Ca,Ce^3+^)_3_(Mn^2+^,Ca)_3_Fe^2+^_3_Zr^4+^_3_Si_26_O_72_(OH,O)_4_Cl·H_2_O"
Voronkovite,Zr,3,"Na_15_(Na,Ca,Ce^3+^)_3_(Mn^2+^,Ca)_3_Fe^2+^_3_Zr^4+^_3_Si_26_O_72_(OH,O)_4_Cl·H_2_O"
Vorontsovite,As,4,(Hg_5_Cu)TlAs_4_S_12_
Vorontsovite,Cu,1,(Hg_5_Cu)TlAs_4_S_12_
Vorontsovite,Hg,5,(Hg_5_Cu)TlAs_4_S_12_
Vorontsovite,S,12,(Hg_5_Cu)TlAs_4_S_12_
Vorontsovite,Tl,1,(Hg_5_Cu)TlAs_4_S_12_
Voudourisite,Cd,1,Cd^2+^S^6+^O_4_·H_2_O
Voudourisite,H,2,Cd^2+^S^6+^O_4_·H_2_O
Voudourisite,O,5,Cd^2+^S^6+^O_4_·H_2_O
Voudourisite,S,1,Cd^2+^S^6+^O_4_·H_2_O
Vrbaite,As,8,Hg_3_Tl_4_As_8_Sb_2_S_20_
Vrbaite,Hg,3,Hg_3_Tl_4_As_8_Sb_2_S_20_
Vrbaite,S,20,Hg_3_Tl_4_As_8_Sb_2_S_20_
Vrbaite,Sb,2,Hg_3_Tl_4_As_8_Sb_2_S_20_
Vrbaite,Tl,4,Hg_3_Tl_4_As_8_Sb_2_S_20_
Vuagnatite,Al,1,CaAlSiO_4_(OH)
Vuagnatite,Ca,1,CaAlSiO_4_(OH)
Vuagnatite,H,1,CaAlSiO_4_(OH)
Vuagnatite,O,5,CaAlSiO_4_(OH)
Vuagnatite,Si,1,CaAlSiO_4_(OH)
Vulcanite,Cu,1,CuTe
Vulcanite,Te,1,CuTe
Vuonnemite,F,1,Na_6_Na_2_Nb^5+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_(PO_4_)_2_O_2_(OF)
Vuonnemite,Na,11,Na_6_Na_2_Nb^5+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_(PO_4_)_2_O_2_(OF)
Vuonnemite,Nb,2,Na_6_Na_2_Nb^5+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_(PO_4_)_2_O_2_(OF)
