mineral_name,element,count
Labyrinthite,K,11.6666666666667
Labyrinthite,Na,11.6666666666667
Labyrinthite,O,149.5
Labyrinthite,Si,51
Labyrinthite,Sr,11.6666666666667
Labyrinthite,Ti,1
Labyrinthite,Zr,6
Lacroixite,Al,1
Lacroixite,F,1
Lacroixite,Na,1
Lacroixite,O,4
Lacroixite,P,1
Laffittite,Ag,1
Laffittite,As,1
Laffittite,Hg,1
Laffittite,S,3
Laflammeite,Pb,2
Laflammeite,Pd,3
Laflammeite,S,2
Lafossaite,Cl,1
Lafossaite,Tl,1
Lahnsteinite,H,12
Lahnsteinite,O,13
Lahnsteinite,S,1
Lahnsteinite,Zn,4
Laihunite,Fe,2
Laihunite,O,4
Laihunite,Si,1
Laitakarite,Bi,4
Laitakarite,S,1.5
Laitakarite,Se,1.5
Lakargiite,Ca,1
Lakargiite,O,3
Lakargiite,Zr,1
Lakebogaite,Ca,1
Lakebogaite,Fe,2
Lakebogaite,H,19
Lakebogaite,Na,1
Lakebogaite,O,30
Lakebogaite,P,4
Lakebogaite,U,2
Lalondeite,Ca,4.5
Lalondeite,F,1
Lalondeite,H,6.5
Lalondeite,Na,4.5
Lalondeite,O,41.5
Lalondeite,Si,16
Lammerite,As,2
Lammerite,Cu,3
Lammerite,O,8
Lammerite-beta,As,2
Lammerite-beta,Cu,3
Lammerite-beta,O,8
Lamprophyllite,H,2
Lamprophyllite,Na,4
Lamprophyllite,O,18
Lamprophyllite,Si,4
Lamprophyllite,Sr,1
Lamprophyllite,Ti,3
Lanarkite,O,5
Lanarkite,Pb,2
Lanarkite,S,1
Landauite,F,0.333333333333333
Landauite,Fe,6.99999999999999
Landauite,H,0.166666666666667
Landauite,Mn,0.5
Landauite,Na,0.5
Landauite,Nb,5.99999999999999
Landauite,O,38.5
Landauite,Pb,0.5
Landauite,Ti,5.99999999999999
Landauite,Y,0.5
Landauite,Zn,1
Landesite,Fe,3
Landesite,H,21
Landesite,Mn,9
Landesite,O,44
Landesite,P,8
Langbanite,Mn,13
Langbanite,O,24
Langbanite,Sb,1
Langbanite,Si,2
Langbanshyttanite,As,2
Langbanshyttanite,H,16
Langbanshyttanite,Mg,1
Langbanshyttanite,Mn,2
Langbanshyttanite,O,18
Langbanshyttanite,Pb,2
Langbeinite,K,2
Langbeinite,Mg,2
Langbeinite,O,12
Langbeinite,S,3
Langisite,As,1
Langisite,Co,1
Langite,Cu,4
Langite,H,10
Langite,O,12
Langite,S,1
Lanmuchangite,Al,1
Lanmuchangite,H,24
Lanmuchangite,O,20
Lanmuchangite,S,2
Lanmuchangite,Tl,1
Lannonite,Al,4
Lannonite,Ca,4
Lannonite,F,9
Lannonite,H,65
Lannonite,Mg,2
Lannonite,O,64
Lannonite,S,8
Lansfordite,C,1
Lansfordite,H,10
Lansfordite,Mg,1
Lansfordite,O,8
Lanthanite-(Ce),C,3
Lanthanite-(Ce),Ce,2
Lanthanite-(Ce),H,16
Lanthanite-(Ce),O,17
Lanthanite-(La),C,3
Lanthanite-(La),H,16
Lanthanite-(La),La,2
Lanthanite-(La),O,17
Lanthanite-(Nd),C,3
Lanthanite-(Nd),H,16
Lanthanite-(Nd),Nd,2
Lanthanite-(Nd),O,17
Lapeyreite,As,2
Lapeyreite,Cu,3
Lapeyreite,H,4
Lapeyreite,O,10
Laphamite,As,2
Laphamite,Se,3
Lapieite,Cu,1
Lapieite,Ni,1
Lapieite,S,3
Lapieite,Sb,1
Laplandite-(Ce),Ce,1
Laplandite-(Ce),H,10
Laplandite-(Ce),Na,4
Laplandite-(Ce),O,27
Laplandite-(Ce),P,1
Laplandite-(Ce),Si,7
Laplandite-(Ce),Ti,1
Laptevite-(Ce),B,3
Laptevite-(Ce),Ca,5
Laptevite-(Ce),F,11
Laptevite-(Ce),Fe,1
Laptevite-(Ce),Na,1
Laptevite-(Ce),O,37
Laptevite-(Ce),P,1
Laptevite-(Ce),REE,7
Laptevite-(Ce),Si,7
Laptevite-(Ce),Y,3
Larderellite,B,5
Larderellite,H,8
Larderellite,N,1
Larderellite,O,10
Larnite,Ca,2
Larnite,O,4
Larnite,Si,1
Larosite,Ag,10.5
Larosite,Bi,1
Larosite,Cu,10.5
Larosite,Pb,1
Larosite,S,13
Larsenite,O,4
Larsenite,Pb,1
Larsenite,Si,1
Larsenite,Zn,1
Latiumite,Al,2.5
Latiumite,C,0.125
Latiumite,Ca,2
Latiumite,K,2
Latiumite,O,11.775
Latiumite,S,0.1
Latiumite,Si,2.5
Latrappite,Ca,2
Latrappite,Fe,1
Latrappite,Nb,1
Latrappite,O,6
Laueite,Fe,2
Laueite,H,18
Laueite,Mn,1
Laueite,O,18
Laueite,P,2
Laumontite,Al,2
Laumontite,Ca,1
Laumontite,H,8
Laumontite,O,16
Laumontite,Si,4
Launayite,As,6.5
Launayite,Cu,1
Launayite,Pb,10
Launayite,S,20
Launayite,Sb,6.5
Laurelite,Cl,2
Laurelite,F,12
Laurelite,Pb,7
Laurentianite,H,18
Laurentianite,Na,3
Laurentianite,Nb,3
Laurentianite,O,26
Laurentianite,Si,4
Laurionite,Cl,1
Laurionite,H,1
Laurionite,O,1
Laurionite,Pb,1
Laurite,Ru,1
Laurite,S,2
Lausenite,Fe,2
Lausenite,H,10
Lausenite,O,17
Lausenite,S,3
Lautenthalite,Cu,4
Lautenthalite,H,12
Lautenthalite,O,17
Lautenthalite,Pb,1
Lautenthalite,S,2
Lautite,As,1
Lautite,Cu,1
Lautite,S,1
Lavendulan,As,4
Lavendulan,Ca,1
Lavendulan,Cl,1
Lavendulan,Cu,5
Lavendulan,H,10
Lavendulan,Na,1
Lavendulan,O,21
Lavenite,Ca,2
Lavenite,F,2
Lavenite,Fe,1
Lavenite,Mn,1
Lavenite,Na,2
Lavenite,Nb,0.666666666666666
Lavenite,O,16
Lavenite,Si,4
Lavenite,Ti,0.666666666666666
Lavenite,Zr,0.666666666666666
Laverovite,F,1
Laverovite,H,4
Laverovite,K,2
Laverovite,Mn,7
Laverovite,Na,1
Laverovite,O,30
Laverovite,Si,8
Laverovite,Zr,2
Lavinskyite,Cu,7
Lavinskyite,H,4
Lavinskyite,K,1
Lavinskyite,Li,1
Lavinskyite,O,26
Lavinskyite,Si,8
Lavrentievite,Cl,2
Lavrentievite,Hg,3
Lavrentievite,S,2
Lawrencite,Cl,2
Lawrencite,Fe,1
Lawsonbauerite,H,38
Lawsonbauerite,Mn,9
Lawsonbauerite,O,38
Lawsonbauerite,S,2
Lawsonbauerite,Zn,4
Lawsonite,Al,2
Lawsonite,Ca,1
Lawsonite,H,4
Lawsonite,O,10
Lawsonite,Si,2
Lazarenkoite,As,3
Lazarenkoite,Ca,1
Lazarenkoite,Fe,1
Lazarenkoite,H,6
Lazarenkoite,O,10
Lazaridisite,Cd,3
Lazaridisite,H,16
Lazaridisite,O,20
Lazaridisite,S,3
Lazulite,Al,2
Lazulite,H,2
Lazulite,Mg,1
Lazulite,O,10
Lazulite,P,2
Lazurite,Al,3
Lazurite,Ca,1
Lazurite,Na,3
Lazurite,O,12
Lazurite,S,1
Lazurite,Si,3
Lead,Pb,1
Leadamalgam,Hg,1
Leadamalgam,Pb,2
Leadhillite,C,2
Leadhillite,H,2
Leadhillite,O,12
Leadhillite,Pb,4
Leadhillite,S,1
Lechatelierite,O,2
Lechatelierite,Si,1
Lecoqite-(Y),C,3
Lecoqite-(Y),H,12
Lecoqite-(Y),Na,3
Lecoqite-(Y),O,15
Lecoqite-(Y),Y,1
Leesite,H,15
Leesite,K,1
Leesite,O,20
Leesite,U,4
Lefontite,Al,2
Lefontite,Be,1
Lefontite,Fe,2
Lefontite,H,6
Lefontite,O,14
Lefontite,P,2
Legrandite,As,1
Legrandite,H,3
Legrandite,O,6
Legrandite,Zn,2
Lehmannite,As,8
Lehmannite,Cl,5
Lehmannite,Cu,12
Lehmannite,F,1
Lehmannite,Na,18
Lehmannite,O,40
Lehmannite,Ti,1
Lehnerite,H,16
Lehnerite,Mn,1
Lehnerite,O,20
Lehnerite,P,2
Lehnerite,U,2
Leifite,Al,3
Leifite,Be,2
Leifite,F,1
Leifite,H,0.5
Leifite,Na,7
Leifite,O,39.5
Leifite,Si,15
Leightonite,Ca,2
Leightonite,Cu,1
Leightonite,H,4
Leightonite,K,2
Leightonite,O,18
Leightonite,S,4
Leisingite,Cu,1
Leisingite,H,12
Leisingite,Mg,2
Leisingite,O,12
Leisingite,Te,1
Leiteite,As,2
Leiteite,O,4
Leiteite,Zn,1
Lemanskiite,As,4
Lemanskiite,Ca,1
Lemanskiite,Cl,1
Lemanskiite,Cu,5
Lemanskiite,H,6
Lemanskiite,Na,1
Lemanskiite,O,19
Lemmleinite-K,H,18
Lemmleinite-K,K,8
Lemmleinite-K,Na,4
Lemmleinite-K,O,62
Lemmleinite-K,Si,16
Lemmleinite-K,Ti,8
Lemoynite,Ca,1
Lemoynite,H,11
Lemoynite,Na,2
Lemoynite,O,31.5
Lemoynite,Si,10
Lemoynite,Zr,2
Lenaite,Ag,1
Lenaite,Fe,1
Lenaite,S,2
Lengenbachite,Ag,4
Lengenbachite,As,12
Lengenbachite,Cu,2
Lengenbachite,Pb,18
Lengenbachite,S,39
Leningradite,Cl,2
Leningradite,Cu,3
Leningradite,O,8
Leningradite,Pb,1
Leningradite,V,2
Lennilenapeite,Al,36
Lennilenapeite,Fe,12
Lennilenapeite,H,86
Lennilenapeite,K,7
Lennilenapeite,Mg,12
Lennilenapeite,Mn,12
Lennilenapeite,O,178
Lennilenapeite,Si,36
Lennilenapeite,Zn,12
Lenoblite,H,4
Lenoblite,O,6
Lenoblite,V,2
Leogangite,As,4
Leogangite,Cu,10
Leogangite,H,22
Leogangite,O,34
Leogangite,S,1
Leonardsenite,Al,1
Leonardsenite,F,5
Leonardsenite,H,4
Leonardsenite,Mg,1
Leonardsenite,O,2
Leonite,H,8
Leonite,K,2
Leonite,Mg,1
Leonite,O,12
Leonite,S,2
Leoszilardite,C,6
Leoszilardite,H,12
Leoszilardite,Mg,1
Leoszilardite,Na,6
Leoszilardite,O,28
Leoszilardite,U,2
Lepersonnite-(Gd),C,8
Lepersonnite-(Gd),Ca,1
Lepersonnite-(Gd),Gd,2
Lepersonnite-(Gd),H,120
Lepersonnite-(Gd),O,160
Lepersonnite-(Gd),Si,4
Lepersonnite-(Gd),U,24
Lepidocrocite,Fe,1
Lepidocrocite,H,1
Lepidocrocite,O,2
Lepkhenelmite-Zn,Ba,2
Lepkhenelmite-Zn,H,15
Lepkhenelmite-Zn,Nb,2
Lepkhenelmite-Zn,O,34
Lepkhenelmite-Zn,Si,8
Lepkhenelmite-Zn,Ti,2
Lepkhenelmite-Zn,Zn,1
Lermontovite,H,3
Lermontovite,O,6
Lermontovite,P,1
Lermontovite,U,1
Letovicite,H,13
Letovicite,N,3
Letovicite,O,8
Letovicite,S,2
Leucite,Al,1
Leucite,K,1
Leucite,O,6
Leucite,Si,2
Leucophanite,Be,1
Leucophanite,Ca,1
Leucophanite,F,1
Leucophanite,Na,1
Leucophanite,O,6
Leucophanite,Si,2
Leucophoenicite,H,2
Leucophoenicite,Mn,7
Leucophoenicite,O,14
Leucophoenicite,Si,3
Leucophosphite,Fe,2
Leucophosphite,H,5
Leucophosphite,K,1
Leucophosphite,O,11
Leucophosphite,P,2
Leucosphenite,B,2
Leucosphenite,Ba,1
Leucosphenite,Na,4
Leucosphenite,O,30
Leucosphenite,Si,10
Leucosphenite,Ti,2
Leucostaurite,B,5
Leucostaurite,Cl,1
Leucostaurite,H,1
Leucostaurite,O,9.5
Leucostaurite,Pb,2
Levantite,Al,2
Levantite,Ca,3
Levantite,K,1
Levantite,O,15
Levantite,P,1
Levantite,Si,3
Leverettite,Cl,2
Leverettite,Co,1
Leverettite,Cu,3
Leverettite,H,6
Leverettite,O,6
Levinsonite-(Y),Al,1
Levinsonite-(Y),C,2
Levinsonite-(Y),H,24
Levinsonite-(Y),O,24
Levinsonite-(Y),S,2
Levinsonite-(Y),Y,1
Levyne-Ca,Al,6
Levyne-Ca,Ca,3
Levyne-Ca,H,36
Levyne-Ca,O,54
Levyne-Ca,Si,12
Leydetite,Fe,1
Leydetite,H,22
Leydetite,O,21
Leydetite,S,2
Leydetite,U,1
Liandratite,Nb,2
Liandratite,O,8
Liandratite,U,1
Liberite,Be,1
Liberite,Li,2
Liberite,O,4
Liberite,Si,1
Libethenite,Cu,2
Libethenite,H,1
Libethenite,O,5
Libethenite,P,1
Liebauite,Ca,3
Liebauite,Cu,5
Liebauite,O,26
Liebauite,Si,9
Liebenbergite,Ni,2
Liebenbergite,O,4
Liebenbergite,Si,1
Liebigite,C,3
Liebigite,Ca,2
Liebigite,H,22
Liebigite,O,22
Liebigite,U,1
Likasite,Cu,3
Likasite,H,9
Likasite,N,1
Likasite,O,10
Lileyite,Ba,2
Lileyite,F,2
Lileyite,Fe,1
Lileyite,Mg,1
Lileyite,Na,2
Lileyite,O,16
Lileyite,Si,4
Lileyite,Ti,2
Lime,Ca,1
Lime,O,1
Linarite,Cu,1
Linarite,H,2
Linarite,O,6
Linarite,Pb,1
Linarite,S,1
Lindackerite,As,4
Lindackerite,Cu,5
Lindackerite,H,20
Lindackerite,O,25
Lindbergite,C,2
Lindbergite,H,4
Lindbergite,Mn,1
Lindbergite,O,6
Lindgrenite,Cu,3
Lindgrenite,H,2
Lindgrenite,Mo,2
Lindgrenite,O,10
Lindqvistite,Fe,16
Lindqvistite,Mn,1
Lindqvistite,O,27
Lindqvistite,Pb,2
Lindsleyite,Ba,0.5
Lindsleyite,Ca,0.5
Lindsleyite,Cr,5.99999999999999
Lindsleyite,Fe,6.99999999999999
Lindsleyite,Mg,1
Lindsleyite,O,38
Lindsleyite,Sr,0.5
Lindsleyite,Ti,5.99999999999999
Lindsleyite,Zr,0.5
Lindstromite,Bi,7
Lindstromite,Cu,3
Lindstromite,Pb,3
Lindstromite,S,15
Linekite,C,6
Linekite,Ca,3
Linekite,H,16
Linekite,K,2
Linekite,O,30
Linekite,U,2
Linnaeite,Co,3
Linnaeite,S,4
Lintisite,H,4
Lintisite,Li,1
Lintisite,Na,3
Lintisite,O,16
Lintisite,Si,4
Lintisite,Ti,2
Linzhiite,Fe,1
Linzhiite,Si,2
Liottite,Al,18
Liottite,Ca,8
Liottite,Cl,4
Liottite,Na,16
Liottite,O,92
Liottite,S,5
Liottite,Si,18
Lipscombite,Fe,3
Lipscombite,H,2
Lipscombite,O,10
Lipscombite,P,2
Lipuite,H,14
Lipuite,K,1
Lipuite,Mg,0.5
Lipuite,Mn,5
Lipuite,Na,8
Lipuite,O,46
Lipuite,P,1
Lipuite,Si,12
Liroconite,Al,1
Liroconite,As,1
Liroconite,Cu,2
Liroconite,H,12
Liroconite,O,12
Lishizhenite,Fe,2
Lishizhenite,H,28
Lishizhenite,O,30
Lishizhenite,S,4
Lishizhenite,Zn,1
Lisitsynite,B,1
Lisitsynite,K,1
Lisitsynite,O,6
Lisitsynite,Si,2
Liskeardite,Al,16
Liskeardite,As,18
Liskeardite,Fe,16
Liskeardite,H,190
Liskeardite,O,188
Lislkirchnerite,Al,1
Lislkirchnerite,Cl,2
Lislkirchnerite,H,12
Lislkirchnerite,N,5
Lislkirchnerite,O,25
Lislkirchnerite,Pb,6
Litharge,O,1
Litharge,Pb,1
Lithiomarsturite,Ca,2
Lithiomarsturite,H,1
Lithiomarsturite,Li,1
Lithiomarsturite,Mn,2
Lithiomarsturite,O,15
Lithiomarsturite,Si,5
Lithiophilite,Li,1
Lithiophilite,Mn,1
Lithiophilite,O,4
Lithiophilite,P,1
Lithiophorite,Al,0.5
Lithiophorite,H,2
Lithiophorite,Li,0.5
Lithiophorite,Mn,1
Lithiophorite,O,4
Lithiophosphate,Li,3
Lithiophosphate,O,4
Lithiophosphate,P,1
Lithiotantite,Li,1
Lithiotantite,O,8
Lithiotantite,Ta,3
Lithiowodginite,Li,1
Lithiowodginite,O,8
Lithiowodginite,Ta,3
Lithosite,Al,2
Lithosite,H,1
Lithosite,K,3
Lithosite,O,13
Lithosite,Si,4
Litochlebite,Ag,2
Litochlebite,Bi,4
Litochlebite,Pb,1
Litochlebite,Se,8
Litvinskite,H,5
Litvinskite,Na,3
Litvinskite,O,18
Litvinskite,Si,6
Litvinskite,Zr,1
Liveingite,As,24
Liveingite,Pb,20
Liveingite,S,56
Liversidgeite,H,14
Liversidgeite,O,23
Liversidgeite,P,4
Liversidgeite,Zn,6
Livingstonite,Hg,1
Livingstonite,S,8
Livingstonite,Sb,4
Lizardite,H,4
Lizardite,Mg,3
Lizardite,O,9
Lizardite,Si,2
Llantenesite,Al,1
Llantenesite,Cl,1
Llantenesite,Cu,6
Llantenesite,H,18
Llantenesite,O,19
Llantenesite,Se,1
Lobanovite,Fe,4
Lobanovite,H,4
Lobanovite,K,2
Lobanovite,Mg,2
Lobanovite,Na,2
Lobanovite,O,30
Lobanovite,Si,8
Lobanovite,Ti,2
Lokkaite-(Y),C,7
Lokkaite-(Y),Ca,1
Lokkaite-(Y),H,18
Lokkaite-(Y),O,30
Lokkaite-(Y),Y,4
Lollingite,As,2
Lollingite,Fe,1
Lomonosovite,Na,10
Lomonosovite,O,26
Lomonosovite,P,2
Lomonosovite,Si,4
Lomonosovite,Ti,4
Londonite,Al,4
Londonite,B,11
Londonite,Be,5
Londonite,Cs,1
Londonite,O,28
Lonecreekite,Fe,1
Lonecreekite,H,28
Lonecreekite,N,1
Lonecreekite,O,20
Lonecreekite,S,2
Lonsdaleite,C,1
Loparite-(Ce),Ce,0.833333333333333
Loparite-(Ce),Na,0.333333333333333
Loparite-(Ce),Nb,1
Loparite-(Ce),O,6
Loparite-(Ce),Sr,0.333333333333333
Loparite-(Ce),Th,0.5
Loparite-(Ce),Ti,1
Lopezite,Cr,2
Lopezite,K,2
Lopezite,O,7
Lorandite,As,1
Lorandite,S,2
Lorandite,Tl,1
Loranskite-(Y),Ca,0.333333333333333
Loranskite-(Y),Ce,0.333333333333333
Loranskite-(Y),O,6
Loranskite-(Y),Ta,1
Loranskite-(Y),Y,0.333333333333333
Loranskite-(Y),Zr,1
Lorenzenite,Na,2
Lorenzenite,O,9
Lorenzenite,Si,2
Lorenzenite,Ti,2
Loseyite,C,2
Loseyite,H,10
Loseyite,Mn,4
Loseyite,O,16
Loseyite,Zn,3
Lotharmeyerite,As,2
Lotharmeyerite,Ca,1
Lotharmeyerite,H,4
Lotharmeyerite,O,10
Lotharmeyerite,Zn,2
Loughlinite,H,16
Loughlinite,Mg,3
Loughlinite,Na,2
Loughlinite,O,24
Loughlinite,Si,6
Lourenswalsite,Al,3
Lourenswalsite,Ba,1
Lourenswalsite,H,12
Lourenswalsite,K,1
Lourenswalsite,O,26
Lourenswalsite,Si,3
Lourenswalsite,Ti,4
Lovdarite,Be,4
Lovdarite,H,18
Lovdarite,K,2
Lovdarite,Na,6
Lovdarite,O,45
Lovdarite,Si,14
Loveringite,Al,4.5
Loveringite,Ca,0.333333333333333
Loveringite,Ce,0.333333333333333
Loveringite,Cr,4.5
Loveringite,Fe,6
Loveringite,La,0.333333333333333
Loveringite,Mg,1
Loveringite,O,38
Loveringite,Ti,4.5
Loveringite,Zr,0.5
Lovozerite,Ca,1
Lovozerite,H,3
Lovozerite,Na,3
Lovozerite,O,18
Lovozerite,Si,6
Lovozerite,Zr,1
Loweite,H,30
Loweite,Mg,7
Loweite,Na,12
Loweite,O,67
Loweite,S,13
Luanheite,Ag,3
Luanheite,Hg,1
Luanshiweiite,Al,2
Luanshiweiite,H,2
Luanshiweiite,K,1
Luanshiweiite,Li,1
Luanshiweiite,O,12
Luanshiweiite,Si,3.5
Lucabindiite,As,4
Lucabindiite,Br,0.5
Lucabindiite,Cl,0.5
Lucabindiite,H,0.4
Lucabindiite,K,0.5
Lucabindiite,N,0.1
Lucabindiite,O,6
Lucasite-(Ce),Ce,1
Lucasite-(Ce),H,1
Lucasite-(Ce),O,6
Lucasite-(Ce),Ti,2
Luddenite,Cu,2
Luddenite,H,28
Luddenite,O,28
Luddenite,Pb,2
Luddenite,Si,5
Ludjibaite,Cu,5
Ludjibaite,H,4
Ludjibaite,O,12
Ludjibaite,P,2
Ludlamite,Fe,3
Ludlamite,H,8
Ludlamite,O,12
Ludlamite,P,2
Ludlockite,As,10
Ludlockite,Fe,4
Ludlockite,O,22
Ludlockite,Pb,1
Ludwigite,B,1
Ludwigite,Fe,1
Ludwigite,Mg,2
Ludwigite,O,5
Lueshite,Na,1
Lueshite,Nb,1
Lueshite,O,3
Luetheite,Al,1
Luetheite,As,1
Luetheite,Cu,1
Luetheite,H,2
Luetheite,O,6
Luinaite-(OH),Al,6
Luinaite-(OH),B,3
Luinaite-(OH),Fe,1.5
Luinaite-(OH),H,4
Luinaite-(OH),Mg,1.5
Luinaite-(OH),Na,1
Luinaite-(OH),O,31
Luinaite-(OH),Si,6
Lukechangite-(Ce),C,4
Lukechangite-(Ce),Ce,2
Lukechangite-(Ce),F,1
Lukechangite-(Ce),Na,3
Lukechangite-(Ce),O,12
Lukkulaisvaaraite,Ag,2
Lukkulaisvaaraite,Pd,14
Lukkulaisvaaraite,Te,9
Lukrahnite,As,2
Lukrahnite,Ca,1
Lukrahnite,Cu,1
Lukrahnite,Fe,1
Lukrahnite,H,1.1666666666666679
Lukrahnite,O,8.833333333333334
Luneburgite,B,2
Luneburgite,H,18
Luneburgite,Mg,3
Luneburgite,O,20
Luneburgite,P,2
Lunijianlaite,Al,7.2
Lunijianlaite,H,2.5
Lunijianlaite,Li,0.7
Lunijianlaite,O,27.5
Lunijianlaite,Si,7
Lunokite,Al,1
Lunokite,H,9
Lunokite,Mg,1
Lunokite,Mn,1
Lunokite,O,13
Lunokite,P,2
Luobusaite,Fe,0.84
Luobusaite,Si,2
Lusernaite-(Y),Al,1
Lusernaite-(Y),C,2
Lusernaite-(Y),F,5.5
Lusernaite-(Y),H,14.75
Lusernaite-(Y),O,14.75
Lusernaite-(Y),Y,4
Lussierite,H,6
Lussierite,Na,10
Lussierite,O,29
Lussierite,S,6
Lussierite,U,1
Luzonite,As,1
Luzonite,Cu,3
Luzonite,S,4
Lyonsite,Cu,3
Lyonsite,Fe,4
Lyonsite,O,24
Lyonsite,V,6
Macdonaldite,Ba,1
Macdonaldite,Ca,4
Macdonaldite,H,22
Macdonaldite,O,48
Macdonaldite,Si,16
Macedonite,O,3
Macedonite,Pb,1
Macedonite,Ti,1
Macfallite,Ca,2
Macfallite,H,3
Macfallite,Mn,3
Macfallite,O,14
Macfallite,Si,3
Machatschkiite,As,4
Machatschkiite,Ca,6
Machatschkiite,H,33
Machatschkiite,O,35
Machatschkiite,P,1
Machiite,Al,2
Machiite,O,9
Machiite,Ti,3
Mackayite,Fe,1
Mackayite,H,1
Mackayite,O,6
Mackayite,Te,2
Macphersonite,C,2
Macphersonite,H,2
Macphersonite,O,12
Macphersonite,Pb,4
Macphersonite,S,1
Macquartite,Cr,4
Macquartite,Cu,2
Macquartite,H,2
Macquartite,O,26
Macquartite,Pb,7
Macquartite,Si,2
Madocite,As,8
Madocite,Pb,19
Madocite,S,43
Madocite,Sb,8
Magadiite,H,22
Magadiite,Na,2
Magadiite,O,40
Magadiite,Si,14
Magbasite,Ba,1
Magbasite,F,6
Magbasite,Fe,1
Magbasite,H,2
Magbasite,K,1
Magbasite,Mg,7
Magbasite,O,24
Magbasite,Si,8
Maghagendorfite,Fe,2
Maghagendorfite,Mg,1
Maghagendorfite,Na,2
Maghagendorfite,O,12
Maghagendorfite,P,3
Maghemite,Fe,2.67
Maghemite,O,4
Maghrebite,Al,2
Maghrebite,As,2
Maghrebite,H,18
Maghrebite,Mg,1
Maghrebite,O,18
Magnesio-arfvedsonite,Fe,1
Magnesio-arfvedsonite,H,2
Magnesio-arfvedsonite,Mg,4
Magnesio-arfvedsonite,Na,3
Magnesio-arfvedsonite,O,24
Magnesio-arfvedsonite,Si,8
Magnesio-fluoro-arfvedsonite,F,2
Magnesio-fluoro-arfvedsonite,Fe,1
Magnesio-fluoro-arfvedsonite,Mg,4
Magnesio-fluoro-arfvedsonite,Na,3
Magnesio-fluoro-arfvedsonite,O,22
Magnesio-fluoro-arfvedsonite,Si,8
Magnesio-fluoro-hastingsite,Al,2
Magnesio-fluoro-hastingsite,Ca,2
Magnesio-fluoro-hastingsite,F,2
Magnesio-fluoro-hastingsite,Fe,1
Magnesio-fluoro-hastingsite,Mg,4
Magnesio-fluoro-hastingsite,Na,1
Magnesio-fluoro-hastingsite,O,22
Magnesio-fluoro-hastingsite,Si,6
Magnesio-foitite,Al,7
Magnesio-foitite,B,3
Magnesio-foitite,H,4
Magnesio-foitite,Mg,2
Magnesio-foitite,O,31
Magnesio-foitite,Si,6
Magnesio-hastingsite,Al,2
Magnesio-hastingsite,Ca,2
Magnesio-hastingsite,Fe,1
Magnesio-hastingsite,H,2
Magnesio-hastingsite,Mg,4
Magnesio-hastingsite,Na,1
Magnesio-hastingsite,O,24
Magnesio-hastingsite,Si,6
Magnesio-hornblende,Al,2
Magnesio-hornblende,Ca,2
Magnesio-hornblende,H,2
Magnesio-hornblende,Mg,4
Magnesio-hornblende,O,24
Magnesio-hornblende,Si,7
Magnesio-riebeckite,Fe,2
Magnesio-riebeckite,H,2
Magnesio-riebeckite,Mg,3
Magnesio-riebeckite,Na,2
Magnesio-riebeckite,O,24
Magnesio-riebeckite,Si,8
Magnesioaubertite,Al,1
Magnesioaubertite,Cl,1
Magnesioaubertite,H,28
Magnesioaubertite,Mg,1
Magnesioaubertite,O,22
Magnesioaubertite,S,2
Magnesiobermanite,H,10
Magnesiobermanite,Mg,1
Magnesiobermanite,Mn,2
Magnesiobermanite,O,14
Magnesiobermanite,P,2
Magnesiocanutite,As,3
Magnesiocanutite,H,2
Magnesiocanutite,Mg,2
Magnesiocanutite,Mn,1
Magnesiocanutite,Na,1
Magnesiocanutite,O,12
Magnesiocarpholite,Al,2
Magnesiocarpholite,H,4
Magnesiocarpholite,Mg,1
Magnesiocarpholite,O,10
Magnesiocarpholite,Si,2
Magnesiochloritoid,Al,2
Magnesiochloritoid,H,2
Magnesiochloritoid,Mg,1
Magnesiochloritoid,O,7
Magnesiochloritoid,Si,1
Magnesiochlorophoenicite,As,1
Magnesiochlorophoenicite,H,1.5
Magnesiochlorophoenicite,Mg,3
Magnesiochlorophoenicite,O,8.5
Magnesiochlorophoenicite,Zn,2
Magnesiochromite,Cr,2
Magnesiochromite,Mg,1
Magnesiochromite,O,4
Magnesiocopiapite,Fe,4
Magnesiocopiapite,H,42
Magnesiocopiapite,Mg,1
Magnesiocopiapite,O,46
Magnesiocopiapite,S,6
Magnesiocoulsonite,Mg,1
Magnesiocoulsonite,O,4
Magnesiocoulsonite,V,2
Magnesiodumortierite,Al,6
Magnesiodumortierite,B,1
Magnesiodumortierite,H,1
Magnesiodumortierite,Mg,1
Magnesiodumortierite,O,18
Magnesiodumortierite,Si,3
Magnesioferrite,Fe,2
Magnesioferrite,Mg,1
Magnesioferrite,O,4
Magnesiofluckite,As,2
Magnesiofluckite,Ca,1
Magnesiofluckite,H,6
Magnesiofluckite,Mg,1
Magnesiofluckite,O,10
Magnesiohatertite,As,3
Magnesiohatertite,Ca,1
Magnesiohatertite,Fe,1
Magnesiohatertite,Mg,1
Magnesiohatertite,Na,2
Magnesiohatertite,O,12
Magnesiohogbomite-2N3S,Al,5
Magnesiohogbomite-2N3S,Fe,6
Magnesiohogbomite-2N3S,H,1
Magnesiohogbomite-2N3S,Mg,1
Magnesiohogbomite-2N3S,O,20
Magnesiohogbomite-2N3S,Ti,1
Magnesiohogbomite-2N3S,Zn,1
Magnesiokoritnigite,As,1
Magnesiokoritnigite,H,3
Magnesiokoritnigite,Mg,1
Magnesiokoritnigite,O,5
Magnesioleydetite,H,22
