mineral_name,element,count
Arsendescloizite,As,1
Arsendescloizite,H,1
Arsendescloizite,O,5
Arsendescloizite,Pb,1
Arsendescloizite,Zn,1
Arsenic,As,1
Arseniopleite,As,3
Arseniopleite,Ca,1
Arseniopleite,Mn,3
Arseniopleite,Na,1
Arseniopleite,O,12
Arseniosiderite,As,3
Arseniosiderite,Ca,2
Arseniosiderite,Fe,3
Arseniosiderite,H,6
Arseniosiderite,O,17
Arsenmarcobaldiite,As,3.2
Arsenmarcobaldiite,Pb,12
Arsenmarcobaldiite,S,21
Arsenmarcobaldiite,Sb,2.8
Arsenmedaite,As,1
Arsenmedaite,H,1
Arsenmedaite,Mn,6
Arsenmedaite,O,19
Arsenmedaite,Si,5
Arsenoclasite,As,2
Arsenoclasite,H,4
Arsenoclasite,Mn,5
Arsenoclasite,O,12
Arsenocrandallite,Al,3
Arsenocrandallite,As,2
Arsenocrandallite,Ca,1
Arsenocrandallite,H,7
Arsenocrandallite,O,14
Arsenoflorencite-(Ce),Al,3
Arsenoflorencite-(Ce),As,2
Arsenoflorencite-(Ce),Ce,1
Arsenoflorencite-(Ce),H,6
Arsenoflorencite-(Ce),O,14
Arsenoflorencite-(La),Al,3
Arsenoflorencite-(La),As,2
Arsenoflorencite-(La),H,6
Arsenoflorencite-(La),La,1
Arsenoflorencite-(La),O,14
Arsenogorceixite,Al,3
Arsenogorceixite,As,2
Arsenogorceixite,Ba,1
Arsenogorceixite,H,7
Arsenogorceixite,O,14
Arsenogoyazite,Al,3
Arsenogoyazite,As,2
Arsenogoyazite,H,7
Arsenogoyazite,O,14
Arsenogoyazite,Sr,1
Arsenohauchecornite,As,1
Arsenohauchecornite,Bi,3
Arsenohauchecornite,Ni,18
Arsenohauchecornite,S,16
Arsenohopeite,As,2
Arsenohopeite,H,8
Arsenohopeite,O,12
Arsenohopeite,Zn,3
Arsenolamprite,As,1
Arsenolite,As,2
Arsenolite,O,3
Arsenopalladinite,As,3
Arsenopalladinite,Pd,8
Arsenopyrite,As,1
Arsenopyrite,Fe,1
Arsenopyrite,S,1
Arsenovanmeersscheite,As,2
Arsenovanmeersscheite,H,14
Arsenovanmeersscheite,O,24
Arsenovanmeersscheite,U,4
Arsenowagnerite,As,1
Arsenowagnerite,F,1
Arsenowagnerite,Mg,2
Arsenowagnerite,O,4
Arsentsumebite,As,1
Arsentsumebite,Cu,1
Arsentsumebite,H,1
Arsentsumebite,O,9
Arsentsumebite,Pb,2
Arsentsumebite,S,1
Arsenudinaite,As,3
Arsenudinaite,Mg,4
Arsenudinaite,Na,1
Arsenudinaite,O,12
Arsenuranospathite,Al,1
Arsenuranospathite,As,2
Arsenuranospathite,F,1
Arsenuranospathite,H,40
Arsenuranospathite,O,32
Arsenuranospathite,U,2
Arsenuranylite,As,2
Arsenuranylite,Ca,1
Arsenuranylite,H,16
Arsenuranylite,O,26
Arsenuranylite,U,4
Arsiccioite,Ag,1
Arsiccioite,As,2
Arsiccioite,Hg,2
Arsiccioite,S,6
Arsiccioite,Tl,1
Arsmirandite,As,8
Arsmirandite,Cl,5
Arsmirandite,Cu,12
Arsmirandite,Fe,1
Arsmirandite,Na,18
Arsmirandite,O,40
Arthurite,As,2
Arthurite,Cu,1
Arthurite,Fe,2
Arthurite,H,10
Arthurite,O,14
Artinite,C,1
Artinite,H,8
Artinite,Mg,2
Artinite,O,8
Artroeite,Al,1
Artroeite,F,3
Artroeite,H,2
Artroeite,O,2
Artroeite,Pb,1
Artsmithite,Al,1
Artsmithite,H,1.78
Artsmithite,Hg,4
Artsmithite,O,5.78
Artsmithite,P,1
Arzrunite,Cl,6
Arzrunite,Cu,4
Arzrunite,H,8
Arzrunite,O,10
Arzrunite,Pb,2
Arzrunite,S,1
Asbecasite,As,6
Asbecasite,Be,2
Asbecasite,Ca,3
Asbecasite,O,20
Asbecasite,Si,2
Asbecasite,Ti,1
Ashburtonite,C,4
Ashburtonite,Cl,1
Ashburtonite,Cu,4
Ashburtonite,H,9
Ashburtonite,O,28
Ashburtonite,Pb,4
Ashburtonite,Si,4
Ashcroftine-(Y),C,8
Ashcroftine-(Y),H,18
Ashcroftine-(Y),K,5
Ashcroftine-(Y),Na,5
Ashcroftine-(Y),O,104
Ashcroftine-(Y),Si,28
Ashcroftine-(Y),Y,12
Ashoverite,H,2
Ashoverite,O,2
Ashoverite,Zn,1
Asisite,Cl,2
Asisite,O,8
Asisite,Pb,7
Asisite,Si,1
Askagenite-(Nd),Al,2
Askagenite-(Nd),Fe,1
Askagenite-(Nd),Mn,1
Askagenite-(Nd),Nd,1
Askagenite-(Nd),O,13
Askagenite-(Nd),Si,3
Aspidolite,Al,1
Aspidolite,H,2
Aspidolite,Mg,3
Aspidolite,Na,1
Aspidolite,O,12
Aspidolite,Si,3
Asselbornite,As,2
Asselbornite,Bi,3
Asselbornite,H,15
Asselbornite,O,30
Asselbornite,Pb,1
Asselbornite,U,4
Astrocyanite-(Ce),C,5
Astrocyanite-(Ce),Ce,2
Astrocyanite-(Ce),Cu,2
Astrocyanite-(Ce),H,5
Astrocyanite-(Ce),O,20.5
Astrocyanite-(Ce),U,1
Astrophyllite,F,1
Astrophyllite,Fe,7
Astrophyllite,H,4
Astrophyllite,K,2
Astrophyllite,Na,1
Astrophyllite,O,30
Astrophyllite,Si,8
Astrophyllite,Ti,2
Atacamite,Cl,1
Atacamite,Cu,2
Atacamite,H,3
Atacamite,O,3
Atelestite,As,1
Atelestite,Bi,2
Atelestite,H,1
Atelestite,O,6
Atelisite-(Y),H,8
Atelisite-(Y),O,16
Atelisite-(Y),Si,3
Atelisite-(Y),Y,4
Atencioite,Be,4
Atencioite,Ca,2
Atencioite,Fe,3
Atencioite,H,16
Atencioite,Mg,2
Atencioite,O,34
Atencioite,P,6
Athabascaite,Cu,5
Athabascaite,Se,4
Atheneite,As,0.75
Atheneite,Hg,0.25
Atheneite,Pd,2
Atlasovite,Bi,1
Atlasovite,Cl,1
Atlasovite,Cu,6
Atlasovite,Fe,1
Atlasovite,K,1
Atlasovite,O,24
Atlasovite,S,5
Atokite,Pd,3
Atokite,Sn,1
Attakolite,Al,4
Attakolite,Ca,1
Attakolite,H,5
Attakolite,Mn,1
Attakolite,O,20
Attakolite,P,3
Attakolite,Si,1
Attikaite,Al,2
Attikaite,As,4
Attikaite,Ca,3
Attikaite,Cu,2
Attikaite,H,8
Attikaite,O,22
Aubertite,Al,1
Aubertite,Cl,1
Aubertite,Cu,1
Aubertite,H,28
Aubertite,O,22
Aubertite,S,2
Augelite,Al,2
Augelite,H,3
Augelite,O,7
Augelite,P,1
Augite,Ca,0.666666666666666
Augite,Fe,0.666666666666666
Augite,Mg,0.666666666666666
Augite,O,6
Augite,Si,2
Auriacusite,As,1
Auriacusite,Cu,1
Auriacusite,Fe,1
Auriacusite,O,5
Aurichalcite,C,2
Aurichalcite,Cu,2.5
Aurichalcite,H,6
Aurichalcite,O,12
Aurichalcite,Zn,2.5
Auricupride,Au,1
Auricupride,Cu,3
Aurivilliusite,Hg,2
Aurivilliusite,I,1
Aurivilliusite,O,1
Aurorite,H,6
Aurorite,Mn,4
Aurorite,O,10
Aurostibite,Au,1
Aurostibite,Sb,2
Austinite,As,1
Austinite,Ca,1
Austinite,H,1
Austinite,O,5
Austinite,Zn,1
Autunite,Ca,1
Autunite,H,22
Autunite,O,23
Autunite,P,2
Autunite,U,2
Avdoninite,Cl,8
Avdoninite,Cu,5
Avdoninite,H,8
Avdoninite,K,2
Avdoninite,O,6
Averievite,Cl,2
Averievite,Cu,6
Averievite,O,10
Averievite,V,2
Avicennite,O,3
Avicennite,Tl,2
Avogadrite,B,1
Avogadrite,F,4
Avogadrite,K,1
Awaruite,Fe,1
Awaruite,Ni,3
Axelite,As,8
Axelite,Cl,2
Axelite,Cu,7
Axelite,F,2
Axelite,Na,14
Axelite,O,32
Axinite-(Fe),Al,4
Axinite-(Fe),B,2
Axinite-(Fe),Ca,4
Axinite-(Fe),Fe,2
Axinite-(Fe),H,2
Axinite-(Fe),O,32
Axinite-(Fe),Si,8
Axinite-(Mg),Al,4
Axinite-(Mg),B,2
Axinite-(Mg),Ca,4
Axinite-(Mg),H,2
Axinite-(Mg),Mg,2
Axinite-(Mg),O,32
Axinite-(Mg),Si,8
Axinite-(Mn),Al,4
Axinite-(Mn),B,2
Axinite-(Mn),Ca,4
Axinite-(Mn),H,2
Axinite-(Mn),Mn,2
Axinite-(Mn),O,32
Axinite-(Mn),Si,8
Azurite,C,2
Azurite,Cu,3
Azurite,H,2
Azurite,O,8
Babanekite,As,2
Babanekite,Cu,3
Babanekite,H,16
Babanekite,O,16
Babefphite,Ba,1
Babefphite,Be,1
Babefphite,F,1
Babefphite,O,4
Babefphite,P,1
Babingtonite,Ca,2
Babingtonite,Fe,2
Babingtonite,H,1
Babingtonite,O,15
Babingtonite,Si,5
Babkinite,Bi,2
Babkinite,Pb,2
Babkinite,S,1.5
Babkinite,Se,1.5
Backite,Al,1
Backite,Cl,1
Backite,O,6
Backite,Pb,2
Backite,Te,1
Badalovite,As,3
Badalovite,Fe,1
Badalovite,Mg,2
Badalovite,Na,2
Badalovite,O,12
Baddeleyite,O,2
Baddeleyite,Zr,1
Bafertisite,Ba,2
Bafertisite,F,2
Bafertisite,Fe,4
Bafertisite,H,2
Bafertisite,O,18
Bafertisite,Si,4
Bafertisite,Ti,2
Baghdadite,Ca,6
Baghdadite,O,18
Baghdadite,Si,4
Baghdadite,Zr,2
Bahianite,Al,5
Bahianite,H,2
Bahianite,O,16
Bahianite,Sb,3
Baileychlore,Al,3.5
Baileychlore,Fe,1.5
Baileychlore,H,8
Baileychlore,Mg,1.5
Baileychlore,O,18
Baileychlore,Si,2
Baileychlore,Zn,1.5
Bairdite,Cu,4
Bairdite,H,4
Bairdite,O,17
Bairdite,Pb,2
Bairdite,S,1
Bairdite,Te,2
Bakhchisaraitsevite,H,14
Bakhchisaraitsevite,Mg,5
Bakhchisaraitsevite,Na,2
Bakhchisaraitsevite,O,23
Bakhchisaraitsevite,P,4
Baksanite,Bi,6
Baksanite,S,3
Baksanite,Te,2
Balangeroite,H,20
Balangeroite,Mg,21
Balangeroite,O,47
Balangeroite,Si,8
Balestraite,K,1
Balestraite,Li,2
Balestraite,O,12
Balestraite,Si,4
Balestraite,V,1
Balipholite,Al,3
Balipholite,Ba,1
Balipholite,H,8
Balipholite,Li,1
Balipholite,Mg,2
Balipholite,O,20
Balipholite,Si,4
Balkanite,Ag,5
Balkanite,Cu,9
Balkanite,Hg,1
Balkanite,S,8
Balyakinite,Cu,1
Balyakinite,O,3
Balyakinite,Te,1
Bambollaite,Cu,1
Bambollaite,Se,1
Bambollaite,Te,1
Banalsite,Al,4
Banalsite,Ba,1
Banalsite,Na,2
Banalsite,O,16
Banalsite,Si,4
Bandylite,B,1
Bandylite,Cl,1
Bandylite,Cu,1
Bandylite,H,4
Bandylite,O,4
Baotite,Ba,4
Baotite,Cl,1
Baotite,Nb,2.66666666666666
Baotite,O,28
Baotite,Si,4
Baotite,Ti,2.66666666666666
Baotite,W,2.66666666666666
Bararite,F,6
Bararite,H,8
Bararite,N,2
Bararite,Si,1
Baratovite,Ca,7
Baratovite,F,2
Baratovite,K,1
Baratovite,Li,3
Baratovite,O,36
Baratovite,Si,12
Baratovite,Ti,2
Barberiite,B,1
Barberiite,F,4
Barberiite,H,4
Barberiite,N,1
Barbosalite,Fe,3
Barbosalite,H,2
Barbosalite,O,10
Barbosalite,P,2
Barentsite,Al,1
Barentsite,C,4
Barentsite,F,4
Barentsite,H,2
Barentsite,Na,7
Barentsite,O,12
Bariandite,Al,0.6
Bariandite,H,18
Bariandite,O,29
Bariandite,V,8
Baricite,Fe,1.5
Baricite,H,16
Baricite,Mg,1.5
Baricite,O,16
Baricite,P,2
Bario-olgite,Ba,1
Bario-olgite,Ce,0.666666666666666
Bario-olgite,Na,1.666666666666666
Bario-olgite,O,8
Bario-olgite,P,2
Bario-olgite,Sr,0.666666666666666
Bario-orthojoaquinite,Ba,4
Bario-orthojoaquinite,Fe,2
Bario-orthojoaquinite,H,2
Bario-orthojoaquinite,O,27
Bario-orthojoaquinite,Si,8
Bario-orthojoaquinite,Ti,2
Barioferrite,Ba,1
Barioferrite,Fe,12
Barioferrite,O,19
Barioperovskite,Ba,1
Barioperovskite,O,3
Barioperovskite,Ti,1
Bariopharmacoalumite,Al,4
Bariopharmacoalumite,As,3
Bariopharmacoalumite,Ba,0.5
Bariopharmacoalumite,H,12
Bariopharmacoalumite,O,20
Bariopharmacosiderite,As,3
Bariopharmacosiderite,Ba,0.5
Bariopharmacosiderite,Fe,4
Bariopharmacosiderite,H,14
Bariopharmacosiderite,O,21
Bariosincosite,Ba,1
Bariosincosite,H,8
Bariosincosite,O,14
Bariosincosite,P,2
Bariosincosite,V,2
Barlowite,Br,1
Barlowite,Cu,4
Barlowite,F,1
Barlowite,H,6
Barlowite,O,6
Barnesite,H,6
Barnesite,Na,2
Barnesite,O,19
Barnesite,V,6
Barrerite,Al,2
Barrerite,H,12
Barrerite,Na,2
Barrerite,O,24
Barrerite,Si,7
Barringerite,Fe,1
Barringerite,Ni,1
Barringerite,P,1
Barroisite,Al,3
Barroisite,Ca,1
Barroisite,H,2
Barroisite,Mg,3
Barroisite,Na,1
Barroisite,O,24
Barroisite,Si,7
Barrotite,Al,1
Barrotite,Cu,9
Barrotite,H,30
Barrotite,O,32
Barrotite,S,1
Barrotite,Si,2
Barstowite,C,1
Barstowite,Cl,6
Barstowite,H,2
Barstowite,O,4
Barstowite,Pb,4
Bartelkeite,Fe,1
Bartelkeite,Ge,3
Bartelkeite,H,4
Bartelkeite,O,10
Bartelkeite,Pb,1
Bartonite,Fe,20
Bartonite,K,6
Bartonite,S,27
Barwoodite,H,1.5
Barwoodite,Mn,6
Barwoodite,Nb,2
Barwoodite,O,12.5
Barwoodite,Si,2
Barylite,Ba,1
Barylite,Be,2
Barylite,O,7
Barylite,Si,2
Barysilite,Mn,1
Barysilite,O,21
Barysilite,Pb,8
Barysilite,Si,6
Baryte,Ba,1
Baryte,O,4
Baryte,S,1
Barytocalcite,Ba,1
Barytocalcite,C,2
Barytocalcite,Ca,1
Barytocalcite,O,6
Barytolamprophyllite,Ba,1
Barytolamprophyllite,H,2
Barytolamprophyllite,K,1
Barytolamprophyllite,Na,3
Barytolamprophyllite,O,18
Barytolamprophyllite,Si,4
Barytolamprophyllite,Ti,3
Bassanite,Ca,1
Bassanite,H,1
Bassanite,O,4.5
Bassanite,S,1
Bassetite,Fe,1
Bassetite,H,20
Bassetite,O,22
Bassetite,P,2
Bassetite,U,2
Bassoite,H,8
Bassoite,O,11
Bassoite,Sr,1
Bassoite,V,3
Bastnasite-(Ce),C,1
Bastnasite-(Ce),Ce,1
Bastnasite-(Ce),F,1
Bastnasite-(Ce),O,3
Bastnasite-(La),C,1
Bastnasite-(La),F,1
Bastnasite-(La),La,1
Bastnasite-(La),O,3
Bastnasite-(Nd),C,1
Bastnasite-(Nd),F,1
Bastnasite-(Nd),Nd,1
Bastnasite-(Nd),O,3
Bastnasite-(Y),C,1
Bastnasite-(Y),F,1
Bastnasite-(Y),O,3
Bastnasite-(Y),Y,1
Batievaite-(Y),Ca,2
Batievaite-(Y),H,10
Batievaite-(Y),O,20
Batievaite-(Y),Si,4
Batievaite-(Y),Ti,1
Batievaite-(Y),Y,2
Batiferrite,Ba,1
Batiferrite,Fe,10
Batiferrite,O,19
Batiferrite,Ti,2
Batisite,Ba,1
Batisite,Na,2
Batisite,O,14
Batisite,Si,4
Batisite,Ti,2
Batisivite,Ba,1
Batisivite,Cr,4
Batisivite,O,29
Batisivite,Si,2
Batisivite,Ti,6
Batisivite,V,4
Baumhauerite,As,16
Baumhauerite,Pb,12
Baumhauerite,S,36
Baumhauerite II,As,4
Baumhauerite II,Pb,3
Baumhauerite II,S,9
Baumoite,Ba,0.5
Baumoite,H,9
Baumoite,Mo,2
Baumoite,O,20
Baumoite,U,3
Baumstarkite,Ag,3
Baumstarkite,S,6
Baumstarkite,Sb,3
Bauranoite,Ba,1
Bauranoite,H,9
Bauranoite,O,11.5
Bauranoite,U,2
Bayerite,Al,1
Bayerite,H,3
Bayerite,O,3
Bayldonite,As,2
Bayldonite,Cu,3
Bayldonite,H,4
Bayldonite,O,11
Bayldonite,Pb,1
Bayleyite,C,3
Bayleyite,H,36
Bayleyite,Mg,2
Bayleyite,O,29
Bayleyite,U,1
Baylissite,C,2
Baylissite,H,8
Baylissite,K,2
Baylissite,Mg,1
Baylissite,O,10
Bazhenovite,Ca,8
Bazhenovite,H,52
Bazhenovite,O,35
Bazhenovite,S,7
Bazirite,Ba,1
Bazirite,O,9
Bazirite,Si,3
Bazirite,Zr,1
Bearsite,As,1
Bearsite,Be,2
Bearsite,H,9
Bearsite,O,9
Bearthite,Al,1
Bearthite,Ca,2
Bearthite,H,1
Bearthite,O,9
Bearthite,P,2
Beaverite-(Cu),Cu,1
Beaverite-(Cu),Fe,2
Beaverite-(Cu),H,6
Beaverite-(Cu),O,14
Beaverite-(Cu),Pb,1
Beaverite-(Cu),S,2
Beaverite-(Zn),Fe,2
Beaverite-(Zn),H,6
Beaverite-(Zn),O,14
Beaverite-(Zn),Pb,1
Beaverite-(Zn),S,2
Beaverite-(Zn),Zn,1
Bechererite,Cu,1
Bechererite,H,16
Bechererite,O,21
Bechererite,S,1
Bechererite,Si,1
Bechererite,Zn,7
Beckettite,Al,6
Beckettite,Ca,2
Beckettite,O,20
Beckettite,V,6
Becquerelite,Ca,1
Becquerelite,H,22
Becquerelite,O,30
Becquerelite,U,6
Bederite,Ca,2
Bederite,Fe,2
Bederite,H,4
Bederite,Mn,4
Bederite,O,26
Bederite,P,6
Behierite,B,1
Behierite,O,4
Behierite,Ta,1
Behoite,Be,1
Behoite,H,2
Behoite,O,2
Behounekite,H,8
Behounekite,O,12
Behounekite,S,2
Behounekite,U,1
Belakovskiite,H,7
Belakovskiite,Na,7
Belakovskiite,O,25
Belakovskiite,S,5
Belakovskiite,U,1
Belendorffite,Cu,7
Belendorffite,Hg,6
Belkovite,Ba,3
Belkovite,Nb,6
Belkovite,O,26
Belkovite,Si,4
Bellbergite,Al,18
Bellbergite,Ba,0.666666666666666
Bellbergite,Ca,4
Bellbergite,H,60
Bellbergite,K,0.666666666666666
Bellbergite,Na,2
Bellbergite,O,102
Bellbergite,Si,18
Bellbergite,Sr,2.666666666666666
Bellidoite,Cu,2
Bellidoite,Se,1
Bellingerite,Cu,3
Bellingerite,H,4
Bellingerite,I,6
Bellingerite,O,20
Belloite,Cl,1
Belloite,Cu,1
Belloite,H,1
Belloite,O,1
Belogubite,Cu,1
Belogubite,H,20
Belogubite,O,18
Belogubite,S,2
Belogubite,Zn,1
Belousovite,Cl,1
Belousovite,K,1
Belousovite,O,4
Belousovite,S,1
Belousovite,Zn,1
Belovite-(Ce),Ce,1
Belovite-(Ce),F,1
Belovite-(Ce),Na,1
Belovite-(Ce),O,12
Belovite-(Ce),P,3
Belovite-(Ce),Sr,3
Belovite-(La),F,1
Belovite-(La),La,1
Belovite-(La),Na,1
Belovite-(La),O,12
Belovite-(La),P,3
Belovite-(La),Sr,3
Belyankinite,Ca,1.5
Belyankinite,H,18
Belyankinite,Nb,1.66666666666666
Belyankinite,O,21
Belyankinite,Ti,1.66666666666666
Belyankinite,Zr,1.66666666666666
Bementite,H,8
Bementite,Mn,7
Bementite,O,23
Bementite,Si,6
Benauite,Fe,3
Benauite,H,7
Benauite,O,14
Benauite,P,2
Benauite,Sr,1
Benavidesite,Mn,1
Benavidesite,Pb,4
Benavidesite,S,14
Benavidesite,Sb,6
Bendadaite,As,2
Bendadaite,Fe,3
Bendadaite,H,10
Bendadaite,O,14
Benitoite,Ba,1
Benitoite,O,9
Benitoite,Si,3
Benitoite,Ti,1
Benjaminite,Ag,3
Benjaminite,Bi,7
Benjaminite,S,12
Benleonardite,Ag,15
Benleonardite,As,1
Benleonardite,Cu,1
Benleonardite,S,7
Benleonardite,Sb,1
Benleonardite,Te,4
Benstonite,Ba,6
Benstonite,C,13
Benstonite,Ca,6
Benstonite,Mg,1
Benstonite,O,39
Bentorite,Ca,6
Bentorite,Cr,2
Bentorite,H,64
Bentorite,O,50
Bentorite,S,3
Benyacarite,F,1
Benyacarite,Fe,2
Benyacarite,H,30
Benyacarite,K,1
Benyacarite,Mn,2
Benyacarite,O,32
Benyacarite,P,4
Benyacarite,Ti,1
Beraunite,Fe,6
Beraunite,H,17
Beraunite,O,27
Beraunite,P,4
Berborite,B,1
Berborite,Be,2
Berborite,H,3
Berborite,O,5
Berdesinskiite,O,5
Berdesinskiite,Ti,1
Berdesinskiite,V,2
Berezanskite,K,1
Berezanskite,Li,3
Berezanskite,O,30
Berezanskite,Si,12
Berezanskite,Ti,2
Bergenite,Ba,4
Bergenite,Ca,2
Bergenite,H,32
Bergenite,O,64
Bergenite,P,6
Bergenite,U,9
Bergslagite,As,1
Bergslagite,Be,1
Bergslagite,Ca,1
Bergslagite,H,1
Bergslagite,O,5
Berlinite,Al,1
Berlinite,O,4
Berlinite,P,1
Bermanite,H,10
Bermanite,Mn,3
Bermanite,O,14
Bermanite,P,2
Bernalite,Fe,1
Bernalite,H,3
Bernalite,O,3
Bernardite,As,5
Bernardite,S,8
Bernardite,Tl,1
Berndtite,S,2
Berndtite,Sn,1
Berryite,Ag,2
Berryite,Bi,7
Berryite,Cu,3
Berryite,Pb,3
Berryite,S,16
Berthierine,Al,2.5
Berthierine,Fe,1.5
Berthierine,H,4
Berthierine,O,9
Berthierine,Si,1
Berthierite,Fe,1
Berthierite,S,4
Berthierite,Sb,2
Bertossaite,Al,4
Bertossaite,Ca,1
Bertossaite,H,4
Bertossaite,Li,2
Bertossaite,O,20
Bertossaite,P,4
Bertrandite,Be,4
Bertrandite,H,2
Bertrandite,O,9
Bertrandite,Si,2
Beryl,Al,2
Beryl,Be,3
Beryl,O,18
Beryl,Si,6
Beryllite,Be,3
Beryllite,H,4
Beryllite,O,7
Beryllite,Si,1
Beryllonite,Be,1
Beryllonite,Na,1
Beryllonite,O,4
Beryllonite,P,1
Berzeliite,As,3
Berzeliite,Ca,2
Berzeliite,Mg,2
Berzeliite,Na,1
Berzeliite,O,12
Beshtauite,H,12
Beshtauite,N,2
Beshtauite,O,12
Beshtauite,S,2
Beshtauite,U,1
Betekhtinite,Cu,10.5
Betekhtinite,Fe,10.5
Betekhtinite,Pb,2
Betekhtinite,S,15
Betpakdalite-CaCa,As,2
Betpakdalite-CaCa,Ca,3
Betpakdalite-CaCa,Fe,3
Betpakdalite-CaCa,H,47
Betpakdalite-CaCa,Mo,8
Betpakdalite-CaCa,O,60
Betpakdalite-CaMg,As,2
Betpakdalite-CaMg,Ca,2
Betpakdalite-CaMg,Fe,3
Betpakdalite-CaMg,H,47
Betpakdalite-CaMg,Mg,1
Betpakdalite-CaMg,Mo,8
Betpakdalite-CaMg,O,60
Betpakdalite-NaCa,As,2
Betpakdalite-NaCa,Ca,1
Betpakdalite-NaCa,Fe,3
Betpakdalite-NaCa,H,49
Betpakdalite-NaCa,Mo,8
Betpakdalite-NaCa,Na,2
Betpakdalite-NaCa,O,60
Betpakdalite-NaNa,As,2
Betpakdalite-NaNa,Fe,3
Betpakdalite-NaNa,H,48
Betpakdalite-NaNa,Mo,8
Betpakdalite-NaNa,Na,3
Betpakdalite-NaNa,O,59
Bettertonite,Al,6
Bettertonite,As,3
Bettertonite,H,41
Bettertonite,O,37
Beudantite,As,1
Beudantite,Fe,3
Beudantite,H,6
Beudantite,O,14
Beudantite,Pb,1
Beudantite,S,1
Beusite,Mn,3
Beusite,O,8
Beusite,P,2
Beusite-(Ca),Ca,1
Beusite-(Ca),Mn,2
Beusite-(Ca),O,8
Beusite-(Ca),P,2
Beyerite,Bi,2
Beyerite,C,2
Beyerite,Ca,1
Beyerite,O,8
Bezsmertnovite,Ag,2
Bezsmertnovite,Au,2
Bezsmertnovite,Cu,1
Bezsmertnovite,Pb,0.5
Bezsmertnovite,Te,0.5
Bianchite,H,12
Bianchite,O,10
Bianchite,S,1
Bianchite,Zn,1
Bicchulite,Al,2
Bicchulite,Ca,2
Bicchulite,H,2
Bicchulite,O,8
Bicchulite,Si,1
Bideauxite,Ag,1
Bideauxite,Cl,3
Bideauxite,F,2
Bideauxite,Pb,2
Bieberite,Co,1
Bieberite,H,14
Bieberite,O,11
Bieberite,S,1
Biehlite,Mo,1
Biehlite,O,6
Biehlite,Sb,2
Bigcreekite,Ba,1
Bigcreekite,H,8
Bigcreekite,O,9
Bigcreekite,Si,2
Bijvoetite-(Y),C,16
Bijvoetite-(Y),H,86
Bijvoetite-(Y),O,135
Bijvoetite-(Y),U,16
Bijvoetite-(Y),Y,8
Bikitaite,Al,1
Bikitaite,H,2
Bikitaite,Li,1
Bikitaite,O,7
Bikitaite,Si,2
Bilibinskite,Au,3
Bilibinskite,Cu,2
Bilibinskite,Pb,1
Bilibinskite,Te,2
Bilinite,Fe,3
Bilinite,H,44
Bilinite,O,38
Bilinite,S,4
Billietite,Ba,1
Billietite,H,22
Billietite,O,30
Billietite,U,6
Billingsleyite,Ag,7
Billingsleyite,As,1
Billingsleyite,S,6
Bindheimite,O,7
Bindheimite,Pb,2
Bindheimite,Sb,2
Biphosphammite,H,6
Biphosphammite,N,1
Biphosphammite,O,4
Biphosphammite,P,1
Biraite-(Ce),C,1
Biraite-(Ce),Ce,2
Biraite-(Ce),Fe,1
Biraite-(Ce),O,10
Biraite-(Ce),Si,2
Birchite,Cd,2
Birchite,Cu,2
Birchite,H,10
Birchite,O,17
Birchite,P,2
Birchite,S,1
Biringuccite,B,5
Biringuccite,H,3
Biringuccite,Na,2
Biringuccite,O,10
Birnessite,H,3
Birnessite,Mn,2
Birnessite,O,5.5
Birunite,C,8
Birunite,Ca,18
Birunite,H,30
Birunite,O,67
Birunite,S,1
Birunite,Si,8
Bischofite,Cl,2
Bischofite,H,12
Bischofite,Mg,1
Bischofite,O,6
Bismite,Bi,2
Bismite,O,3
Bismoclite,Bi,1
Bismoclite,Cl,1
Bismoclite,O,1
Bismuth,Bi,1
Bismuthinite,Bi,2
Bismuthinite,S,3
Bismutite,Bi,2
Bismutite,C,1
Bismutite,O,5
Bismutocolumbite,Bi,1
Bismutocolumbite,Nb,1
Bismutocolumbite,O,4
Bismutoferrite,Bi,1
Bismutoferrite,Fe,2
Bismutoferrite,H,1
Bismutoferrite,O,9
Bismutoferrite,Si,2
Bismutohauchecornite,Bi,2
Bismutohauchecornite,Ni,9
Bismutohauchecornite,S,8
Bismutostibiconite,Bi,1
Bismutostibiconite,Fe,1
Bismutostibiconite,O,7
Bismutostibiconite,Sb,2
Bismutotantalite,Bi,1
Bismutotantalite,O,4
Bismutotantalite,Ta,1
Bitikleite,Al,3
Bitikleite,Ca,3
Bitikleite,O,12
Bitikleite,Sb,1
Bitikleite,Sn,1
Bityite,Al,3
Bityite,Be,1
Bityite,Ca,1
Bityite,H,2
Bityite,Li,1
Bityite,O,12
Bityite,Si,2
Bixbyite,Mn,2
Bixbyite,O,3
Bjarebyite,Al,2
Bjarebyite,Ba,1
Bjarebyite,H,3
Bjarebyite,Mn,2
Bjarebyite,O,15
Bjarebyite,P,3
Blakeite,Fe,2
Blakeite,O,9
Blakeite,Te,3
Blatonite,C,1
Blatonite,H,2
Blatonite,O,6
Blatonite,U,1
Blatterite,B,16
Blatterite,Mn,44
Blatterite,O,80
Blatterite,Sb,3
Bleasdaleite,Bi,0.5
Bleasdaleite,Ca,2
Bleasdaleite,Cl,4.33333333333333
Bleasdaleite,Cu,5.5
Bleasdaleite,H,5.055555555555561
Bleasdaleite,O,19.61111111111111
Bleasdaleite,P,4
Blixite,Cl,4
Blixite,H,2
