mineral_name,rruff_chemistry,chemistry_elements
Chabazite-K,(K_2_NaCa_0.5_)Al_4_Si_8_O_24_·11H_2_O,Al
Chabazite-K,(K_2_NaCa_0.5_)Al_4_Si_8_O_24_·11H_2_O,Si
Chabazite-K,(K_2_NaCa_0.5_)Al_4_Si_8_O_24_·11H_2_O,O
Chabazite-K,(K_2_NaCa_0.5_)Al_4_Si_8_O_24_·11H_2_O,H
Chabazite-Na,(Na_3_K)Al_4_Si_8_O_24_·11H_2_O,Na
Chabazite-Na,(Na_3_K)Al_4_Si_8_O_24_·11H_2_O,K
Chabazite-Na,(Na_3_K)Al_4_Si_8_O_24_·11H_2_O,Al
Chabazite-Na,(Na_3_K)Al_4_Si_8_O_24_·11H_2_O,Si
Chabazite-Na,(Na_3_K)Al_4_Si_8_O_24_·11H_2_O,O
Chabazite-Na,(Na_3_K)Al_4_Si_8_O_24_·11H_2_O,H
Chabazite-Sr,"(Sr,Ca)_2_Al_4_Si_8_O_24_·11H_2_O",Sr
Chabazite-Sr,"(Sr,Ca)_2_Al_4_Si_8_O_24_·11H_2_O",Ca
Chabazite-Sr,"(Sr,Ca)_2_Al_4_Si_8_O_24_·11H_2_O",Al
Chabazite-Sr,"(Sr,Ca)_2_Al_4_Si_8_O_24_·11H_2_O",Si
Chabazite-Sr,"(Sr,Ca)_2_Al_4_Si_8_O_24_·11H_2_O",O
Chabazite-Sr,"(Sr,Ca)_2_Al_4_Si_8_O_24_·11H_2_O",H
Chabourneite,"Tl^1+^_4_Pb^2+^_2_(Sb^3+^,As^3+^)_20_S^2-^_34_",Tl
Chabourneite,"Tl^1+^_4_Pb^2+^_2_(Sb^3+^,As^3+^)_20_S^2-^_34_",Pb
Chabourneite,"Tl^1+^_4_Pb^2+^_2_(Sb^3+^,As^3+^)_20_S^2-^_34_",Sb
Chabourneite,"Tl^1+^_4_Pb^2+^_2_(Sb^3+^,As^3+^)_20_S^2-^_34_",As
Chabourneite,"Tl^1+^_4_Pb^2+^_2_(Sb^3+^,As^3+^)_20_S^2-^_34_",S
Chadwickite,U^6+^O_2_HAs^3+^O_3_,U
Chadwickite,U^6+^O_2_HAs^3+^O_3_,O
Chadwickite,U^6+^O_2_HAs^3+^O_3_,H
Chadwickite,U^6+^O_2_HAs^3+^O_3_,As
Chaidamuite,Zn^2+^Fe^3+^(S^6+^O_4_)_2_(OH)·4H_2_O,Zn
Chaidamuite,Zn^2+^Fe^3+^(S^6+^O_4_)_2_(OH)·4H_2_O,Fe
Chaidamuite,Zn^2+^Fe^3+^(S^6+^O_4_)_2_(OH)·4H_2_O,S
Chaidamuite,Zn^2+^Fe^3+^(S^6+^O_4_)_2_(OH)·4H_2_O,O
Chaidamuite,Zn^2+^Fe^3+^(S^6+^O_4_)_2_(OH)·4H_2_O,H
Chalcanthite,Cu^2+^S^6+^O_4_·5H_2_O,Cu
Chalcanthite,Cu^2+^S^6+^O_4_·5H_2_O,S
Chalcanthite,Cu^2+^S^6+^O_4_·5H_2_O,O
Chalcanthite,Cu^2+^S^6+^O_4_·5H_2_O,H
Chalcoalumite,Cu^2+^Al_4_S^6+^O_4_(OH)_12_·3H_2_O,Cu
Chalcoalumite,Cu^2+^Al_4_S^6+^O_4_(OH)_12_·3H_2_O,Al
Chalcoalumite,Cu^2+^Al_4_S^6+^O_4_(OH)_12_·3H_2_O,S
Chalcoalumite,Cu^2+^Al_4_S^6+^O_4_(OH)_12_·3H_2_O,O
Chalcoalumite,Cu^2+^Al_4_S^6+^O_4_(OH)_12_·3H_2_O,H
Chalcocite,Cu^1+^_2_S^2-^,Cu
Chalcocite,Cu^1+^_2_S^2-^,S
Chalcocyanite,Cu^2+^S^6+^O_4_,Cu
Chalcocyanite,Cu^2+^S^6+^O_4_,S
Chalcocyanite,Cu^2+^S^6+^O_4_,O
Chalcomenite,Cu^2+^Se^4+^O_3_·2H_2_O,Cu
Chalcomenite,Cu^2+^Se^4+^O_3_·2H_2_O,Se
Chalcomenite,Cu^2+^Se^4+^O_3_·2H_2_O,O
Chalcomenite,Cu^2+^Se^4+^O_3_·2H_2_O,H
Chalconatronite,Na_2_Cu^2+^(CO_3_)_2_·3H_2_O,Na
Chalconatronite,Na_2_Cu^2+^(CO_3_)_2_·3H_2_O,Cu
Chalconatronite,Na_2_Cu^2+^(CO_3_)_2_·3H_2_O,C
Chalconatronite,Na_2_Cu^2+^(CO_3_)_2_·3H_2_O,O
Chalconatronite,Na_2_Cu^2+^(CO_3_)_2_·3H_2_O,H
Chalcophanite,Zn^2+^Mn^4+^_3_O_7_·3H_2_O,Zn
Chalcophanite,Zn^2+^Mn^4+^_3_O_7_·3H_2_O,Mn
Chalcophanite,Zn^2+^Mn^4+^_3_O_7_·3H_2_O,O
Chalcophanite,Zn^2+^Mn^4+^_3_O_7_·3H_2_O,H
Chalcophyllite,Cu^2+^_18_Al_2_(As^5+^O_4_)_4_(S^6+^O_4_)_3_(OH)_24_·36H_2_O,Cu
Chalcophyllite,Cu^2+^_18_Al_2_(As^5+^O_4_)_4_(S^6+^O_4_)_3_(OH)_24_·36H_2_O,Al
Chalcophyllite,Cu^2+^_18_Al_2_(As^5+^O_4_)_4_(S^6+^O_4_)_3_(OH)_24_·36H_2_O,As
Chalcophyllite,Cu^2+^_18_Al_2_(As^5+^O_4_)_4_(S^6+^O_4_)_3_(OH)_24_·36H_2_O,O
Chalcophyllite,Cu^2+^_18_Al_2_(As^5+^O_4_)_4_(S^6+^O_4_)_3_(OH)_24_·36H_2_O,S
Chalcophyllite,Cu^2+^_18_Al_2_(As^5+^O_4_)_4_(S^6+^O_4_)_3_(OH)_24_·36H_2_O,H
Chalcopyrite,Cu^1+^Fe^3+^S^2-^_2_,Cu
Chalcopyrite,Cu^1+^Fe^3+^S^2-^_2_,Fe
Chalcopyrite,Cu^1+^Fe^3+^S^2-^_2_,S
Chalcosiderite,Cu^2+^Fe^3+^_6_(PO_4_)_4_(OH)_8_·4H_2_O,Cu
Chalcosiderite,Cu^2+^Fe^3+^_6_(PO_4_)_4_(OH)_8_·4H_2_O,Fe
Chalcosiderite,Cu^2+^Fe^3+^_6_(PO_4_)_4_(OH)_8_·4H_2_O,P
Chalcosiderite,Cu^2+^Fe^3+^_6_(PO_4_)_4_(OH)_8_·4H_2_O,O
Chalcosiderite,Cu^2+^Fe^3+^_6_(PO_4_)_4_(OH)_8_·4H_2_O,H
Chalcostibite,Cu^1+^Sb^3+^S^2-^_2_,Cu
Chalcostibite,Cu^1+^Sb^3+^S^2-^_2_,Sb
Chalcostibite,Cu^1+^Sb^3+^S^2-^_2_,S
Chalcothallite,"(Cu,Fe,Ag)_6.3_(Tl,K)_2_SbS_4_",Cu
Chalcothallite,"(Cu,Fe,Ag)_6.3_(Tl,K)_2_SbS_4_",Fe
Chalcothallite,"(Cu,Fe,Ag)_6.3_(Tl,K)_2_SbS_4_",Ag
Chalcothallite,"(Cu,Fe,Ag)_6.3_(Tl,K)_2_SbS_4_",Tl
Chalcothallite,"(Cu,Fe,Ag)_6.3_(Tl,K)_2_SbS_4_",K
Chalcothallite,"(Cu,Fe,Ag)_6.3_(Tl,K)_2_SbS_4_",Sb
Chalcothallite,"(Cu,Fe,Ag)_6.3_(Tl,K)_2_SbS_4_",S
Chambersite,Mn^2+^_3_B_7_O_13_Cl,Mn
Chambersite,Mn^2+^_3_B_7_O_13_Cl,B
Chambersite,Mn^2+^_3_B_7_O_13_Cl,O
Chambersite,Mn^2+^_3_B_7_O_13_Cl,Cl
Chameanite,"(Cu,Fe)_4_As(Se,S)_4_",Cu
Chameanite,"(Cu,Fe)_4_As(Se,S)_4_",Fe
Chameanite,"(Cu,Fe)_4_As(Se,S)_4_",As
Chameanite,"(Cu,Fe)_4_As(Se,S)_4_",Se
Chameanite,"(Cu,Fe)_4_As(Se,S)_4_",S
Chamosite,Fe^2+^_5_Al(AlSi_3_)O_10_(OH)_8_,Fe
Chamosite,Fe^2+^_5_Al(AlSi_3_)O_10_(OH)_8_,Mg
Chamosite,Fe^2+^_5_Al(AlSi_3_)O_10_(OH)_8_,Al
Chamosite,Fe^2+^_5_Al(AlSi_3_)O_10_(OH)_8_,Si
Chamosite,Fe^2+^_5_Al(AlSi_3_)O_10_(OH)_8_,O
Chamosite,Fe^2+^_5_Al(AlSi_3_)O_10_(OH)_8_,H
Changbaiite,Pb^2+^Nb^5+^_2_O_6_,Pb
Changbaiite,Pb^2+^Nb^5+^_2_O_6_,Nb
Changbaiite,Pb^2+^Nb^5+^_2_O_6_,O
Changoite,Na_2_Zn^2+^(S^6+^O_4_)_2_·4H_2_O,Na
Changoite,Na_2_Zn^2+^(S^6+^O_4_)_2_·4H_2_O,Zn
Changoite,Na_2_Zn^2+^(S^6+^O_4_)_2_·4H_2_O,S
Changoite,Na_2_Zn^2+^(S^6+^O_4_)_2_·4H_2_O,O
Changoite,Na_2_Zn^2+^(S^6+^O_4_)_2_·4H_2_O,H
Chaoite,C,C
Chapmanite,Fe^3+^_2_Sb^3+^(SiO_4_)_2_(OH),Fe
Chapmanite,Fe^3+^_2_Sb^3+^(SiO_4_)_2_(OH),Sb
Chapmanite,Fe^3+^_2_Sb^3+^(SiO_4_)_2_(OH),Si
Chapmanite,Fe^3+^_2_Sb^3+^(SiO_4_)_2_(OH),O
Chapmanite,Fe^3+^_2_Sb^3+^(SiO_4_)_2_(OH),H
Charlesite,"Ca_6_Al_2_(SO_4_)_2_B(OH)_4_(OH,O)_12_·26H_2_O",Ca
Charlesite,"Ca_6_Al_2_(SO_4_)_2_B(OH)_4_(OH,O)_12_·26H_2_O",Al
Charlesite,"Ca_6_Al_2_(SO_4_)_2_B(OH)_4_(OH,O)_12_·26H_2_O",S
Charlesite,"Ca_6_Al_2_(SO_4_)_2_B(OH)_4_(OH,O)_12_·26H_2_O",O
Charlesite,"Ca_6_Al_2_(SO_4_)_2_B(OH)_4_(OH,O)_12_·26H_2_O",B
Charlesite,"Ca_6_Al_2_(SO_4_)_2_B(OH)_4_(OH,O)_12_·26H_2_O",H
Charmarite,Mn^2+^_4_Al_2_(OH)_12_CO_3_·3H_2_O,Mn
Charmarite,Mn^2+^_4_Al_2_(OH)_12_CO_3_·3H_2_O,Al
Charmarite,Mn^2+^_4_Al_2_(OH)_12_CO_3_·3H_2_O,O
Charmarite,Mn^2+^_4_Al_2_(OH)_12_CO_3_·3H_2_O,H
Charmarite,Mn^2+^_4_Al_2_(OH)_12_CO_3_·3H_2_O,C
Charoite,"(K,Sr,Ba,Mn^2+^)_15-16_(Ca,Na)_32_Si_70_(O,OH)_180_(OH,F)_4_·nH_2_O",K
Charoite,"(K,Sr,Ba,Mn^2+^)_15-16_(Ca,Na)_32_Si_70_(O,OH)_180_(OH,F)_4_·nH_2_O",Sr
Charoite,"(K,Sr,Ba,Mn^2+^)_15-16_(Ca,Na)_32_Si_70_(O,OH)_180_(OH,F)_4_·nH_2_O",Ba
Charoite,"(K,Sr,Ba,Mn^2+^)_15-16_(Ca,Na)_32_Si_70_(O,OH)_180_(OH,F)_4_·nH_2_O",Mn
Charoite,"(K,Sr,Ba,Mn^2+^)_15-16_(Ca,Na)_32_Si_70_(O,OH)_180_(OH,F)_4_·nH_2_O",Ca
Charoite,"(K,Sr,Ba,Mn^2+^)_15-16_(Ca,Na)_32_Si_70_(O,OH)_180_(OH,F)_4_·nH_2_O",Na
Charoite,"(K,Sr,Ba,Mn^2+^)_15-16_(Ca,Na)_32_Si_70_(O,OH)_180_(OH,F)_4_·nH_2_O",Si
Charoite,"(K,Sr,Ba,Mn^2+^)_15-16_(Ca,Na)_32_Si_70_(O,OH)_180_(OH,F)_4_·nH_2_O",O
Charoite,"(K,Sr,Ba,Mn^2+^)_15-16_(Ca,Na)_32_Si_70_(O,OH)_180_(OH,F)_4_·nH_2_O",H
Charoite,"(K,Sr,Ba,Mn^2+^)_15-16_(Ca,Na)_32_Si_70_(O,OH)_180_(OH,F)_4_·nH_2_O",F
Chatkalite,Cu^1+^_6_Fe^2+^Sn^4+^_2_S^2-^_8_,Cu
Chatkalite,Cu^1+^_6_Fe^2+^Sn^4+^_2_S^2-^_8_,Fe
Chatkalite,Cu^1+^_6_Fe^2+^Sn^4+^_2_S^2-^_8_,Sn
Chatkalite,Cu^1+^_6_Fe^2+^Sn^4+^_2_S^2-^_8_,S
Chayesite,KMg_2_(Mg_2_Fe^3+^Si_12_)O_30_,K
Chayesite,KMg_2_(Mg_2_Fe^3+^Si_12_)O_30_,Mg
Chayesite,KMg_2_(Mg_2_Fe^3+^Si_12_)O_30_,Fe
Chayesite,KMg_2_(Mg_2_Fe^3+^Si_12_)O_30_,Si
Chayesite,KMg_2_(Mg_2_Fe^3+^Si_12_)O_30_,O
Chekhovichite,Bi^3+^_2_Te^4+^_4_O_11_,Bi
Chekhovichite,Bi^3+^_2_Te^4+^_4_O_11_,Te
Chekhovichite,Bi^3+^_2_Te^4+^_4_O_11_,O
Chenevixite,"Cu^2+^(Fe^3+^,Al)(As^5+^O_4_)(OH)_2_",Cu
Chenevixite,"Cu^2+^(Fe^3+^,Al)(As^5+^O_4_)(OH)_2_",Fe
Chenevixite,"Cu^2+^(Fe^3+^,Al)(As^5+^O_4_)(OH)_2_",Al
Chenevixite,"Cu^2+^(Fe^3+^,Al)(As^5+^O_4_)(OH)_2_",As
Chenevixite,"Cu^2+^(Fe^3+^,Al)(As^5+^O_4_)(OH)_2_",O
Chenevixite,"Cu^2+^(Fe^3+^,Al)(As^5+^O_4_)(OH)_2_",H
Chenite,Cu^2+^Pb^2+^_4_(S^6+^O_4_)_2_(OH)_6_,Cu
Chenite,Cu^2+^Pb^2+^_4_(S^6+^O_4_)_2_(OH)_6_,Pb
Chenite,Cu^2+^Pb^2+^_4_(S^6+^O_4_)_2_(OH)_6_,S
Chenite,Cu^2+^Pb^2+^_4_(S^6+^O_4_)_2_(OH)_6_,O
Chenite,Cu^2+^Pb^2+^_4_(S^6+^O_4_)_2_(OH)_6_,H
Cheralite,CaTh^4+^(PO_4_)_2_,Ca
Cheralite,CaTh^4+^(PO_4_)_2_,Th
Cheralite,CaTh^4+^(PO_4_)_2_,P
Cheralite,CaTh^4+^(PO_4_)_2_,O
Cherepanovite,RhAs,Rh
Cherepanovite,RhAs,As
Chernikovite,(H_3_O)(UO_2_)(PO_4_)·3H_2_O,H
Chernikovite,(H_3_O)(UO_2_)(PO_4_)·3H_2_O,O
Chernikovite,(H_3_O)(UO_2_)(PO_4_)·3H_2_O,U
Chernikovite,(H_3_O)(UO_2_)(PO_4_)·3H_2_O,P
Chernovite-(Y),YAs^5+^O_4_,Y
Chernovite-(Y),YAs^5+^O_4_,As
Chernovite-(Y),YAs^5+^O_4_,O
Chernykhite,BaV^3+^_2_(Si_2_Al_2_)O_10_(OH)_2_,Ba
Chernykhite,BaV^3+^_2_(Si_2_Al_2_)O_10_(OH)_2_,V
Chernykhite,BaV^3+^_2_(Si_2_Al_2_)O_10_(OH)_2_,Si
Chernykhite,BaV^3+^_2_(Si_2_Al_2_)O_10_(OH)_2_,Al
Chernykhite,BaV^3+^_2_(Si_2_Al_2_)O_10_(OH)_2_,O
Chernykhite,BaV^3+^_2_(Si_2_Al_2_)O_10_(OH)_2_,H
Chervetite,Pb_2_V^5+^_2_O_7_,Pb
Chervetite,Pb_2_V^5+^_2_O_7_,V
Chervetite,Pb_2_V^5+^_2_O_7_,O
Chesterite,Mg_17_Si_20_O_54_(OH)_6_,Mg
Chesterite,Mg_17_Si_20_O_54_(OH)_6_,Si
Chesterite,Mg_17_Si_20_O_54_(OH)_6_,O
Chesterite,Mg_17_Si_20_O_54_(OH)_6_,H
Chevkinite-(Ce),"Ce^3+^_4_(Ti^4+^,Fe^2+^,Fe^3+^)_5_O_8_(Si_2_O_7_)_2_",Ce
Chevkinite-(Ce),"Ce^3+^_4_(Ti^4+^,Fe^2+^,Fe^3+^)_5_O_8_(Si_2_O_7_)_2_",Ti
Chevkinite-(Ce),"Ce^3+^_4_(Ti^4+^,Fe^2+^,Fe^3+^)_5_O_8_(Si_2_O_7_)_2_",Fe
Chevkinite-(Ce),"Ce^3+^_4_(Ti^4+^,Fe^2+^,Fe^3+^)_5_O_8_(Si_2_O_7_)_2_",O
Chevkinite-(Ce),"Ce^3+^_4_(Ti^4+^,Fe^2+^,Fe^3+^)_5_O_8_(Si_2_O_7_)_2_",Si
Chiavennite,CaMn^2+^(BeOH)_2_Si_5_O_13_·2H_2_O,Ca
Chiavennite,CaMn^2+^(BeOH)_2_Si_5_O_13_·2H_2_O,Mn
Chiavennite,CaMn^2+^(BeOH)_2_Si_5_O_13_·2H_2_O,Be
Chiavennite,CaMn^2+^(BeOH)_2_Si_5_O_13_·2H_2_O,O
Chiavennite,CaMn^2+^(BeOH)_2_Si_5_O_13_·2H_2_O,H
Chiavennite,CaMn^2+^(BeOH)_2_Si_5_O_13_·2H_2_O,Si
Childrenite,Fe^2+^AlPO_4_(OH)_2_·H_2_O,Fe
Childrenite,Fe^2+^AlPO_4_(OH)_2_·H_2_O,Al
Childrenite,Fe^2+^AlPO_4_(OH)_2_·H_2_O,P
Childrenite,Fe^2+^AlPO_4_(OH)_2_·H_2_O,O
Childrenite,Fe^2+^AlPO_4_(OH)_2_·H_2_O,H
Chiolite,Na_5_Al_3_F_14_,Na
Chiolite,Na_5_Al_3_F_14_,Al
Chiolite,Na_5_Al_3_F_14_,F
Chkalovite,Na_2_BeSi_2_O_6_,Na
Chkalovite,Na_2_BeSi_2_O_6_,Be
Chkalovite,Na_2_BeSi_2_O_6_,Si
Chkalovite,Na_2_BeSi_2_O_6_,O
Chladniite,Na_2_CaMg_7_(PO_4_)_6_,Na
Chladniite,Na_2_CaMg_7_(PO_4_)_6_,Ca
Chladniite,Na_2_CaMg_7_(PO_4_)_6_,Mg
Chladniite,Na_2_CaMg_7_(PO_4_)_6_,P
Chladniite,Na_2_CaMg_7_(PO_4_)_6_,O
Chloraluminite,AlCl_3_·6H_2_O,Al
Chloraluminite,AlCl_3_·6H_2_O,Cl
Chloraluminite,AlCl_3_·6H_2_O,H
Chloraluminite,AlCl_3_·6H_2_O,O
Chlorapatite,Ca_5_(PO_4_)_3_Cl,Ca
Chlorapatite,Ca_5_(PO_4_)_3_Cl,P
Chlorapatite,Ca_5_(PO_4_)_3_Cl,O
Chlorapatite,Ca_5_(PO_4_)_3_Cl,Cl
Chlorargyrite,AgCl,Ag
Chlorargyrite,AgCl,Cl
Chlorartinite,Mg_2_CO_3_Cl(OH)·2.5H_2_O,Mg
Chlorartinite,Mg_2_CO_3_Cl(OH)·2.5H_2_O,C
Chlorartinite,Mg_2_CO_3_Cl(OH)·2.5H_2_O,O
Chlorartinite,Mg_2_CO_3_Cl(OH)·2.5H_2_O,Cl
Chlorartinite,Mg_2_CO_3_Cl(OH)·2.5H_2_O,H
Chlorbartonite,K_6_Fe_24_S_26_Cl,K
Chlorbartonite,K_6_Fe_24_S_26_Cl,Fe
Chlorbartonite,K_6_Fe_24_S_26_Cl,S
Chlorbartonite,K_6_Fe_24_S_26_Cl,Cl
Chloritoid,Fe^2+^Al_2_OSiO_4_(OH)_2_,Fe
Chloritoid,Fe^2+^Al_2_OSiO_4_(OH)_2_,Al
Chloritoid,Fe^2+^Al_2_OSiO_4_(OH)_2_,O
Chloritoid,Fe^2+^Al_2_OSiO_4_(OH)_2_,Si
Chloritoid,Fe^2+^Al_2_OSiO_4_(OH)_2_,H
Chlormagaluminite,Mg_4_Al_2_(OH)_12_Cl_2_·2H_2_O,Mg
Chlormagaluminite,Mg_4_Al_2_(OH)_12_Cl_2_·2H_2_O,Al
Chlormagaluminite,Mg_4_Al_2_(OH)_12_Cl_2_·2H_2_O,O
Chlormagaluminite,Mg_4_Al_2_(OH)_12_Cl_2_·2H_2_O,H
Chlormagaluminite,Mg_4_Al_2_(OH)_12_Cl_2_·2H_2_O,Cl
Chlormanganokalite,K_4_Mn^2+^Cl_6_,K
Chlormanganokalite,K_4_Mn^2+^Cl_6_,Mn
Chlormanganokalite,K_4_Mn^2+^Cl_6_,Cl
Chlorocalcite,KCaCl_3_,K
Chlorocalcite,KCaCl_3_,Ca
Chlorocalcite,KCaCl_3_,Cl
Chloromenite,Cu^2+^_9_O_2_(Se^4+^O_3_)_4_Cl_6_,Cu
Chloromenite,Cu^2+^_9_O_2_(Se^4+^O_3_)_4_Cl_6_,O
Chloromenite,Cu^2+^_9_O_2_(Se^4+^O_3_)_4_Cl_6_,Se
Chloromenite,Cu^2+^_9_O_2_(Se^4+^O_3_)_4_Cl_6_,Cl
Chlorophoenicite,"(Mn^2+^,Mg,Zn^2+^)_3_Zn^2+^_2_As^5+^O_4_(OH,O)_6_",Mn
Chlorophoenicite,"(Mn^2+^,Mg,Zn^2+^)_3_Zn^2+^_2_As^5+^O_4_(OH,O)_6_",Mg
Chlorophoenicite,"(Mn^2+^,Mg,Zn^2+^)_3_Zn^2+^_2_As^5+^O_4_(OH,O)_6_",Zn
Chlorophoenicite,"(Mn^2+^,Mg,Zn^2+^)_3_Zn^2+^_2_As^5+^O_4_(OH,O)_6_",As
Chlorophoenicite,"(Mn^2+^,Mg,Zn^2+^)_3_Zn^2+^_2_As^5+^O_4_(OH,O)_6_",O
Chlorophoenicite,"(Mn^2+^,Mg,Zn^2+^)_3_Zn^2+^_2_As^5+^O_4_(OH,O)_6_",H
Chlorothionite,K_2_Cu^2+^S^6+^O_4_Cl_2_,K
Chlorothionite,K_2_Cu^2+^S^6+^O_4_Cl_2_,Cu
Chlorothionite,K_2_Cu^2+^S^6+^O_4_Cl_2_,S
Chlorothionite,K_2_Cu^2+^S^6+^O_4_Cl_2_,O
Chlorothionite,K_2_Cu^2+^S^6+^O_4_Cl_2_,Cl
Chloroxiphite,Pb^2+^_3_Cu^2+^O_2_Cl_2_(OH)_2_,Pb
Chloroxiphite,Pb^2+^_3_Cu^2+^O_2_Cl_2_(OH)_2_,Cu
Chloroxiphite,Pb^2+^_3_Cu^2+^O_2_Cl_2_(OH)_2_,O
Chloroxiphite,Pb^2+^_3_Cu^2+^O_2_Cl_2_(OH)_2_,Cl
Chloroxiphite,Pb^2+^_3_Cu^2+^O_2_Cl_2_(OH)_2_,H
Choloalite,"(Pb^2+^,Ca)_3_(Cu^2+^,Sb^5+^)_3_Te^4+^_6_O_18_Cl^1-^",Pb
Choloalite,"(Pb^2+^,Ca)_3_(Cu^2+^,Sb^5+^)_3_Te^4+^_6_O_18_Cl^1-^",Ca
Choloalite,"(Pb^2+^,Ca)_3_(Cu^2+^,Sb^5+^)_3_Te^4+^_6_O_18_Cl^1-^",Cu
Choloalite,"(Pb^2+^,Ca)_3_(Cu^2+^,Sb^5+^)_3_Te^4+^_6_O_18_Cl^1-^",Sb
Choloalite,"(Pb^2+^,Ca)_3_(Cu^2+^,Sb^5+^)_3_Te^4+^_6_O_18_Cl^1-^",Te
Choloalite,"(Pb^2+^,Ca)_3_(Cu^2+^,Sb^5+^)_3_Te^4+^_6_O_18_Cl^1-^",O
Choloalite,"(Pb^2+^,Ca)_3_(Cu^2+^,Sb^5+^)_3_Te^4+^_6_O_18_Cl^1-^",Cl
Chondrodite,Mg_5_(SiO_4_)_2_F_2_,Mg
Chondrodite,Mg_5_(SiO_4_)_2_F_2_,Si
Chondrodite,Mg_5_(SiO_4_)_2_F_2_,O
Chondrodite,Mg_5_(SiO_4_)_2_F_2_,F
Chrisstanleyite,Ag_2_Pd_3_Se_4_,Ag
Chrisstanleyite,Ag_2_Pd_3_Se_4_,Pd
Chrisstanleyite,Ag_2_Pd_3_Se_4_,Se
Christelite,Zn^2+^_3_Cu^2+^_2_(S^6+^_4_)_2_(OH)_6_·4H_2_O,Zn
Christelite,Zn^2+^_3_Cu^2+^_2_(S^6+^_4_)_2_(OH)_6_·4H_2_O,Cu
Christelite,Zn^2+^_3_Cu^2+^_2_(S^6+^_4_)_2_(OH)_6_·4H_2_O,S
Christelite,Zn^2+^_3_Cu^2+^_2_(S^6+^_4_)_2_(OH)_6_·4H_2_O,O
Christelite,Zn^2+^_3_Cu^2+^_2_(S^6+^_4_)_2_(OH)_6_·4H_2_O,H
Christite,TlHgAsS_3_,Tl
Christite,TlHgAsS_3_,Hg
Christite,TlHgAsS_3_,As
Christite,TlHgAsS_3_,S
Chromatite,CaCr^6+^O_4_,Ca
Chromatite,CaCr^6+^O_4_,Cr
Chromatite,CaCr^6+^O_4_,O
Chrombismite,Bi^3+^_16_Cr^6+^O_27_,Bi
Chrombismite,Bi^3+^_16_Cr^6+^O_27_,Cr
Chrombismite,Bi^3+^_16_Cr^6+^O_27_,O
Chromceladonite,KMgCr^3+^Si_4_O_10_(OH)_2_,K
Chromceladonite,KMgCr^3+^Si_4_O_10_(OH)_2_,Mg
Chromceladonite,KMgCr^3+^Si_4_O_10_(OH)_2_,Cr
Chromceladonite,KMgCr^3+^Si_4_O_10_(OH)_2_,Si
Chromceladonite,KMgCr^3+^Si_4_O_10_(OH)_2_,O
Chromceladonite,KMgCr^3+^Si_4_O_10_(OH)_2_,H
Chromium-dravite,NaMg_3_Cr^3+^_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,Na
Chromium-dravite,NaMg_3_Cr^3+^_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,Mg
Chromium-dravite,NaMg_3_Cr^3+^_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,Cr
Chromium-dravite,NaMg_3_Cr^3+^_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,Si
Chromium-dravite,NaMg_3_Cr^3+^_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,O
Chromium-dravite,NaMg_3_Cr^3+^_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,B
Chromium-dravite,NaMg_3_Cr^3+^_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,H
Chromferide,Fe_1.5_Cr_0.2_,Fe
Chromferide,Fe_1.5_Cr_0.2_,Cr
Chromite,Fe^2+^Cr^3+^_2_O_4_,Fe
Chromite,Fe^2+^Cr^3+^_2_O_4_,Cr
Chromite,Fe^2+^Cr^3+^_2_O_4_,O
Chromium,Cr,Cr
Chromphyllite,KCr^3+^_2_(Si_3_Al)O_10_(OH)_2_,K
Chromphyllite,KCr^3+^_2_(Si_3_Al)O_10_(OH)_2_,Cr
Chromphyllite,KCr^3+^_2_(Si_3_Al)O_10_(OH)_2_,Si
Chromphyllite,KCr^3+^_2_(Si_3_Al)O_10_(OH)_2_,Al
Chromphyllite,KCr^3+^_2_(Si_3_Al)O_10_(OH)_2_,O
Chromphyllite,KCr^3+^_2_(Si_3_Al)O_10_(OH)_2_,H
Chrysoberyl,BeAl_2_O_4_,Be
Chrysoberyl,BeAl_2_O_4_,Al
Chrysoberyl,BeAl_2_O_4_,O
Chrysocolla,(Cu^2+^_2-x_Al_x_)H_2-x_Si_2_O_5_(OH)_4_·nH_2_O,Cu
Chrysocolla,(Cu^2+^_2-x_Al_x_)H_2-x_Si_2_O_5_(OH)_4_·nH_2_O,Al
Chrysocolla,(Cu^2+^_2-x_Al_x_)H_2-x_Si_2_O_5_(OH)_4_·nH_2_O,H
Chrysocolla,(Cu^2+^_2-x_Al_x_)H_2-x_Si_2_O_5_(OH)_4_·nH_2_O,Si
Chrysocolla,(Cu^2+^_2-x_Al_x_)H_2-x_Si_2_O_5_(OH)_4_·nH_2_O,O
Chrysotile,Mg_3_Si_2_O_5_(OH)_4_,Mg
Chrysotile,Mg_3_Si_2_O_5_(OH)_4_,Si
Chrysotile,Mg_3_Si_2_O_5_(OH)_4_,O
Chrysotile,Mg_3_Si_2_O_5_(OH)_4_,H
