mineral_name,rruff_chemistry,chemistry_elements
Olmsteadite,KFe^2+^_2_Nb^5+^O_2_(P^5+^O_4_)_2_·2H_2_O,H
Olsacherite,Pb_2_(Se^6+^O_4_)(SO_4_),Pb
Olsacherite,Pb_2_(Se^6+^O_4_)(SO_4_),Se
Olsacherite,Pb_2_(Se^6+^O_4_)(SO_4_),O
Olsacherite,Pb_2_(Se^6+^O_4_)(SO_4_),S
Olshanskyite,Ca_2_[B_3_O_3_(OH)_6_]OH·3H_2_O,Ca
Olshanskyite,Ca_2_[B_3_O_3_(OH)_6_]OH·3H_2_O,B
Olshanskyite,Ca_2_[B_3_O_3_(OH)_6_]OH·3H_2_O,O
Olshanskyite,Ca_2_[B_3_O_3_(OH)_6_]OH·3H_2_O,H
Olympite,LiNa_5_(PO_4_)_2_,Li
Olympite,LiNa_5_(PO_4_)_2_,Na
Olympite,LiNa_5_(PO_4_)_2_,P
Olympite,LiNa_5_(PO_4_)_2_,O
Omeiite,OsAs_2_,Os
Omeiite,OsAs_2_,As
Omphacite,"(Ca,Na)(Mg,Fe^2+^,Al)Si_2_O_6_",Ca
Omphacite,"(Ca,Na)(Mg,Fe^2+^,Al)Si_2_O_6_",Na
Omphacite,"(Ca,Na)(Mg,Fe^2+^,Al)Si_2_O_6_",Mg
Omphacite,"(Ca,Na)(Mg,Fe^2+^,Al)Si_2_O_6_",Fe
Omphacite,"(Ca,Na)(Mg,Fe^2+^,Al)Si_2_O_6_",Al
Omphacite,"(Ca,Na)(Mg,Fe^2+^,Al)Si_2_O_6_",Si
Omphacite,"(Ca,Na)(Mg,Fe^2+^,Al)Si_2_O_6_",O
Oneillite,"Na_15_Ca_3_Mn^2+^_3_Fe^2+^_3_Zr^4+^_3_Nb^5+^(Si_25_O_73_)(O,OH,H_2_O)_3_(OH,Cl)_2_",Na
Oneillite,"Na_15_Ca_3_Mn^2+^_3_Fe^2+^_3_Zr^4+^_3_Nb^5+^(Si_25_O_73_)(O,OH,H_2_O)_3_(OH,Cl)_2_",Ca
Oneillite,"Na_15_Ca_3_Mn^2+^_3_Fe^2+^_3_Zr^4+^_3_Nb^5+^(Si_25_O_73_)(O,OH,H_2_O)_3_(OH,Cl)_2_",Mn
Oneillite,"Na_15_Ca_3_Mn^2+^_3_Fe^2+^_3_Zr^4+^_3_Nb^5+^(Si_25_O_73_)(O,OH,H_2_O)_3_(OH,Cl)_2_",Fe
Oneillite,"Na_15_Ca_3_Mn^2+^_3_Fe^2+^_3_Zr^4+^_3_Nb^5+^(Si_25_O_73_)(O,OH,H_2_O)_3_(OH,Cl)_2_",Zr
Oneillite,"Na_15_Ca_3_Mn^2+^_3_Fe^2+^_3_Zr^4+^_3_Nb^5+^(Si_25_O_73_)(O,OH,H_2_O)_3_(OH,Cl)_2_",Nb
Oneillite,"Na_15_Ca_3_Mn^2+^_3_Fe^2+^_3_Zr^4+^_3_Nb^5+^(Si_25_O_73_)(O,OH,H_2_O)_3_(OH,Cl)_2_",Si
Oneillite,"Na_15_Ca_3_Mn^2+^_3_Fe^2+^_3_Zr^4+^_3_Nb^5+^(Si_25_O_73_)(O,OH,H_2_O)_3_(OH,Cl)_2_",O
Oneillite,"Na_15_Ca_3_Mn^2+^_3_Fe^2+^_3_Zr^4+^_3_Nb^5+^(Si_25_O_73_)(O,OH,H_2_O)_3_(OH,Cl)_2_",H
Oneillite,"Na_15_Ca_3_Mn^2+^_3_Fe^2+^_3_Zr^4+^_3_Nb^5+^(Si_25_O_73_)(O,OH,H_2_O)_3_(OH,Cl)_2_",Cl
Onoratoite,Sb^3+^_8_O_11_Cl_2_,Sb
Onoratoite,Sb^3+^_8_O_11_Cl_2_,O
Onoratoite,Sb^3+^_8_O_11_Cl_2_,Cl
Oosterboschite,"(Pd,Cu)_7_Se_5_",Pd
Oosterboschite,"(Pd,Cu)_7_Se_5_",Cu
Oosterboschite,"(Pd,Cu)_7_Se_5_",Se
Opal,SiO_2_·<i>n</i>H_2_O,Si
Opal,SiO_2_·<i>n</i>H_2_O,O
Opal,SiO_2_·<i>n</i>H_2_O,H
Orcelite,Ni_4.77_As_2_,Ni
Orcelite,Ni_4.77_As_2_,As
Ordonezite,Zn^2+^Sb^5+^_2_O_6_,Zn
Ordonezite,Zn^2+^Sb^5+^_2_O_6_,Sb
Ordonezite,Zn^2+^Sb^5+^_2_O_6_,O
Orebroite,"Mn^2+^_6_(Fe^3+^,Sb^5+^)_2_(SiO_4_)_2_(O,OH)_6_",Mn
Orebroite,"Mn^2+^_6_(Fe^3+^,Sb^5+^)_2_(SiO_4_)_2_(O,OH)_6_",Fe
Orebroite,"Mn^2+^_6_(Fe^3+^,Sb^5+^)_2_(SiO_4_)_2_(O,OH)_6_",Sb
Orebroite,"Mn^2+^_6_(Fe^3+^,Sb^5+^)_2_(SiO_4_)_2_(O,OH)_6_",Si
Orebroite,"Mn^2+^_6_(Fe^3+^,Sb^5+^)_2_(SiO_4_)_2_(O,OH)_6_",O
Orebroite,"Mn^2+^_6_(Fe^3+^,Sb^5+^)_2_(SiO_4_)_2_(O,OH)_6_",H
Oregonite,FeNi_2_As_2_,Fe
Oregonite,FeNi_2_As_2_,Ni
Oregonite,FeNi_2_As_2_,As
Organovaite-Mn,K_2_Mn^2+^Nb^5+^_4_(Si_4_O_12_)_2_O_4_·5-7H_2_O,K
Organovaite-Mn,K_2_Mn^2+^Nb^5+^_4_(Si_4_O_12_)_2_O_4_·5-7H_2_O,Mn
Organovaite-Mn,K_2_Mn^2+^Nb^5+^_4_(Si_4_O_12_)_2_O_4_·5-7H_2_O,Nb
Organovaite-Mn,K_2_Mn^2+^Nb^5+^_4_(Si_4_O_12_)_2_O_4_·5-7H_2_O,Si
Organovaite-Mn,K_2_Mn^2+^Nb^5+^_4_(Si_4_O_12_)_2_O_4_·5-7H_2_O,O
Organovaite-Mn,K_2_Mn^2+^Nb^5+^_4_(Si_4_O_12_)_2_O_4_·5-7H_2_O,H
Organovaite-Zn,"K_2_Zn^2+^(Nb^5+^,Ti^4+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·6H_2_O",K
Organovaite-Zn,"K_2_Zn^2+^(Nb^5+^,Ti^4+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·6H_2_O",Zn
Organovaite-Zn,"K_2_Zn^2+^(Nb^5+^,Ti^4+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·6H_2_O",Nb
Organovaite-Zn,"K_2_Zn^2+^(Nb^5+^,Ti^4+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·6H_2_O",Ti
Organovaite-Zn,"K_2_Zn^2+^(Nb^5+^,Ti^4+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·6H_2_O",Si
Organovaite-Zn,"K_2_Zn^2+^(Nb^5+^,Ti^4+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·6H_2_O",O
Organovaite-Zn,"K_2_Zn^2+^(Nb^5+^,Ti^4+^)_4_(Si_4_O_12_)_2_(O,OH)_4_·6H_2_O",H
Orickite,CuFeS_2_·nH_2_O,Cu
Orickite,CuFeS_2_·nH_2_O,Fe
Orickite,CuFeS_2_·nH_2_O,S
Orickite,CuFeS_2_·nH_2_O,H
Orickite,CuFeS_2_·nH_2_O,O
Orientite,Ca_8_Mn^3+^_10_(SiO_4_)_3_(Si_3_O_10_)_3_(OH)_10_·4H_2_O,Ca
Orientite,Ca_8_Mn^3+^_10_(SiO_4_)_3_(Si_3_O_10_)_3_(OH)_10_·4H_2_O,Mn
Orientite,Ca_8_Mn^3+^_10_(SiO_4_)_3_(Si_3_O_10_)_3_(OH)_10_·4H_2_O,Si
Orientite,Ca_8_Mn^3+^_10_(SiO_4_)_3_(Si_3_O_10_)_3_(OH)_10_·4H_2_O,O
Orientite,Ca_8_Mn^3+^_10_(SiO_4_)_3_(Si_3_O_10_)_3_(OH)_10_·4H_2_O,H
Orlymanite,Ca_4_Mn^2+^_3_Si_8_O_20_(OH)_6_·2H_2_O,Ca
Orlymanite,Ca_4_Mn^2+^_3_Si_8_O_20_(OH)_6_·2H_2_O,Mn
Orlymanite,Ca_4_Mn^2+^_3_Si_8_O_20_(OH)_6_·2H_2_O,Si
Orlymanite,Ca_4_Mn^2+^_3_Si_8_O_20_(OH)_6_·2H_2_O,O
Orlymanite,Ca_4_Mn^2+^_3_Si_8_O_20_(OH)_6_·2H_2_O,H
Orpiment,As^3+^_2_S^2-^_3_,As
Orpiment,As^3+^_2_S^2-^_3_,S
Orschallite,Ca_3_(S^4+^O_3_)_2_S^6+^O_4_·12H_2_O,Ca
Orschallite,Ca_3_(S^4+^O_3_)_2_S^6+^O_4_·12H_2_O,S
Orschallite,Ca_3_(S^4+^O_3_)_2_S^6+^O_4_·12H_2_O,O
Orschallite,Ca_3_(S^4+^O_3_)_2_S^6+^O_4_·12H_2_O,H
Orthobrannerite,U^4+^U^6+^Ti^4+^_4_O_12_(OH)_2_,U
Orthobrannerite,U^4+^U^6+^Ti^4+^_4_O_12_(OH)_2_,Ti
Orthobrannerite,U^4+^U^6+^Ti^4+^_4_O_12_(OH)_2_,O
Orthobrannerite,U^4+^U^6+^Ti^4+^_4_O_12_(OH)_2_,H
Orthoclase,KAlSi_3_O_8_,K
Orthoclase,KAlSi_3_O_8_,Al
Orthoclase,KAlSi_3_O_8_,Si
Orthoclase,KAlSi_3_O_8_,O
Orthojoaquinite-(Ce),"NaBa_2_Fe^2+^Ce^3+^_2_Ti^4+^_2_(SiO_3_)_8_O_2_(O,OH)·H_2_O",Na
Orthojoaquinite-(Ce),"NaBa_2_Fe^2+^Ce^3+^_2_Ti^4+^_2_(SiO_3_)_8_O_2_(O,OH)·H_2_O",Ba
Orthojoaquinite-(Ce),"NaBa_2_Fe^2+^Ce^3+^_2_Ti^4+^_2_(SiO_3_)_8_O_2_(O,OH)·H_2_O",Fe
Orthojoaquinite-(Ce),"NaBa_2_Fe^2+^Ce^3+^_2_Ti^4+^_2_(SiO_3_)_8_O_2_(O,OH)·H_2_O",Ce
Orthojoaquinite-(Ce),"NaBa_2_Fe^2+^Ce^3+^_2_Ti^4+^_2_(SiO_3_)_8_O_2_(O,OH)·H_2_O",Ti
Orthojoaquinite-(Ce),"NaBa_2_Fe^2+^Ce^3+^_2_Ti^4+^_2_(SiO_3_)_8_O_2_(O,OH)·H_2_O",Si
Orthojoaquinite-(Ce),"NaBa_2_Fe^2+^Ce^3+^_2_Ti^4+^_2_(SiO_3_)_8_O_2_(O,OH)·H_2_O",O
Orthojoaquinite-(Ce),"NaBa_2_Fe^2+^Ce^3+^_2_Ti^4+^_2_(SiO_3_)_8_O_2_(O,OH)·H_2_O",H
Orthojoaquinite-(La),"NaBa_2_La^3+^_2_Fe^2+^Ti^4+^_2_Si_8_O_26_(OH,O,F)·H_2_O",Na
Orthojoaquinite-(La),"NaBa_2_La^3+^_2_Fe^2+^Ti^4+^_2_Si_8_O_26_(OH,O,F)·H_2_O",Ba
Orthojoaquinite-(La),"NaBa_2_La^3+^_2_Fe^2+^Ti^4+^_2_Si_8_O_26_(OH,O,F)·H_2_O",La
Orthojoaquinite-(La),"NaBa_2_La^3+^_2_Fe^2+^Ti^4+^_2_Si_8_O_26_(OH,O,F)·H_2_O",Fe
Orthojoaquinite-(La),"NaBa_2_La^3+^_2_Fe^2+^Ti^4+^_2_Si_8_O_26_(OH,O,F)·H_2_O",Ti
Orthojoaquinite-(La),"NaBa_2_La^3+^_2_Fe^2+^Ti^4+^_2_Si_8_O_26_(OH,O,F)·H_2_O",Si
Orthojoaquinite-(La),"NaBa_2_La^3+^_2_Fe^2+^Ti^4+^_2_Si_8_O_26_(OH,O,F)·H_2_O",O
Orthojoaquinite-(La),"NaBa_2_La^3+^_2_Fe^2+^Ti^4+^_2_Si_8_O_26_(OH,O,F)·H_2_O",H
Orthojoaquinite-(La),"NaBa_2_La^3+^_2_Fe^2+^Ti^4+^_2_Si_8_O_26_(OH,O,F)·H_2_O",F
Orthominasragrite,V^4+^O(SO_4_)·5H_2_O,V
Orthominasragrite,V^4+^O(SO_4_)·5H_2_O,O
Orthominasragrite,V^4+^O(SO_4_)·5H_2_O,S
Orthominasragrite,V^4+^O(SO_4_)·5H_2_O,H
Orthopinakiolite,Mg_2_Mn^3+^O_2_(BO_3_),Mg
Orthopinakiolite,Mg_2_Mn^3+^O_2_(BO_3_),Mn
Orthopinakiolite,Mg_2_Mn^3+^O_2_(BO_3_),O
Orthopinakiolite,Mg_2_Mn^3+^O_2_(BO_3_),B
Orthoserpierite,CaCu^2+^_4_(S^6+^O_4_)_2_(OH)_6_·3H_2_O,Ca
Orthoserpierite,CaCu^2+^_4_(S^6+^O_4_)_2_(OH)_6_·3H_2_O,Cu
Orthoserpierite,CaCu^2+^_4_(S^6+^O_4_)_2_(OH)_6_·3H_2_O,S
Orthoserpierite,CaCu^2+^_4_(S^6+^O_4_)_2_(OH)_6_·3H_2_O,O
Orthoserpierite,CaCu^2+^_4_(S^6+^O_4_)_2_(OH)_6_·3H_2_O,H
Orthowalpurgite,(U^6+^O_2_)Bi^3+^_4_O_4_(As^5+^O_4_)_2_·2H_2_O,U
Orthowalpurgite,(U^6+^O_2_)Bi^3+^_4_O_4_(As^5+^O_4_)_2_·2H_2_O,O
Orthowalpurgite,(U^6+^O_2_)Bi^3+^_4_O_4_(As^5+^O_4_)_2_·2H_2_O,Bi
Orthowalpurgite,(U^6+^O_2_)Bi^3+^_4_O_4_(As^5+^O_4_)_2_·2H_2_O,As
Orthowalpurgite,(U^6+^O_2_)Bi^3+^_4_O_4_(As^5+^O_4_)_2_·2H_2_O,H
Osarizawaite,Cu^2+^Pb^2+^Al_2_(S^6+^O_4_)_2_(OH)_6_,Cu
Osarizawaite,Cu^2+^Pb^2+^Al_2_(S^6+^O_4_)_2_(OH)_6_,Pb
Osarizawaite,Cu^2+^Pb^2+^Al_2_(S^6+^O_4_)_2_(OH)_6_,Al
Osarizawaite,Cu^2+^Pb^2+^Al_2_(S^6+^O_4_)_2_(OH)_6_,S
Osarizawaite,Cu^2+^Pb^2+^Al_2_(S^6+^O_4_)_2_(OH)_6_,O
Osarizawaite,Cu^2+^Pb^2+^Al_2_(S^6+^O_4_)_2_(OH)_6_,H
Osarsite,Os^3+^(AsS)^3-^,Os
Osarsite,Os^3+^(AsS)^3-^,As
Osarsite,Os^3+^(AsS)^3-^,S
Osbornite,Ti^3+^N^3-^,Ti
Osbornite,Ti^3+^N^3-^,N
Osmium,Os,Os
Osumilite,KFe^2+^_2_(Al_5_Si_10_)O_30_,K
Osumilite,KFe^2+^_2_(Al_5_Si_10_)O_30_,Fe
Osumilite,KFe^2+^_2_(Al_5_Si_10_)O_30_,Al
Osumilite,KFe^2+^_2_(Al_5_Si_10_)O_30_,Si
Osumilite,KFe^2+^_2_(Al_5_Si_10_)O_30_,O
Oswaldpeetersite,(UO_2_)_2_CO_3_(OH)_2_·4H_2_O,U
Oswaldpeetersite,(UO_2_)_2_CO_3_(OH)_2_·4H_2_O,O
Oswaldpeetersite,(UO_2_)_2_CO_3_(OH)_2_·4H_2_O,C
Oswaldpeetersite,(UO_2_)_2_CO_3_(OH)_2_·4H_2_O,H
Otavite,Cd^2+^CO_3_,Cd
Otavite,Cd^2+^CO_3_,C
Otavite,Cd^2+^CO_3_,O
Otjisumeite,Pb^2+^Ge_4_O_9_,Pb
Otjisumeite,Pb^2+^Ge_4_O_9_,Ge
Otjisumeite,Pb^2+^Ge_4_O_9_,O
Ottemannite,Sn_2_S_3_,Sn
Ottemannite,Sn_2_S_3_,S
Ottrelite,Mn^2+^Al_2_O(SiO_4_)(OH)_2_,Mn
Ottrelite,Mn^2+^Al_2_O(SiO_4_)(OH)_2_,Al
Ottrelite,Mn^2+^Al_2_O(SiO_4_)(OH)_2_,O
Ottrelite,Mn^2+^Al_2_O(SiO_4_)(OH)_2_,Si
Ottrelite,Mn^2+^Al_2_O(SiO_4_)(OH)_2_,H
Otwayite,Ni^2+^_2_C^4+^O_3_(OH)_2_·H_2_O,Ni
Otwayite,Ni^2+^_2_C^4+^O_3_(OH)_2_·H_2_O,C
Otwayite,Ni^2+^_2_C^4+^O_3_(OH)_2_·H_2_O,O
Otwayite,Ni^2+^_2_C^4+^O_3_(OH)_2_·H_2_O,H
Oulankaite,Pd_5_Cu_4_SnTe_2_S_2_,Pd
Oulankaite,Pd_5_Cu_4_SnTe_2_S_2_,Cu
Oulankaite,Pd_5_Cu_4_SnTe_2_S_2_,Sn
Oulankaite,Pd_5_Cu_4_SnTe_2_S_2_,Te
Oulankaite,Pd_5_Cu_4_SnTe_2_S_2_,S
Ourayite,Ag_3_Pb_4_Bi_5_S_13_,Ag
Ourayite,Ag_3_Pb_4_Bi_5_S_13_,Pb
Ourayite,Ag_3_Pb_4_Bi_5_S_13_,Bi
Ourayite,Ag_3_Pb_4_Bi_5_S_13_,S
Oursinite,Co^2+^(U^6+^O_2_)_2_(SiO_3_OH)_2_·6H_2_O,Co
Oursinite,Co^2+^(U^6+^O_2_)_2_(SiO_3_OH)_2_·6H_2_O,U
Oursinite,Co^2+^(U^6+^O_2_)_2_(SiO_3_OH)_2_·6H_2_O,O
Oursinite,Co^2+^(U^6+^O_2_)_2_(SiO_3_OH)_2_·6H_2_O,Si
Oursinite,Co^2+^(U^6+^O_2_)_2_(SiO_3_OH)_2_·6H_2_O,H
Overite,CaMgAl(PO_4_)_2_(OH)·4H_2_O,Ca
Overite,CaMgAl(PO_4_)_2_(OH)·4H_2_O,Mg
Overite,CaMgAl(PO_4_)_2_(OH)·4H_2_O,Al
Overite,CaMgAl(PO_4_)_2_(OH)·4H_2_O,P
Overite,CaMgAl(PO_4_)_2_(OH)·4H_2_O,O
Overite,CaMgAl(PO_4_)_2_(OH)·4H_2_O,H
Owensite,"(Ba,Pb^2+^)_6_(Cu^1+^,Fe^2+^,Ni^2+^)_25_S^2-^_27_",Ba
Owensite,"(Ba,Pb^2+^)_6_(Cu^1+^,Fe^2+^,Ni^2+^)_25_S^2-^_27_",Pb
Owensite,"(Ba,Pb^2+^)_6_(Cu^1+^,Fe^2+^,Ni^2+^)_25_S^2-^_27_",Cu
Owensite,"(Ba,Pb^2+^)_6_(Cu^1+^,Fe^2+^,Ni^2+^)_25_S^2-^_27_",Fe
Owensite,"(Ba,Pb^2+^)_6_(Cu^1+^,Fe^2+^,Ni^2+^)_25_S^2-^_27_",Ni
Owensite,"(Ba,Pb^2+^)_6_(Cu^1+^,Fe^2+^,Ni^2+^)_25_S^2-^_27_",S
Owyheeite,Ag_3_Pb_10_Sb_11_S_28_,Ag
Owyheeite,Ag_3_Pb_10_Sb_11_S_28_,Pb
Owyheeite,Ag_3_Pb_10_Sb_11_S_28_,Sb
Owyheeite,Ag_3_Pb_10_Sb_11_S_28_,S
Oxammite,(N^3-^H_4_)_2_(C_2_)^6+^O_4_·H_2_O,N
Oxammite,(N^3-^H_4_)_2_(C_2_)^6+^O_4_·H_2_O,H
Oxammite,(N^3-^H_4_)_2_(C_2_)^6+^O_4_·H_2_O,C
Oxammite,(N^3-^H_4_)_2_(C_2_)^6+^O_4_·H_2_O,O
Oyelite,Ca_10_B_2_Si_8_O_29_·12H_2_O,Ca
Oyelite,Ca_10_B_2_Si_8_O_29_·12H_2_O,B
Oyelite,Ca_10_B_2_Si_8_O_29_·12H_2_O,Si
Oyelite,Ca_10_B_2_Si_8_O_29_·12H_2_O,O
Oyelite,Ca_10_B_2_Si_8_O_29_·12H_2_O,H
Paakkonenite,Sb_2_AsS_2_,Sb
Paakkonenite,Sb_2_AsS_2_,As
Paakkonenite,Sb_2_AsS_2_,S
Pabstite,BaSnSi_3_O_9_,Ba
Pabstite,BaSnSi_3_O_9_,Sn
Pabstite,BaSnSi_3_O_9_,Si
Pabstite,BaSnSi_3_O_9_,O
Paceite,CaCu(CH_3_COO)_2_·6H_2_O,Ca
Paceite,CaCu(CH_3_COO)_2_·6H_2_O,Cu
Paceite,CaCu(CH_3_COO)_2_·6H_2_O,C
Paceite,CaCu(CH_3_COO)_2_·6H_2_O,H
Paceite,CaCu(CH_3_COO)_2_·6H_2_O,O
Pachnolite,NaCaAlF_6_·H_2_O,Na
Pachnolite,NaCaAlF_6_·H_2_O,Ca
Pachnolite,NaCaAlF_6_·H_2_O,Al
Pachnolite,NaCaAlF_6_·H_2_O,F
Pachnolite,NaCaAlF_6_·H_2_O,H
Pachnolite,NaCaAlF_6_·H_2_O,O
Paderaite,"Cu_7_(Cu,Ag)_0.33_Pb_1.33_Bi_11.33_S_22_",Cu
Paderaite,"Cu_7_(Cu,Ag)_0.33_Pb_1.33_Bi_11.33_S_22_",Ag
Paderaite,"Cu_7_(Cu,Ag)_0.33_Pb_1.33_Bi_11.33_S_22_",Pb
Paderaite,"Cu_7_(Cu,Ag)_0.33_Pb_1.33_Bi_11.33_S_22_",Bi
Paderaite,"Cu_7_(Cu,Ag)_0.33_Pb_1.33_Bi_11.33_S_22_",S
Padmaite,PdBiSe,Pd
Padmaite,PdBiSe,Bi
Padmaite,PdBiSe,Se
Paganoite,Ni^2+^Bi^3+^OAs^5+^O_4_,Ni
Paganoite,Ni^2+^Bi^3+^OAs^5+^O_4_,Bi
Paganoite,Ni^2+^Bi^3+^OAs^5+^O_4_,O
Paganoite,Ni^2+^Bi^3+^OAs^5+^O_4_,As
Pahasapaite,"Li_8_(Ca,Li,K)_10.5_Be_24_(PO_4_)_24_·38H_2_O",Li
Pahasapaite,"Li_8_(Ca,Li,K)_10.5_Be_24_(PO_4_)_24_·38H_2_O",Ca
Pahasapaite,"Li_8_(Ca,Li,K)_10.5_Be_24_(PO_4_)_24_·38H_2_O",K
Pahasapaite,"Li_8_(Ca,Li,K)_10.5_Be_24_(PO_4_)_24_·38H_2_O",Be
Pahasapaite,"Li_8_(Ca,Li,K)_10.5_Be_24_(PO_4_)_24_·38H_2_O",P
Pahasapaite,"Li_8_(Ca,Li,K)_10.5_Be_24_(PO_4_)_24_·38H_2_O",O
Pahasapaite,"Li_8_(Ca,Li,K)_10.5_Be_24_(PO_4_)_24_·38H_2_O",H
Palarstanide,"Pd_5_(Sn,As)_2_",Pd
Palarstanide,"Pd_5_(Sn,As)_2_",Sn
Palarstanide,"Pd_5_(Sn,As)_2_",As
Palenzonaite,NaCa_2_Mn^2+^_2_(V^5+^O_4_)_3_,Na
Palenzonaite,NaCa_2_Mn^2+^_2_(V^5+^O_4_)_3_,Ca
Palenzonaite,NaCa_2_Mn^2+^_2_(V^5+^O_4_)_3_,Mn
Palenzonaite,NaCa_2_Mn^2+^_2_(V^5+^O_4_)_3_,V
Palenzonaite,NaCa_2_Mn^2+^_2_(V^5+^O_4_)_3_,O
Palermoite,Li_2_SrAl_4_(PO_4_)_4_(OH)_4_,Li
Palermoite,Li_2_SrAl_4_(PO_4_)_4_(OH)_4_,Sr
Palermoite,Li_2_SrAl_4_(PO_4_)_4_(OH)_4_,Al
Palermoite,Li_2_SrAl_4_(PO_4_)_4_(OH)_4_,P
Palermoite,Li_2_SrAl_4_(PO_4_)_4_(OH)_4_,O
Palermoite,Li_2_SrAl_4_(PO_4_)_4_(OH)_4_,H
Palladium,Pd,Pd
Palladoarsenide,Pd_2_As,Pd
Palladoarsenide,Pd_2_As,As
Palladobismutharsenide,"Pd_2_(As,Bi)",Pd
Palladobismutharsenide,"Pd_2_(As,Bi)",As
Palladobismutharsenide,"Pd_2_(As,Bi)",Bi
Palladodymite,Pd_2_As,Pd
Palladodymite,Pd_2_As,As
Palladseite,Pd_17_Se_15_,Pd
Palladseite,Pd_17_Se_15_,Se
Palmierite,K_2_Pb(SO_4_)_2_,K
Palmierite,K_2_Pb(SO_4_)_2_,Pb
Palmierite,K_2_Pb(SO_4_)_2_,S
Palmierite,K_2_Pb(SO_4_)_2_,O
Palygorskite,"(Mg,Al)_2_Si_4_O_10_(OH)·4H_2_O",Mg
Palygorskite,"(Mg,Al)_2_Si_4_O_10_(OH)·4H_2_O",Al
Palygorskite,"(Mg,Al)_2_Si_4_O_10_(OH)·4H_2_O",Si
Palygorskite,"(Mg,Al)_2_Si_4_O_10_(OH)·4H_2_O",O
Palygorskite,"(Mg,Al)_2_Si_4_O_10_(OH)·4H_2_O",H
Panasqueiraite,CaMgPO_4_(OH),Ca
Panasqueiraite,CaMgPO_4_(OH),Mg
Panasqueiraite,CaMgPO_4_(OH),P
Panasqueiraite,CaMgPO_4_(OH),O
Panasqueiraite,CaMgPO_4_(OH),H
Panunzite,K_3_Na(AlSiO_4_)_4_,K
Panunzite,K_3_Na(AlSiO_4_)_4_,Na
Panunzite,K_3_Na(AlSiO_4_)_4_,Al
Panunzite,K_3_Na(AlSiO_4_)_4_,Si
Panunzite,K_3_Na(AlSiO_4_)_4_,O
Paolovite,Pd_2_Sn,Pd
Paolovite,Pd_2_Sn,Sn
Papagoite,CaCu^2+^AlSi_2_O_6_(OH)_3_,Ca
Papagoite,CaCu^2+^AlSi_2_O_6_(OH)_3_,Cu
Papagoite,CaCu^2+^AlSi_2_O_6_(OH)_3_,Al
Papagoite,CaCu^2+^AlSi_2_O_6_(OH)_3_,Si
Papagoite,CaCu^2+^AlSi_2_O_6_(OH)_3_,O
Papagoite,CaCu^2+^AlSi_2_O_6_(OH)_3_,H
Para-alumohydrocalcite,CaAl_2_(CO_3_)_2_(OH)_4_·6H_2_O,Ca
Para-alumohydrocalcite,CaAl_2_(CO_3_)_2_(OH)_4_·6H_2_O,Al
Para-alumohydrocalcite,CaAl_2_(CO_3_)_2_(OH)_4_·6H_2_O,C
Para-alumohydrocalcite,CaAl_2_(CO_3_)_2_(OH)_4_·6H_2_O,O
Para-alumohydrocalcite,CaAl_2_(CO_3_)_2_(OH)_4_·6H_2_O,H
Parabrandtite,Ca_2_Mn^2+^(As^5+^O_4_)_2_·2H_2_O,Ca
Parabrandtite,Ca_2_Mn^2+^(As^5+^O_4_)_2_·2H_2_O,Mn
Parabrandtite,Ca_2_Mn^2+^(As^5+^O_4_)_2_·2H_2_O,As
Parabrandtite,Ca_2_Mn^2+^(As^5+^O_4_)_2_·2H_2_O,O
Parabrandtite,Ca_2_Mn^2+^(As^5+^O_4_)_2_·2H_2_O,H
Parabutlerite,Fe^3+^S^6+^O_4_(OH)·2H_2_O,Fe
Parabutlerite,Fe^3+^S^6+^O_4_(OH)·2H_2_O,S
Parabutlerite,Fe^3+^S^6+^O_4_(OH)·2H_2_O,O
Parabutlerite,Fe^3+^S^6+^O_4_(OH)·2H_2_O,H
Paracoquimbite,Fe^3+^_2_(S^6+^O_4_)_3_·9H_2_O,Fe
Paracoquimbite,Fe^3+^_2_(S^6+^O_4_)_3_·9H_2_O,S
Paracoquimbite,Fe^3+^_2_(S^6+^O_4_)_3_·9H_2_O,O
Paracoquimbite,Fe^3+^_2_(S^6+^O_4_)_3_·9H_2_O,H
Paracostibite,Co^3+^(SbS)^3-^,Co
Paracostibite,Co^3+^(SbS)^3-^,Sb
Paracostibite,Co^3+^(SbS)^3-^,S
Paradamite,Zn^2+^_2_As^5+^O_4_(OH),Zn
Paradamite,Zn^2+^_2_As^5+^O_4_(OH),As
Paradamite,Zn^2+^_2_As^5+^O_4_(OH),O
Paradamite,Zn^2+^_2_As^5+^O_4_(OH),H
Paradocrasite,Sb_3_As,Sb
Paradocrasite,Sb_3_As,As
Parafransoletite,Ca_3_Be_2_(PO_4_)_2_(PO_3_OH)_2_·4H_2_O,Ca
Parafransoletite,Ca_3_Be_2_(PO_4_)_2_(PO_3_OH)_2_·4H_2_O,Be
Parafransoletite,Ca_3_Be_2_(PO_4_)_2_(PO_3_OH)_2_·4H_2_O,P
Parafransoletite,Ca_3_Be_2_(PO_4_)_2_(PO_3_OH)_2_·4H_2_O,O
