mineral_name,rruff_chemistry,element,redox
Joaquinite-(Ce),NaBa_2_Fe^2+^Ti^4+^_2_Ce^3+^_2_(Si_4_O_12_)_2_O_2_(OH)·H_2_O,Ce,3
Joaquinite-(Ce),NaBa_2_Fe^2+^Ti^4+^_2_Ce^3+^_2_(Si_4_O_12_)_2_O_2_(OH)·H_2_O,Si,0
Joaquinite-(Ce),NaBa_2_Fe^2+^Ti^4+^_2_Ce^3+^_2_(Si_4_O_12_)_2_O_2_(OH)·H_2_O,O,-2
Joaquinite-(Ce),NaBa_2_Fe^2+^Ti^4+^_2_Ce^3+^_2_(Si_4_O_12_)_2_O_2_(OH)·H_2_O,H,1
Joesmithite,Pb^2+^Ca_2_Mg_3_Fe^3+^_2_(Si_6_Be_2_)O_22_(OH)_2_,Pb,2
Joesmithite,Pb^2+^Ca_2_Mg_3_Fe^3+^_2_(Si_6_Be_2_)O_22_(OH)_2_,Ca,0
Joesmithite,Pb^2+^Ca_2_Mg_3_Fe^3+^_2_(Si_6_Be_2_)O_22_(OH)_2_,Mg,0
Joesmithite,Pb^2+^Ca_2_Mg_3_Fe^3+^_2_(Si_6_Be_2_)O_22_(OH)_2_,Fe,3
Joesmithite,Pb^2+^Ca_2_Mg_3_Fe^3+^_2_(Si_6_Be_2_)O_22_(OH)_2_,Si,0
Joesmithite,Pb^2+^Ca_2_Mg_3_Fe^3+^_2_(Si_6_Be_2_)O_22_(OH)_2_,Be,0
Joesmithite,Pb^2+^Ca_2_Mg_3_Fe^3+^_2_(Si_6_Be_2_)O_22_(OH)_2_,O,-2
Joesmithite,Pb^2+^Ca_2_Mg_3_Fe^3+^_2_(Si_6_Be_2_)O_22_(OH)_2_,H,1
Johannite,Cu^2+^(U^6+^O_2_)_2_(S^6+^O_4_)_2_(OH)_2_·8H_2_O,Cu,2
Johannite,Cu^2+^(U^6+^O_2_)_2_(S^6+^O_4_)_2_(OH)_2_·8H_2_O,U,6
Johannite,Cu^2+^(U^6+^O_2_)_2_(S^6+^O_4_)_2_(OH)_2_·8H_2_O,O,-2
Johannite,Cu^2+^(U^6+^O_2_)_2_(S^6+^O_4_)_2_(OH)_2_·8H_2_O,S,6
Johannite,Cu^2+^(U^6+^O_2_)_2_(S^6+^O_4_)_2_(OH)_2_·8H_2_O,H,1
Johannsenite,CaMn^2+^Si_2_O_6_,Ca,0
Johannsenite,CaMn^2+^Si_2_O_6_,Mn,2
Johannsenite,CaMn^2+^Si_2_O_6_,Si,0
Johannsenite,CaMn^2+^Si_2_O_6_,O,-2
Johillerite,NaCu^2+^Mg_3_(As^5+^O_4_)_3_,Na,0
Johillerite,NaCu^2+^Mg_3_(As^5+^O_4_)_3_,Cu,2
Johillerite,NaCu^2+^Mg_3_(As^5+^O_4_)_3_,Mg,0
Johillerite,NaCu^2+^Mg_3_(As^5+^O_4_)_3_,As,5
Johillerite,NaCu^2+^Mg_3_(As^5+^O_4_)_3_,O,-2
Johnbaumite,Ca_5_(As^5+^O_4_)_3_OH,Ca,0
Johnbaumite,Ca_5_(As^5+^O_4_)_3_OH,As,5
Johnbaumite,Ca_5_(As^5+^O_4_)_3_OH,O,-2
Johnbaumite,Ca_5_(As^5+^O_4_)_3_OH,H,1
Johninnesite,Na_2_Mn^2+^_9_Mg_7_(As^5+^O_4_)_2_(Si_6_O_17_)_2_(OH)_8_,Na,0
Johninnesite,Na_2_Mn^2+^_9_Mg_7_(As^5+^O_4_)_2_(Si_6_O_17_)_2_(OH)_8_,Mn,2
Johninnesite,Na_2_Mn^2+^_9_Mg_7_(As^5+^O_4_)_2_(Si_6_O_17_)_2_(OH)_8_,Mg,0
Johninnesite,Na_2_Mn^2+^_9_Mg_7_(As^5+^O_4_)_2_(Si_6_O_17_)_2_(OH)_8_,As,5
Johninnesite,Na_2_Mn^2+^_9_Mg_7_(As^5+^O_4_)_2_(Si_6_O_17_)_2_(OH)_8_,O,-2
Johninnesite,Na_2_Mn^2+^_9_Mg_7_(As^5+^O_4_)_2_(Si_6_O_17_)_2_(OH)_8_,Si,0
Johninnesite,Na_2_Mn^2+^_9_Mg_7_(As^5+^O_4_)_2_(Si_6_O_17_)_2_(OH)_8_,H,1
Johnsomervilleite,Na_10_Ca_6_Mg_18_Fe^2+^_25_(PO_4_)_36_,Na,0
Johnsomervilleite,Na_10_Ca_6_Mg_18_Fe^2+^_25_(PO_4_)_36_,Ca,0
Johnsomervilleite,Na_10_Ca_6_Mg_18_Fe^2+^_25_(PO_4_)_36_,Mg,0
Johnsomervilleite,Na_10_Ca_6_Mg_18_Fe^2+^_25_(PO_4_)_36_,Fe,2
Johnsomervilleite,Na_10_Ca_6_Mg_18_Fe^2+^_25_(PO_4_)_36_,P,0
Johnsomervilleite,Na_10_Ca_6_Mg_18_Fe^2+^_25_(PO_4_)_36_,O,-2
Johnwalkite,"K(Mn^2+^,Fe^3+^)_2_(Nb^5+^,Ta^5+^)O_2_(P^5+^O_4_)_2_·2(H_2_O,OH)",K,0
Johnwalkite,"K(Mn^2+^,Fe^3+^)_2_(Nb^5+^,Ta^5+^)O_2_(P^5+^O_4_)_2_·2(H_2_O,OH)",Mn,2
Johnwalkite,"K(Mn^2+^,Fe^3+^)_2_(Nb^5+^,Ta^5+^)O_2_(P^5+^O_4_)_2_·2(H_2_O,OH)",Fe,3
Johnwalkite,"K(Mn^2+^,Fe^3+^)_2_(Nb^5+^,Ta^5+^)O_2_(P^5+^O_4_)_2_·2(H_2_O,OH)",Nb,5
Johnwalkite,"K(Mn^2+^,Fe^3+^)_2_(Nb^5+^,Ta^5+^)O_2_(P^5+^O_4_)_2_·2(H_2_O,OH)",Ta,5
Johnwalkite,"K(Mn^2+^,Fe^3+^)_2_(Nb^5+^,Ta^5+^)O_2_(P^5+^O_4_)_2_·2(H_2_O,OH)",O,-2
Johnwalkite,"K(Mn^2+^,Fe^3+^)_2_(Nb^5+^,Ta^5+^)O_2_(P^5+^O_4_)_2_·2(H_2_O,OH)",P,5
Johnwalkite,"K(Mn^2+^,Fe^3+^)_2_(Nb^5+^,Ta^5+^)O_2_(P^5+^O_4_)_2_·2(H_2_O,OH)",H,1
Jokokuite,Mn^2+^S^6+^O_4_·5H_2_O,Mn,2
Jokokuite,Mn^2+^S^6+^O_4_·5H_2_O,S,6
Jokokuite,Mn^2+^S^6+^O_4_·5H_2_O,O,-2
Jokokuite,Mn^2+^S^6+^O_4_·5H_2_O,H,1
Jolliffeite,NiAsSe,Ni,0
Jolliffeite,NiAsSe,As,0
Jolliffeite,NiAsSe,Se,0
Jonesite,KBa_2_Ti^4+^_2_(Si_5_Al)O_18_·nH_2_O,K,0
Jonesite,KBa_2_Ti^4+^_2_(Si_5_Al)O_18_·nH_2_O,Ba,0
Jonesite,KBa_2_Ti^4+^_2_(Si_5_Al)O_18_·nH_2_O,Ti,4
Jonesite,KBa_2_Ti^4+^_2_(Si_5_Al)O_18_·nH_2_O,Si,0
Jonesite,KBa_2_Ti^4+^_2_(Si_5_Al)O_18_·nH_2_O,Al,0
Jonesite,KBa_2_Ti^4+^_2_(Si_5_Al)O_18_·nH_2_O,O,-2
Jonesite,KBa_2_Ti^4+^_2_(Si_5_Al)O_18_·nH_2_O,H,1
Jordanite,"Pb_14_(As,Sb)_6_S_23_",Pb,0
Jordanite,"Pb_14_(As,Sb)_6_S_23_",As,0
Jordanite,"Pb_14_(As,Sb)_6_S_23_",Sb,0
Jordanite,"Pb_14_(As,Sb)_6_S_23_",S,0
Jordisite,Mo^4+^S^2-^_2_,Mo,4
Jordisite,Mo^4+^S^2-^_2_,S,-2
Jorgensenite,Na_2_Sr_14_Na_2_Al_12_F_64_(OH)_4_,Na,0
Jorgensenite,Na_2_Sr_14_Na_2_Al_12_F_64_(OH)_4_,Sr,0
Jorgensenite,Na_2_Sr_14_Na_2_Al_12_F_64_(OH)_4_,Al,0
Jorgensenite,Na_2_Sr_14_Na_2_Al_12_F_64_(OH)_4_,F,0
Jorgensenite,Na_2_Sr_14_Na_2_Al_12_F_64_(OH)_4_,O,-2
Jorgensenite,Na_2_Sr_14_Na_2_Al_12_F_64_(OH)_4_,H,1
Joseite-A,Bi_4_TeS_2_,Bi,0
Joseite-A,Bi_4_TeS_2_,Te,0
Joseite-A,Bi_4_TeS_2_,S,0
Joseite-B,Bi_4_Te_2_S,Bi,0
Joseite-B,Bi_4_Te_2_S,Te,0
Joseite-B,Bi_4_Te_2_S,S,0
Jouravskite,Ca_3_Mn^4+^(S^6+^O_4_)(C^4+^O_3_)(OH)_6_·12H_2_O,Ca,0
Jouravskite,Ca_3_Mn^4+^(S^6+^O_4_)(C^4+^O_3_)(OH)_6_·12H_2_O,Mn,4
Jouravskite,Ca_3_Mn^4+^(S^6+^O_4_)(C^4+^O_3_)(OH)_6_·12H_2_O,S,6
Jouravskite,Ca_3_Mn^4+^(S^6+^O_4_)(C^4+^O_3_)(OH)_6_·12H_2_O,O,-2
Jouravskite,Ca_3_Mn^4+^(S^6+^O_4_)(C^4+^O_3_)(OH)_6_·12H_2_O,C,4
Jouravskite,Ca_3_Mn^4+^(S^6+^O_4_)(C^4+^O_3_)(OH)_6_·12H_2_O,H,1
Juabite,CaCu^2+^_10_(Te^4+^O_3_)_4_(As^5+^O_4_)_4_(OH)_2_·4H_2_O,Ca,0
Juabite,CaCu^2+^_10_(Te^4+^O_3_)_4_(As^5+^O_4_)_4_(OH)_2_·4H_2_O,Cu,2
Juabite,CaCu^2+^_10_(Te^4+^O_3_)_4_(As^5+^O_4_)_4_(OH)_2_·4H_2_O,Te,4
Juabite,CaCu^2+^_10_(Te^4+^O_3_)_4_(As^5+^O_4_)_4_(OH)_2_·4H_2_O,O,-2
Juabite,CaCu^2+^_10_(Te^4+^O_3_)_4_(As^5+^O_4_)_4_(OH)_2_·4H_2_O,As,5
Juabite,CaCu^2+^_10_(Te^4+^O_3_)_4_(As^5+^O_4_)_4_(OH)_2_·4H_2_O,H,1
Juanitaite,"(Cu^2+^,Ca,Fe^2+^)_10_Bi^3+^(As^5+^O_4_)_4_(OH)_11_·2H_2_O",Cu,2
Juanitaite,"(Cu^2+^,Ca,Fe^2+^)_10_Bi^3+^(As^5+^O_4_)_4_(OH)_11_·2H_2_O",Ca,0
Juanitaite,"(Cu^2+^,Ca,Fe^2+^)_10_Bi^3+^(As^5+^O_4_)_4_(OH)_11_·2H_2_O",Fe,2
Juanitaite,"(Cu^2+^,Ca,Fe^2+^)_10_Bi^3+^(As^5+^O_4_)_4_(OH)_11_·2H_2_O",Bi,3
Juanitaite,"(Cu^2+^,Ca,Fe^2+^)_10_Bi^3+^(As^5+^O_4_)_4_(OH)_11_·2H_2_O",As,5
Juanitaite,"(Cu^2+^,Ca,Fe^2+^)_10_Bi^3+^(As^5+^O_4_)_4_(OH)_11_·2H_2_O",O,-2
Juanitaite,"(Cu^2+^,Ca,Fe^2+^)_10_Bi^3+^(As^5+^O_4_)_4_(OH)_11_·2H_2_O",H,1
Julgoldite-(Fe2+),Ca_2_Fe^2+^Fe^3+^_2_(Si_2_O_7_)(SiO_4_)(OH)_2_·H_2_O,Ca,0
Julgoldite-(Fe2+),Ca_2_Fe^2+^Fe^3+^_2_(Si_2_O_7_)(SiO_4_)(OH)_2_·H_2_O,Fe,2
Julgoldite-(Fe2+),Ca_2_Fe^2+^Fe^3+^_2_(Si_2_O_7_)(SiO_4_)(OH)_2_·H_2_O,Fe,3
Julgoldite-(Fe2+),Ca_2_Fe^2+^Fe^3+^_2_(Si_2_O_7_)(SiO_4_)(OH)_2_·H_2_O,Si,0
Julgoldite-(Fe2+),Ca_2_Fe^2+^Fe^3+^_2_(Si_2_O_7_)(SiO_4_)(OH)_2_·H_2_O,O,-2
Julgoldite-(Fe2+),Ca_2_Fe^2+^Fe^3+^_2_(Si_2_O_7_)(SiO_4_)(OH)_2_·H_2_O,H,1
Jungite,Ca_2_Zn^2^_4_Fe^3+^_8_(P^5+^O_4_)_9_(OH)_9_·16H_2_O,Ca,0
Jungite,Ca_2_Zn^2^_4_Fe^3+^_8_(P^5+^O_4_)_9_(OH)_9_·16H_2_O,Zn,0
Jungite,Ca_2_Zn^2^_4_Fe^3+^_8_(P^5+^O_4_)_9_(OH)_9_·16H_2_O,Fe,3
Jungite,Ca_2_Zn^2^_4_Fe^3+^_8_(P^5+^O_4_)_9_(OH)_9_·16H_2_O,P,5
Jungite,Ca_2_Zn^2^_4_Fe^3+^_8_(P^5+^O_4_)_9_(OH)_9_·16H_2_O,O,-2
Jungite,Ca_2_Zn^2^_4_Fe^3+^_8_(P^5+^O_4_)_9_(OH)_9_·16H_2_O,H,1
Junitoite,CaZn^2+^_2_Si_2_O_7_·H_2_O,Ca,0
Junitoite,CaZn^2+^_2_Si_2_O_7_·H_2_O,Zn,2
Junitoite,CaZn^2+^_2_Si_2_O_7_·H_2_O,Si,0
Junitoite,CaZn^2+^_2_Si_2_O_7_·H_2_O,O,-2
Junitoite,CaZn^2+^_2_Si_2_O_7_·H_2_O,H,1
Junoite,"Cu_2_Pb_3_Bi_8_(S,Se)_16_",Cu,0
Junoite,"Cu_2_Pb_3_Bi_8_(S,Se)_16_",Pb,0
Junoite,"Cu_2_Pb_3_Bi_8_(S,Se)_16_",Bi,0
Junoite,"Cu_2_Pb_3_Bi_8_(S,Se)_16_",S,0
Junoite,"Cu_2_Pb_3_Bi_8_(S,Se)_16_",Se,0
Juonniite,CaMgSc^3+^(P^5+^O_4_)_2_(OH)·4H_2_O,Ca,0
Juonniite,CaMgSc^3+^(P^5+^O_4_)_2_(OH)·4H_2_O,Mg,0
Juonniite,CaMgSc^3+^(P^5+^O_4_)_2_(OH)·4H_2_O,Sc,3
Juonniite,CaMgSc^3+^(P^5+^O_4_)_2_(OH)·4H_2_O,P,5
Juonniite,CaMgSc^3+^(P^5+^O_4_)_2_(OH)·4H_2_O,O,-2
Juonniite,CaMgSc^3+^(P^5+^O_4_)_2_(OH)·4H_2_O,H,1
Jurbanite,Al(S^6+^O_4_)(OH)·5H_2_O,Al,0
Jurbanite,Al(S^6+^O_4_)(OH)·5H_2_O,S,6
Jurbanite,Al(S^6+^O_4_)(OH)·5H_2_O,O,-2
Jurbanite,Al(S^6+^O_4_)(OH)·5H_2_O,H,1
Kaatialaite,Fe^3+^(H_2_As^5+^O_4_)_3_·5H_2_O,Fe,3
Kaatialaite,Fe^3+^(H_2_As^5+^O_4_)_3_·5H_2_O,H,1
Kaatialaite,Fe^3+^(H_2_As^5+^O_4_)_3_·5H_2_O,As,5
Kaatialaite,Fe^3+^(H_2_As^5+^O_4_)_3_·5H_2_O,O,-2
Kadyrelite,([Hg^1+^]_2_)_3_OBr_3_(OH),Hg,1
Kadyrelite,([Hg^1+^]_2_)_3_OBr_3_(OH),O,-2
Kadyrelite,([Hg^1+^]_2_)_3_OBr_3_(OH),Br,0
Kadyrelite,([Hg^1+^]_2_)_3_OBr_3_(OH),H,1
Kaersutite,NaCa_2_(Mg_3_AlTi^4+^)(Si_6_Al_2_)O_22_O_2_,Na,0
Kaersutite,NaCa_2_(Mg_3_AlTi^4+^)(Si_6_Al_2_)O_22_O_2_,Ca,0
Kaersutite,NaCa_2_(Mg_3_AlTi^4+^)(Si_6_Al_2_)O_22_O_2_,Mg,0
Kaersutite,NaCa_2_(Mg_3_AlTi^4+^)(Si_6_Al_2_)O_22_O_2_,Al,0
Kaersutite,NaCa_2_(Mg_3_AlTi^4+^)(Si_6_Al_2_)O_22_O_2_,Ti,4
Kaersutite,NaCa_2_(Mg_3_AlTi^4+^)(Si_6_Al_2_)O_22_O_2_,Si,0
Kaersutite,NaCa_2_(Mg_3_AlTi^4+^)(Si_6_Al_2_)O_22_O_2_,O,-2
Kahlerite,Fe^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·12H_2_O,Fe,2
Kahlerite,Fe^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·12H_2_O,U,6
Kahlerite,Fe^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·12H_2_O,O,-2
Kahlerite,Fe^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·12H_2_O,As,5
Kahlerite,Fe^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·12H_2_O,H,1
Kainite,KMg(S^6+^O_4_)Cl·3H_2_O,K,0
Kainite,KMg(S^6+^O_4_)Cl·3H_2_O,Mg,0
Kainite,KMg(S^6+^O_4_)Cl·3H_2_O,S,6
Kainite,KMg(S^6+^O_4_)Cl·3H_2_O,O,-2
Kainite,KMg(S^6+^O_4_)Cl·3H_2_O,Cl,0
Kainite,KMg(S^6+^O_4_)Cl·3H_2_O,H,1
Kainosite-(Y),Ca_2_Y_2_(SiO_3_)_4_(CO_3_)·H_2_O,Ca,0
Kainosite-(Y),Ca_2_Y_2_(SiO_3_)_4_(CO_3_)·H_2_O,Y,0
Kainosite-(Y),Ca_2_Y_2_(SiO_3_)_4_(CO_3_)·H_2_O,Si,0
Kainosite-(Y),Ca_2_Y_2_(SiO_3_)_4_(CO_3_)·H_2_O,O,-2
Kainosite-(Y),Ca_2_Y_2_(SiO_3_)_4_(CO_3_)·H_2_O,C,0
Kainosite-(Y),Ca_2_Y_2_(SiO_3_)_4_(CO_3_)·H_2_O,H,1
Kalborsite,K_6_Al_4_BSi_6_O_20_(OH)_4_Cl,K,0
Kalborsite,K_6_Al_4_BSi_6_O_20_(OH)_4_Cl,Al,0
Kalborsite,K_6_Al_4_BSi_6_O_20_(OH)_4_Cl,B,0
Kalborsite,K_6_Al_4_BSi_6_O_20_(OH)_4_Cl,Si,0
Kalborsite,K_6_Al_4_BSi_6_O_20_(OH)_4_Cl,O,-2
Kalborsite,K_6_Al_4_BSi_6_O_20_(OH)_4_Cl,H,1
Kalborsite,K_6_Al_4_BSi_6_O_20_(OH)_4_Cl,Cl,0
Kaliborite,KHMg_2_B_12_O_16_(OH)_10_·4H_2_O,K,0
Kaliborite,KHMg_2_B_12_O_16_(OH)_10_·4H_2_O,H,1
Kaliborite,KHMg_2_B_12_O_16_(OH)_10_·4H_2_O,Mg,0
Kaliborite,KHMg_2_B_12_O_16_(OH)_10_·4H_2_O,B,0
Kaliborite,KHMg_2_B_12_O_16_(OH)_10_·4H_2_O,O,-2
Kalicinite,KH(CO_3_),K,0
Kalicinite,KH(CO_3_),H,1
Kalicinite,KH(CO_3_),C,0
Kalicinite,KH(CO_3_),O,-2
Kalifersite,K_5_Fe^3+^_7_Si_20_O_50_(OH)_6_·12H_2_O,K,0
Kalifersite,K_5_Fe^3+^_7_Si_20_O_50_(OH)_6_·12H_2_O,Fe,3
Kalifersite,K_5_Fe^3+^_7_Si_20_O_50_(OH)_6_·12H_2_O,Si,0
Kalifersite,K_5_Fe^3+^_7_Si_20_O_50_(OH)_6_·12H_2_O,O,-2
Kalifersite,K_5_Fe^3+^_7_Si_20_O_50_(OH)_6_·12H_2_O,H,1
Kalininite,Zn^2+^Cr^3+^_2_S^2-^_4_,Zn,2
Kalininite,Zn^2+^Cr^3+^_2_S^2-^_4_,Cr,3
Kalininite,Zn^2+^Cr^3+^_2_S^2-^_4_,S,-2
Kalinite,KAl(S^6+^O_4_)_2_·11H_2_O,K,0
Kalinite,KAl(S^6+^O_4_)_2_·11H_2_O,Al,0
Kalinite,KAl(S^6+^O_4_)_2_·11H_2_O,S,6
Kalinite,KAl(S^6+^O_4_)_2_·11H_2_O,O,-2
Kalinite,KAl(S^6+^O_4_)_2_·11H_2_O,H,1
Kaliophilite,KAlSiO_4_,K,0
Kaliophilite,KAlSiO_4_,Al,0
Kaliophilite,KAlSiO_4_,Si,0
Kaliophilite,KAlSiO_4_,O,-2
Kalsilite,KAlSiO_4_,K,0
Kalsilite,KAlSiO_4_,Al,0
Kalsilite,KAlSiO_4_,Si,0
Kalsilite,KAlSiO_4_,O,-2
Kambaldaite,NaNi^2+^_4_(C^4+^O_3_)_3_(OH)_3_·3H_2_O,Na,0
Kambaldaite,NaNi^2+^_4_(C^4+^O_3_)_3_(OH)_3_·3H_2_O,Ni,2
Kambaldaite,NaNi^2+^_4_(C^4+^O_3_)_3_(OH)_3_·3H_2_O,C,4
Kambaldaite,NaNi^2+^_4_(C^4+^O_3_)_3_(OH)_3_·3H_2_O,O,-2
Kambaldaite,NaNi^2+^_4_(C^4+^O_3_)_3_(OH)_3_·3H_2_O,H,1
Kamchatkite,KCu^2+^_3_O(S^6+^O_4_)_2_Cl,K,0
Kamchatkite,KCu^2+^_3_O(S^6+^O_4_)_2_Cl,Cu,2
Kamchatkite,KCu^2+^_3_O(S^6+^O_4_)_2_Cl,O,-2
Kamchatkite,KCu^2+^_3_O(S^6+^O_4_)_2_Cl,S,6
Kamchatkite,KCu^2+^_3_O(S^6+^O_4_)_2_Cl,Cl,0
Kamiokite,Fe^2+^_2_Mo^4+^_3_O_8_,Fe,2
Kamiokite,Fe^2+^_2_Mo^4+^_3_O_8_,Mo,4
Kamiokite,Fe^2+^_2_Mo^4+^_3_O_8_,O,-2
Kamitugaite,Pb^2+^Al(U^6+^O_2_)_5_(PO_4_)_2_(OH)_9_·9.5H_2_O,Pb,2
Kamitugaite,Pb^2+^Al(U^6+^O_2_)_5_(PO_4_)_2_(OH)_9_·9.5H_2_O,Al,0
Kamitugaite,Pb^2+^Al(U^6+^O_2_)_5_(PO_4_)_2_(OH)_9_·9.5H_2_O,U,6
Kamitugaite,Pb^2+^Al(U^6+^O_2_)_5_(PO_4_)_2_(OH)_9_·9.5H_2_O,O,-2
Kamitugaite,Pb^2+^Al(U^6+^O_2_)_5_(PO_4_)_2_(OH)_9_·9.5H_2_O,P,0
Kamitugaite,Pb^2+^Al(U^6+^O_2_)_5_(PO_4_)_2_(OH)_9_·9.5H_2_O,H,1
Kamotoite-(Y),Y^3+^_2_O_4_(U^6+^O_2_)_4_(CO_3_)_3_·14H_2_O,Y,3
Kamotoite-(Y),Y^3+^_2_O_4_(U^6+^O_2_)_4_(CO_3_)_3_·14H_2_O,O,-2
Kamotoite-(Y),Y^3+^_2_O_4_(U^6+^O_2_)_4_(CO_3_)_3_·14H_2_O,U,6
Kamotoite-(Y),Y^3+^_2_O_4_(U^6+^O_2_)_4_(CO_3_)_3_·14H_2_O,C,0
Kamotoite-(Y),Y^3+^_2_O_4_(U^6+^O_2_)_4_(CO_3_)_3_·14H_2_O,H,1
Kampfite,Ba_12_(Si_11_Al_5_)O_31_(CO_3_)_8_Cl_5_,Ba,0
Kampfite,Ba_12_(Si_11_Al_5_)O_31_(CO_3_)_8_Cl_5_,Si,0
Kampfite,Ba_12_(Si_11_Al_5_)O_31_(CO_3_)_8_Cl_5_,Al,0
Kampfite,Ba_12_(Si_11_Al_5_)O_31_(CO_3_)_8_Cl_5_,O,-2
Kampfite,Ba_12_(Si_11_Al_5_)O_31_(CO_3_)_8_Cl_5_,C,0
Kampfite,Ba_12_(Si_11_Al_5_)O_31_(CO_3_)_8_Cl_5_,Cl,0
Kamphaugite-(Y),CaY^3+^(CO_3_)_2_(OH)·H_2_O,Ca,0
Kamphaugite-(Y),CaY^3+^(CO_3_)_2_(OH)·H_2_O,Y,3
Kamphaugite-(Y),CaY^3+^(CO_3_)_2_(OH)·H_2_O,C,0
Kamphaugite-(Y),CaY^3+^(CO_3_)_2_(OH)·H_2_O,O,-2
Kamphaugite-(Y),CaY^3+^(CO_3_)_2_(OH)·H_2_O,H,1
Kanemite,HNaSi_2_O_5_·3H_2_O,H,1
Kanemite,HNaSi_2_O_5_·3H_2_O,Na,0
Kanemite,HNaSi_2_O_5_·3H_2_O,Si,0
Kanemite,HNaSi_2_O_5_·3H_2_O,O,-2
Kankite,Fe^3+^As^5+^O_4_·3.5H_2_O,Fe,3
Kankite,Fe^3+^As^5+^O_4_·3.5H_2_O,As,5
Kankite,Fe^3+^As^5+^O_4_·3.5H_2_O,O,-2
Kankite,Fe^3+^As^5+^O_4_·3.5H_2_O,H,1
Kanoite,Mn^2+^MgSi_2_O_6_,Mn,2
Kanoite,Mn^2+^MgSi_2_O_6_,Mg,0
Kanoite,Mn^2+^MgSi_2_O_6_,Si,0
Kanoite,Mn^2+^MgSi_2_O_6_,O,-2
Kanonerovite,Na_3_Mn^2+^P_3_O_10_·12H_2_O,Na,0
Kanonerovite,Na_3_Mn^2+^P_3_O_10_·12H_2_O,Mn,2
Kanonerovite,Na_3_Mn^2+^P_3_O_10_·12H_2_O,P,0
Kanonerovite,Na_3_Mn^2+^P_3_O_10_·12H_2_O,O,-2
Kanonerovite,Na_3_Mn^2+^P_3_O_10_·12H_2_O,H,1
Kaolinite,Al_2_Si_2_O_5_(OH)_4_,Al,0
Kaolinite,Al_2_Si_2_O_5_(OH)_4_,Si,0
Kaolinite,Al_2_Si_2_O_5_(OH)_4_,O,-2
Kaolinite,Al_2_Si_2_O_5_(OH)_4_,H,1
Kapitsaite-(Y),Ba_4_Y_2_Si_8_B_4_O_28_F,Ba,0
Kapitsaite-(Y),Ba_4_Y_2_Si_8_B_4_O_28_F,Y,0
Kapitsaite-(Y),Ba_4_Y_2_Si_8_B_4_O_28_F,Si,0
Kapitsaite-(Y),Ba_4_Y_2_Si_8_B_4_O_28_F,B,0
Kapitsaite-(Y),Ba_4_Y_2_Si_8_B_4_O_28_F,O,-2
Kapitsaite-(Y),Ba_4_Y_2_Si_8_B_4_O_28_F,F,0
Karelianite,V^3+^_2_O_3_,V,3
Karelianite,V^3+^_2_O_3_,O,-2
Karibibite,Fe^3+^_3_(As^3+^O_2_)_4_(As^3+^_2_O_5_)(OH),Fe,3
Karibibite,Fe^3+^_3_(As^3+^O_2_)_4_(As^3+^_2_O_5_)(OH),As,3
Karibibite,Fe^3+^_3_(As^3+^O_2_)_4_(As^3+^_2_O_5_)(OH),As,3
Karibibite,Fe^3+^_3_(As^3+^O_2_)_4_(As^3+^_2_O_5_)(OH),O,-2
Karibibite,Fe^3+^_3_(As^3+^O_2_)_4_(As^3+^_2_O_5_)(OH),H,1
Karlite,"(Mg,Al)_6.5_(BO_3_)_3_(OH)_4_([box],Cl)_0.5_",Mg,0
Karlite,"(Mg,Al)_6.5_(BO_3_)_3_(OH)_4_([box],Cl)_0.5_",Al,0
Karlite,"(Mg,Al)_6.5_(BO_3_)_3_(OH)_4_([box],Cl)_0.5_",B,0
Karlite,"(Mg,Al)_6.5_(BO_3_)_3_(OH)_4_([box],Cl)_0.5_",O,-2
Karlite,"(Mg,Al)_6.5_(BO_3_)_3_(OH)_4_([box],Cl)_0.5_",H,1
Karlite,"(Mg,Al)_6.5_(BO_3_)_3_(OH)_4_([box],Cl)_0.5_",Cl,0
Kashinite,Ir^3+^_2_S^2-^_3_,Ir,3
Kashinite,Ir^3+^_2_S^2-^_3_,S,-2
Kasolite,Pb^2+^(U^6+^O_2_)SiO_4_·H_2_O,Pb,2
Kasolite,Pb^2+^(U^6+^O_2_)SiO_4_·H_2_O,U,6
Kasolite,Pb^2+^(U^6+^O_2_)SiO_4_·H_2_O,O,-2
Kasolite,Pb^2+^(U^6+^O_2_)SiO_4_·H_2_O,Si,0
Kasolite,Pb^2+^(U^6+^O_2_)SiO_4_·H_2_O,H,1
Kassite,CaTi^4+^_2_O_4_(OH)_2_,Ca,0
Kassite,CaTi^4+^_2_O_4_(OH)_2_,Ti,4
Kassite,CaTi^4+^_2_O_4_(OH)_2_,O,-2
Kassite,CaTi^4+^_2_O_4_(OH)_2_,H,1
Kastningite,Mn^2+^Al_2_(PO_4_)_2_(OH)_2_·8H_2_O,Mn,2
Kastningite,Mn^2+^Al_2_(PO_4_)_2_(OH)_2_·8H_2_O,Al,0
Kastningite,Mn^2+^Al_2_(PO_4_)_2_(OH)_2_·8H_2_O,P,0
Kastningite,Mn^2+^Al_2_(PO_4_)_2_(OH)_2_·8H_2_O,O,-2
