mineral_name,rruff_chemistry,element,redox
Sonoraite,Fe^3+^Te^4+^O_3_(OH)·H_2_O,Fe,3
Sonoraite,Fe^3+^Te^4+^O_3_(OH)·H_2_O,Te,4
Sonoraite,Fe^3+^Te^4+^O_3_(OH)·H_2_O,O,-2
Sonoraite,Fe^3+^Te^4+^O_3_(OH)·H_2_O,H,1
Sopcheite,Ag_4_Pd_3_Te_4_,Ag,0
Sopcheite,Ag_4_Pd_3_Te_4_,Pd,0
Sopcheite,Ag_4_Pd_3_Te_4_,Te,0
Sofiite,Zn^2+^_2_(Se^4+^O_3_)Cl^1-^_2_,Zn,2
Sofiite,Zn^2+^_2_(Se^4+^O_3_)Cl^1-^_2_,Se,4
Sofiite,Zn^2+^_2_(Se^4+^O_3_)Cl^1-^_2_,O,-2
Sofiite,Zn^2+^_2_(Se^4+^O_3_)Cl^1-^_2_,Cl,-1
Sorbyite,"Pb_9_Cu(Sb,As)_11_S_26_",Pb,0
Sorbyite,"Pb_9_Cu(Sb,As)_11_S_26_",Cu,0
Sorbyite,"Pb_9_Cu(Sb,As)_11_S_26_",Sb,0
Sorbyite,"Pb_9_Cu(Sb,As)_11_S_26_",As,0
Sorbyite,"Pb_9_Cu(Sb,As)_11_S_26_",S,0
Sorensenite,Na_4_Be_2_Sn(Si_3_O_9_)_2_·2H_2_O,Na,0
Sorensenite,Na_4_Be_2_Sn(Si_3_O_9_)_2_·2H_2_O,Be,0
Sorensenite,Na_4_Be_2_Sn(Si_3_O_9_)_2_·2H_2_O,Sn,0
Sorensenite,Na_4_Be_2_Sn(Si_3_O_9_)_2_·2H_2_O,Si,0
Sorensenite,Na_4_Be_2_Sn(Si_3_O_9_)_2_·2H_2_O,O,-2
Sorensenite,Na_4_Be_2_Sn(Si_3_O_9_)_2_·2H_2_O,H,1
Sosedkoite,K_5_Al_2_Ta_22_O_60_,K,0
Sosedkoite,K_5_Al_2_Ta_22_O_60_,Al,0
Sosedkoite,K_5_Al_2_Ta_22_O_60_,Ta,0
Sosedkoite,K_5_Al_2_Ta_22_O_60_,O,-2
Soucekite,"CuPbBi(S,Se)_3_",Cu,0
Soucekite,"CuPbBi(S,Se)_3_",Pb,0
Soucekite,"CuPbBi(S,Se)_3_",Bi,0
Soucekite,"CuPbBi(S,Se)_3_",S,0
Soucekite,"CuPbBi(S,Se)_3_",Se,0
Souzalite,Mg_3_Al_4_(PO_4_)_4_(OH)_6_·2H_2_O,Mg,0
Souzalite,Mg_3_Al_4_(PO_4_)_4_(OH)_6_·2H_2_O,Al,0
Souzalite,Mg_3_Al_4_(PO_4_)_4_(OH)_6_·2H_2_O,P,0
Souzalite,Mg_3_Al_4_(PO_4_)_4_(OH)_6_·2H_2_O,O,-2
Souzalite,Mg_3_Al_4_(PO_4_)_4_(OH)_6_·2H_2_O,H,1
Spangolite,Cu^2+^_6_AlS^6+^O_4_(OH)_12_Cl·3H_2_O,Cu,2
Spangolite,Cu^2+^_6_AlS^6+^O_4_(OH)_12_Cl·3H_2_O,Al,0
Spangolite,Cu^2+^_6_AlS^6+^O_4_(OH)_12_Cl·3H_2_O,S,6
Spangolite,Cu^2+^_6_AlS^6+^O_4_(OH)_12_Cl·3H_2_O,O,-2
Spangolite,Cu^2+^_6_AlS^6+^O_4_(OH)_12_Cl·3H_2_O,H,1
Spangolite,Cu^2+^_6_AlS^6+^O_4_(OH)_12_Cl·3H_2_O,Cl,0
Spencerite,Zn^2+^_4_(P^5+^O_4_)_2_(OH)_2_·3H_2_O,Zn,2
Spencerite,Zn^2+^_4_(P^5+^O_4_)_2_(OH)_2_·3H_2_O,P,5
Spencerite,Zn^2+^_4_(P^5+^O_4_)_2_(OH)_2_·3H_2_O,O,-2
Spencerite,Zn^2+^_4_(P^5+^O_4_)_2_(OH)_2_·3H_2_O,H,1
Sperrylite,PtAs_2_,Pt,0
Sperrylite,PtAs_2_,As,0
Spertiniite,Cu^2+^(OH)_2_,Cu,2
Spertiniite,Cu^2+^(OH)_2_,O,-2
Spertiniite,Cu^2+^(OH)_2_,H,1
Spessartine,Mn^2+^_3_Al_2_(SiO_4_)_3_,Mn,2
Spessartine,Mn^2+^_3_Al_2_(SiO_4_)_3_,Al,0
Spessartine,Mn^2+^_3_Al_2_(SiO_4_)_3_,Si,0
Spessartine,Mn^2+^_3_Al_2_(SiO_4_)_3_,O,-2
Sphaerobertrandite,Be_3_SiO_4_(OH)_2_,Be,0
Sphaerobertrandite,Be_3_SiO_4_(OH)_2_,Si,0
Sphaerobertrandite,Be_3_SiO_4_(OH)_2_,O,-2
Sphaerobertrandite,Be_3_SiO_4_(OH)_2_,H,1
Sphaerobismoite,Bi_2_O_3_,Bi,0
Sphaerobismoite,Bi_2_O_3_,O,-2
Spherocobaltite,Co^2+^CO_3_,Co,2
Spherocobaltite,Co^2+^CO_3_,C,0
Spherocobaltite,Co^2+^CO_3_,O,-2
Sphalerite,Zn^2+^S^2-^,Zn,2
Sphalerite,Zn^2+^S^2-^,S,-2
Spinel,MgAl_2_O_4_,Mg,0
Spinel,MgAl_2_O_4_,Al,0
Spinel,MgAl_2_O_4_,O,-2
Spionkopite,Cu_1.32_S,Cu,0
Spionkopite,Cu_1.32_S,S,0
Spiroffite,Mn^2+^_2_Te^4+^_3_O_8_,Mn,2
Spiroffite,Mn^2+^_2_Te^4+^_3_O_8_,Te,4
Spiroffite,Mn^2+^_2_Te^4+^_3_O_8_,O,-2
Spodumene,LiAlSi_2_O_6_,Li,0
Spodumene,LiAlSi_2_O_6_,Al,0
Spodumene,LiAlSi_2_O_6_,Si,0
Spodumene,LiAlSi_2_O_6_,O,-2
Spurrite,Ca_5_(SiO_4_)_2_(CO_3_),Ca,0
Spurrite,Ca_5_(SiO_4_)_2_(CO_3_),Si,0
Spurrite,Ca_5_(SiO_4_)_2_(CO_3_),O,-2
Spurrite,Ca_5_(SiO_4_)_2_(CO_3_),C,0
Srebrodolskite,Ca_2_Fe^3+^_2_O_5_,Ca,0
Srebrodolskite,Ca_2_Fe^3+^_2_O_5_,Fe,3
Srebrodolskite,Ca_2_Fe^3+^_2_O_5_,O,-2
Srilankite,Ti^4+^_2_Zr^4+^O_6_,Ti,4
Srilankite,Ti^4+^_2_Zr^4+^O_6_,Zr,4
Srilankite,Ti^4+^_2_Zr^4+^O_6_,O,-2
Stalderite,Cu^1+^Zn^2+^_2_Tl^1+^As^3+^_2_S^2-^_6_,Tl,1
Stalderite,Cu^1+^Zn^2+^_2_Tl^1+^As^3+^_2_S^2-^_6_,Cu,1
Stalderite,Cu^1+^Zn^2+^_2_Tl^1+^As^3+^_2_S^2-^_6_,Zn,2
Stalderite,Cu^1+^Zn^2+^_2_Tl^1+^As^3+^_2_S^2-^_6_,Fe,0
Stalderite,Cu^1+^Zn^2+^_2_Tl^1+^As^3+^_2_S^2-^_6_,Hg,0
Stalderite,Cu^1+^Zn^2+^_2_Tl^1+^As^3+^_2_S^2-^_6_,As,3
Stalderite,Cu^1+^Zn^2+^_2_Tl^1+^As^3+^_2_S^2-^_6_,S,-2
Stanekite,Fe^3+^Mn^2+^O(PO_4_),Fe,3
Stanekite,Fe^3+^Mn^2+^O(PO_4_),Mn,2
Stanekite,Fe^3+^Mn^2+^O(PO_4_),O,-2
Stanekite,Fe^3+^Mn^2+^O(PO_4_),P,0
Stannite,Cu^1+^_2_Fe^2+^Sn^4+^S^2-^_4_,Cu,1
Stannite,Cu^1+^_2_Fe^2+^Sn^4+^S^2-^_4_,Fe,2
Stannite,Cu^1+^_2_Fe^2+^Sn^4+^S^2-^_4_,Sn,4
Stannite,Cu^1+^_2_Fe^2+^Sn^4+^S^2-^_4_,S,-2
Stannoidite,"Cu^1+^_8_Fe^3+^_2_(Fe^2+^,Zn^2+^)Sn^4+^_2_S^2-^_12_",Cu,1
Stannoidite,"Cu^1+^_8_Fe^3+^_2_(Fe^2+^,Zn^2+^)Sn^4+^_2_S^2-^_12_",Fe,3
Stannoidite,"Cu^1+^_8_Fe^3+^_2_(Fe^2+^,Zn^2+^)Sn^4+^_2_S^2-^_12_",Fe,2
Stannoidite,"Cu^1+^_8_Fe^3+^_2_(Fe^2+^,Zn^2+^)Sn^4+^_2_S^2-^_12_",Zn,2
Stannoidite,"Cu^1+^_8_Fe^3+^_2_(Fe^2+^,Zn^2+^)Sn^4+^_2_S^2-^_12_",Sn,4
Stannoidite,"Cu^1+^_8_Fe^3+^_2_(Fe^2+^,Zn^2+^)Sn^4+^_2_S^2-^_12_",S,-2
Starkeyite,MgS^6+^O_4_·4H_2_O,Mg,0
Starkeyite,MgS^6+^O_4_·4H_2_O,S,6
Starkeyite,MgS^6+^O_4_·4H_2_O,O,-2
Starkeyite,MgS^6+^O_4_·4H_2_O,H,1
Staurolite,Fe^2+^_2_Al_9_Si_4_O_23_(OH),Fe,2
Staurolite,Fe^2+^_2_Al_9_Si_4_O_23_(OH),Al,0
Staurolite,Fe^2+^_2_Al_9_Si_4_O_23_(OH),Si,0
Staurolite,Fe^2+^_2_Al_9_Si_4_O_23_(OH),O,-2
Staurolite,Fe^2+^_2_Al_9_Si_4_O_23_(OH),H,1
Steacyite,"K_0.3_(Na,Ca)_2_ThSi_8_O_20_",K,0
Steacyite,"K_0.3_(Na,Ca)_2_ThSi_8_O_20_",Na,0
Steacyite,"K_0.3_(Na,Ca)_2_ThSi_8_O_20_",Ca,0
Steacyite,"K_0.3_(Na,Ca)_2_ThSi_8_O_20_",Th,0
Steacyite,"K_0.3_(Na,Ca)_2_ThSi_8_O_20_",Si,0
Steacyite,"K_0.3_(Na,Ca)_2_ThSi_8_O_20_",O,-2
Steenstrupine-(Ce),Na_14_Ce^3+^_6_Mn^2+^Mn^3+^Fe^3+^_2_Zr^4+^(P^5+^O_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O,Na,0
Steenstrupine-(Ce),Na_14_Ce^3+^_6_Mn^2+^Mn^3+^Fe^3+^_2_Zr^4+^(P^5+^O_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O,Ce,3
Steenstrupine-(Ce),Na_14_Ce^3+^_6_Mn^2+^Mn^3+^Fe^3+^_2_Zr^4+^(P^5+^O_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O,Mn,2
Steenstrupine-(Ce),Na_14_Ce^3+^_6_Mn^2+^Mn^3+^Fe^3+^_2_Zr^4+^(P^5+^O_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O,Mn,3
Steenstrupine-(Ce),Na_14_Ce^3+^_6_Mn^2+^Mn^3+^Fe^3+^_2_Zr^4+^(P^5+^O_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O,Fe,3
Steenstrupine-(Ce),Na_14_Ce^3+^_6_Mn^2+^Mn^3+^Fe^3+^_2_Zr^4+^(P^5+^O_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O,Zr,4
Steenstrupine-(Ce),Na_14_Ce^3+^_6_Mn^2+^Mn^3+^Fe^3+^_2_Zr^4+^(P^5+^O_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O,P,5
Steenstrupine-(Ce),Na_14_Ce^3+^_6_Mn^2+^Mn^3+^Fe^3+^_2_Zr^4+^(P^5+^O_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O,O,-2
Steenstrupine-(Ce),Na_14_Ce^3+^_6_Mn^2+^Mn^3+^Fe^3+^_2_Zr^4+^(P^5+^O_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O,Si,0
Steenstrupine-(Ce),Na_14_Ce^3+^_6_Mn^2+^Mn^3+^Fe^3+^_2_Zr^4+^(P^5+^O_4_)_7_Si_12_O_36_(OH)_2_·3H_2_O,H,1
Stellerite,Ca_4_(Si_28_Al_8_)O_72_·28H_2_O,Ca,0
Stellerite,Ca_4_(Si_28_Al_8_)O_72_·28H_2_O,Si,0
Stellerite,Ca_4_(Si_28_Al_8_)O_72_·28H_2_O,Al,0
Stellerite,Ca_4_(Si_28_Al_8_)O_72_·28H_2_O,O,-2
Stellerite,Ca_4_(Si_28_Al_8_)O_72_·28H_2_O,H,1
Stenhuggarite,CaFe^3+^Sb^3+^As^3+^_2_O_7_,Ca,0
Stenhuggarite,CaFe^3+^Sb^3+^As^3+^_2_O_7_,Fe,3
Stenhuggarite,CaFe^3+^Sb^3+^As^3+^_2_O_7_,Sb,3
Stenhuggarite,CaFe^3+^Sb^3+^As^3+^_2_O_7_,As,3
Stenhuggarite,CaFe^3+^Sb^3+^As^3+^_2_O_7_,O,-2
Stenonite,Sr_2_Al(CO_3_)F_5_,Sr,0
Stenonite,Sr_2_Al(CO_3_)F_5_,Al,0
Stenonite,Sr_2_Al(CO_3_)F_5_,C,0
Stenonite,Sr_2_Al(CO_3_)F_5_,O,-2
Stenonite,Sr_2_Al(CO_3_)F_5_,F,0
Stepanovite,NaMgFe^3+^((C_2_)^6+^O_4_)_3_·8-9H_2_O,Na,0
Stepanovite,NaMgFe^3+^((C_2_)^6+^O_4_)_3_·8-9H_2_O,Mg,0
Stepanovite,NaMgFe^3+^((C_2_)^6+^O_4_)_3_·8-9H_2_O,Fe,3
Stepanovite,NaMgFe^3+^((C_2_)^6+^O_4_)_3_·8-9H_2_O,C,0
Stepanovite,NaMgFe^3+^((C_2_)^6+^O_4_)_3_·8-9H_2_O,O,-2
Stepanovite,NaMgFe^3+^((C_2_)^6+^O_4_)_3_·8-9H_2_O,H,1
Stephanite,Ag_5_SbS_4_,Ag,0
Stephanite,Ag_5_SbS_4_,Sb,0
Stephanite,Ag_5_SbS_4_,S,0
Stercorite,(N^3-^H_4_)Na(PO_3_OH)·4H_2_O,N,-3
Stercorite,(N^3-^H_4_)Na(PO_3_OH)·4H_2_O,H,1
Stercorite,(N^3-^H_4_)Na(PO_3_OH)·4H_2_O,Na,0
Stercorite,(N^3-^H_4_)Na(PO_3_OH)·4H_2_O,P,0
Stercorite,(N^3-^H_4_)Na(PO_3_OH)·4H_2_O,O,-2
Sterlinghillite,Mn^2+^_3_(As^5+^O_4_)_2_·3H_2_O,Mn,2
Sterlinghillite,Mn^2+^_3_(As^5+^O_4_)_2_·3H_2_O,As,5
Sterlinghillite,Mn^2+^_3_(As^5+^O_4_)_2_·3H_2_O,O,-2
Sterlinghillite,Mn^2+^_3_(As^5+^O_4_)_2_·3H_2_O,H,1
Sternbergite,Ag^1+^Fe_2_S^2-^_3_,Ag,1
Sternbergite,Ag^1+^Fe_2_S^2-^_3_,Fe,0
Sternbergite,Ag^1+^Fe_2_S^2-^_3_,S,-2
Stetefeldtite,"Ag_2_Sb_2_(O,OH)_7_",Ag,0
Stetefeldtite,"Ag_2_Sb_2_(O,OH)_7_",Sb,0
Stetefeldtite,"Ag_2_Sb_2_(O,OH)_7_",O,-2
Stetefeldtite,"Ag_2_Sb_2_(O,OH)_7_",H,1
Stevensite,"(Ca_0_._5_,Na)_0_._3_Mg_3_Si_4_O_10_(OH)_2_",Ca,0
Stevensite,"(Ca_0_._5_,Na)_0_._3_Mg_3_Si_4_O_10_(OH)_2_",Na,0
Stevensite,"(Ca_0_._5_,Na)_0_._3_Mg_3_Si_4_O_10_(OH)_2_",Mg,0
Stevensite,"(Ca_0_._5_,Na)_0_._3_Mg_3_Si_4_O_10_(OH)_2_",Si,0
Stevensite,"(Ca_0_._5_,Na)_0_._3_Mg_3_Si_4_O_10_(OH)_2_",O,-2
Stevensite,"(Ca_0_._5_,Na)_0_._3_Mg_3_Si_4_O_10_(OH)_2_",H,1
Stewartite,Mn^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·8H_2_O,Mn,2
Stewartite,Mn^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·8H_2_O,Fe,3
Stewartite,Mn^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·8H_2_O,P,0
Stewartite,Mn^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·8H_2_O,O,-2
Stewartite,Mn^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_·8H_2_O,H,1
Stibarsen,SbAs,Sb,0
Stibarsen,SbAs,As,0
Stibiconite,Sb^3+^Sb^5+^_2_O_6_(OH),Sb,3
Stibiconite,Sb^3+^Sb^5+^_2_O_6_(OH),Sb,5
Stibiconite,Sb^3+^Sb^5+^_2_O_6_(OH),O,-2
Stibiconite,Sb^3+^Sb^5+^_2_O_6_(OH),H,1
Oxycalciopyrochlore,Ca_2_Nb^5+^_2_O_6_O,Ca,0
Oxycalciopyrochlore,Ca_2_Nb^5+^_2_O_6_O,Nb,5
Oxycalciopyrochlore,Ca_2_Nb^5+^_2_O_6_O,O,-2
Stibiocolumbite,Sb^3+^Nb^5+^O_4_,Sb,3
Stibiocolumbite,Sb^3+^Nb^5+^O_4_,Nb,5
Stibiocolumbite,Sb^3+^Nb^5+^O_4_,O,-2
Stibiocolusite,"Cu^1+^_12_Cu^2+^V^3+^(Sb^5+^,Sn^4+^,As^5+^)_3_S^2-^_16_",Cu,1
Stibiocolusite,"Cu^1+^_12_Cu^2+^V^3+^(Sb^5+^,Sn^4+^,As^5+^)_3_S^2-^_16_",Cu,2
Stibiocolusite,"Cu^1+^_12_Cu^2+^V^3+^(Sb^5+^,Sn^4+^,As^5+^)_3_S^2-^_16_",V,3
Stibiocolusite,"Cu^1+^_12_Cu^2+^V^3+^(Sb^5+^,Sn^4+^,As^5+^)_3_S^2-^_16_",Sb,5
Stibiocolusite,"Cu^1+^_12_Cu^2+^V^3+^(Sb^5+^,Sn^4+^,As^5+^)_3_S^2-^_16_",Sn,4
Stibiocolusite,"Cu^1+^_12_Cu^2+^V^3+^(Sb^5+^,Sn^4+^,As^5+^)_3_S^2-^_16_",As,5
Stibiocolusite,"Cu^1+^_12_Cu^2+^V^3+^(Sb^5+^,Sn^4+^,As^5+^)_3_S^2-^_16_",S,-2
Oxystibiomicrolite,"(Sb^3+^,Ca)_2_Ta_2_O_6_O",Sb,3
Oxystibiomicrolite,"(Sb^3+^,Ca)_2_Ta_2_O_6_O",Ca,0
Oxystibiomicrolite,"(Sb^3+^,Ca)_2_Ta_2_O_6_O",Ta,0
Oxystibiomicrolite,"(Sb^3+^,Ca)_2_Ta_2_O_6_O",O,-2
Stibiopalladinite,Pd_5_Sb_2_,Pd,0
Stibiopalladinite,Pd_5_Sb_2_,Sb,0
Stibiotantalite,Sb^3+^Ta^5+^O_4_,Sb,3
Stibiotantalite,Sb^3+^Ta^5+^O_4_,Ta,5
Stibiotantalite,Sb^3+^Ta^5+^O_4_,O,-2
Stibivanite,Sb^3+^_2_V^4+^O_5_,Sb,3
Stibivanite,Sb^3+^_2_V^4+^O_5_,V,4
Stibivanite,Sb^3+^_2_V^4+^O_5_,O,-2
Stibnite,Sb_2_S_3_,Sb,0
Stibnite,Sb_2_S_3_,S,0
Stichtite,Mg_6_Cr^3+^_2_CO_3_(OH)_16_·4H_2_O,Mg,0
Stichtite,Mg_6_Cr^3+^_2_CO_3_(OH)_16_·4H_2_O,Cr,3
Stichtite,Mg_6_Cr^3+^_2_CO_3_(OH)_16_·4H_2_O,C,0
Stichtite,Mg_6_Cr^3+^_2_CO_3_(OH)_16_·4H_2_O,O,-2
Stichtite,Mg_6_Cr^3+^_2_CO_3_(OH)_16_·4H_2_O,H,1
Stilbite-Ca,NaCa_4_(Si_27_Al_9_)O_72_·28H_2_O,Na,0
Stilbite-Ca,NaCa_4_(Si_27_Al_9_)O_72_·28H_2_O,Ca,0
Stilbite-Ca,NaCa_4_(Si_27_Al_9_)O_72_·28H_2_O,Si,0
Stilbite-Ca,NaCa_4_(Si_27_Al_9_)O_72_·28H_2_O,Al,0
Stilbite-Ca,NaCa_4_(Si_27_Al_9_)O_72_·28H_2_O,O,-2
Stilbite-Ca,NaCa_4_(Si_27_Al_9_)O_72_·28H_2_O,H,1
Stilbite-Na,Na_9_(Si_27_Al_9_)O_72_·28H_2_O,Na,0
Stilbite-Na,Na_9_(Si_27_Al_9_)O_72_·28H_2_O,Si,0
Stilbite-Na,Na_9_(Si_27_Al_9_)O_72_·28H_2_O,Al,0
Stilbite-Na,Na_9_(Si_27_Al_9_)O_72_·28H_2_O,O,-2
Stilbite-Na,Na_9_(Si_27_Al_9_)O_72_·28H_2_O,H,1
Stilleite,Zn^2+^Se^2-^,Zn,2
Stilleite,Zn^2+^Se^2-^,Se,-2
Stillwaterite,Pd_8_As_3_,Pd,0
Stillwaterite,Pd_8_As_3_,As,0
Stillwellite-(Ce),CeBSiO_5_,Ce,0
Stillwellite-(Ce),CeBSiO_5_,B,0
Stillwellite-(Ce),CeBSiO_5_,Si,0
Stillwellite-(Ce),CeBSiO_5_,O,-2
Stilpnomelane,"(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O",K,0
Stilpnomelane,"(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O",Ca,0
Stilpnomelane,"(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O",Na,0
Stilpnomelane,"(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O",Fe,2
Stilpnomelane,"(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O",Fe,3
Stilpnomelane,"(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O",Mg,0
Stilpnomelane,"(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O",Al,0
Stilpnomelane,"(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O",Si,0
Stilpnomelane,"(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O",O,-2
Stilpnomelane,"(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O",H,1
Stishovite,SiO_2_,Si,0
Stishovite,SiO_2_,O,-2
Stistaite,SnSb,Sn,0
Stistaite,SnSb,Sb,0
Stokesite,CaSnSi_3_O_9_·2H_2_O,Ca,0
Stokesite,CaSnSi_3_O_9_·2H_2_O,Sn,0
Stokesite,CaSnSi_3_O_9_·2H_2_O,Si,0
Stokesite,CaSnSi_3_O_9_·2H_2_O,O,-2
Stokesite,CaSnSi_3_O_9_·2H_2_O,H,1
Stolzite,PbWO_4_,Pb,0
Stolzite,PbWO_4_,W,0
Stolzite,PbWO_4_,O,-2
Stoppaniite,Fe^3+^_2_Be_3_Si_6_O_18_·H_2_O,Fe,3
Stoppaniite,Fe^3+^_2_Be_3_Si_6_O_18_·H_2_O,Be,0
Stoppaniite,Fe^3+^_2_Be_3_Si_6_O_18_·H_2_O,Si,0
Stoppaniite,Fe^3+^_2_Be_3_Si_6_O_18_·H_2_O,O,-2
Stoppaniite,Fe^3+^_2_Be_3_Si_6_O_18_·H_2_O,H,1
Stottite,Fe^2+^Ge^4+^(OH)_6_,Fe,2
Stottite,Fe^2+^Ge^4+^(OH)_6_,Ge,4
Stottite,Fe^2+^Ge^4+^(OH)_6_,O,-2
Stottite,Fe^2+^Ge^4+^(OH)_6_,H,1
Straczekite,"(Ca,K,Ba)V^4+^_2_V^5+^_6_O_20_·3H_2_O",Ca,0
Straczekite,"(Ca,K,Ba)V^4+^_2_V^5+^_6_O_20_·3H_2_O",K,0
Straczekite,"(Ca,K,Ba)V^4+^_2_V^5+^_6_O_20_·3H_2_O",Ba,0
Straczekite,"(Ca,K,Ba)V^4+^_2_V^5+^_6_O_20_·3H_2_O",V,4
Straczekite,"(Ca,K,Ba)V^4+^_2_V^5+^_6_O_20_·3H_2_O",V,5
Straczekite,"(Ca,K,Ba)V^4+^_2_V^5+^_6_O_20_·3H_2_O",O,-2
Straczekite,"(Ca,K,Ba)V^4+^_2_V^5+^_6_O_20_·3H_2_O",H,1
Stranskiite,Cu^2+^Zn^2+^_2_(As^5+^O_4_)_2_,Cu,2
Stranskiite,Cu^2+^Zn^2+^_2_(As^5+^O_4_)_2_,Zn,2
Stranskiite,Cu^2+^Zn^2+^_2_(As^5+^O_4_)_2_,As,5
Stranskiite,Cu^2+^Zn^2+^_2_(As^5+^O_4_)_2_,O,-2
Strashimirite,Cu^2+^_4_(As^5+^O_4_)_2_(OH)_2_·2.5H_2_O,Cu,2
Strashimirite,Cu^2+^_4_(As^5+^O_4_)_2_(OH)_2_·2.5H_2_O,As,5
Strashimirite,Cu^2+^_4_(As^5+^O_4_)_2_(OH)_2_·2.5H_2_O,O,-2
Strashimirite,Cu^2+^_4_(As^5+^O_4_)_2_(OH)_2_·2.5H_2_O,H,1
Stratlingite,"Ca_2_Al(Si,Al)_2_O_2_(OH)_10_·2.25H_2_O",Ca,0
Stratlingite,"Ca_2_Al(Si,Al)_2_O_2_(OH)_10_·2.25H_2_O",Al,0
Stratlingite,"Ca_2_Al(Si,Al)_2_O_2_(OH)_10_·2.25H_2_O",Si,0
Stratlingite,"Ca_2_Al(Si,Al)_2_O_2_(OH)_10_·2.25H_2_O",O,-2
Stratlingite,"Ca_2_Al(Si,Al)_2_O_2_(OH)_10_·2.25H_2_O",H,1
Strelkinite,Na_2_(U^6+^O_2_)_2_(V^5+^O_4_)_2_·6H_2_O,Na,0
Strelkinite,Na_2_(U^6+^O_2_)_2_(V^5+^O_4_)_2_·6H_2_O,U,6
Strelkinite,Na_2_(U^6+^O_2_)_2_(V^5+^O_4_)_2_·6H_2_O,O,-2
Strelkinite,Na_2_(U^6+^O_2_)_2_(V^5+^O_4_)_2_·6H_2_O,V,5
Strelkinite,Na_2_(U^6+^O_2_)_2_(V^5+^O_4_)_2_·6H_2_O,H,1
Strengite,Fe^3+^PO_4_·2H_2_O,Fe,3
Strengite,Fe^3+^PO_4_·2H_2_O,P,0
Strengite,Fe^3+^PO_4_·2H_2_O,O,-2
Strengite,Fe^3+^PO_4_·2H_2_O,H,1
Stringhamite,CaCu^2+^SiO_4_·H_2_O,Ca,0
Stringhamite,CaCu^2+^SiO_4_·H_2_O,Cu,2
Stringhamite,CaCu^2+^SiO_4_·H_2_O,Si,0
Stringhamite,CaCu^2+^SiO_4_·H_2_O,O,-2
Stringhamite,CaCu^2+^SiO_4_·H_2_O,H,1
Stromeyerite,CuAgS,Cu,0
Stromeyerite,CuAgS,Ag,0
Stromeyerite,CuAgS,S,0
Stronalsite,Na_2_SrAl_4_Si_4_O_16_,Na,0
Stronalsite,Na_2_SrAl_4_Si_4_O_16_,Sr,0
Stronalsite,Na_2_SrAl_4_Si_4_O_16_,Al,0
Stronalsite,Na_2_SrAl_4_Si_4_O_16_,Si,0
Stronalsite,Na_2_SrAl_4_Si_4_O_16_,O,-2
Strontianite,SrCO_3_,Sr,0
Strontianite,SrCO_3_,C,0
Strontianite,SrCO_3_,O,-2
Strontiodresserite,SrAl_2_(CO_3_)_2_(OH)_4_·H_2_O,Sr,0
Strontiodresserite,SrAl_2_(CO_3_)_2_(OH)_4_·H_2_O,Al,0
Strontiodresserite,SrAl_2_(CO_3_)_2_(OH)_4_·H_2_O,C,0
Strontiodresserite,SrAl_2_(CO_3_)_2_(OH)_4_·H_2_O,O,-2
Strontiodresserite,SrAl_2_(CO_3_)_2_(OH)_4_·H_2_O,H,1
Strontioginorite,SrCaB_14_O_20_(OH)_6_·5H_2_O,Sr,0
Strontioginorite,SrCaB_14_O_20_(OH)_6_·5H_2_O,Ca,0
Strontioginorite,SrCaB_14_O_20_(OH)_6_·5H_2_O,B,0
