mineral_name,chemistry_elements
Hydroxymanganopyrochlore,H
Stepite,U
Stepite,As
Stepite,O
Stepite,H
Babanekite,Cu
Babanekite,As
Babanekite,O
Babanekite,H
Cayalsite-(Y),Ca
Cayalsite-(Y),Y
Cayalsite-(Y),Al
Cayalsite-(Y),Si
Cayalsite-(Y),O
Cayalsite-(Y),F
Joanneumite,Cu
Joanneumite,C
Joanneumite,N
Joanneumite,O
Joanneumite,H
Magnesiorowlandite-(Y),Y
Magnesiorowlandite-(Y),Mg
Magnesiorowlandite-(Y),Fe
Magnesiorowlandite-(Y),Si
Magnesiorowlandite-(Y),O
Magnesiorowlandite-(Y),F
Cerchiaraite-(Al),Ba
Cerchiaraite-(Al),Al
Cerchiaraite-(Al),Si
Cerchiaraite-(Al),O
Cerchiaraite-(Al),H
Cerchiaraite-(Al),Cl
Cerchiaraite-(Fe),Ba
Cerchiaraite-(Fe),Fe
Cerchiaraite-(Fe),Si
Cerchiaraite-(Fe),O
Cerchiaraite-(Fe),H
Cerchiaraite-(Fe),Cl
Schluterite-(Y),Y
Schluterite-(Y),REE
Schluterite-(Y),Al
Schluterite-(Y),Si
Schluterite-(Y),O
Schluterite-(Y),H
Schluterite-(Y),F
Raberite,Tl
Raberite,Ag
Raberite,As
Raberite,Sb
Raberite,S
Arangasite,Al
Arangasite,S
Arangasite,O
Arangasite,P
Arangasite,F
Arangasite,H
Bobmeyerite,Pb
Bobmeyerite,Al
Bobmeyerite,Cu
Bobmeyerite,Si
Bobmeyerite,O
Bobmeyerite,S
Bobmeyerite,H
Bobmeyerite,Cl
Oxycalcioromeite,Ca
Oxycalcioromeite,Sb
Oxycalcioromeite,O
Kleberite,Fe
Kleberite,Ti
Kleberite,O
Kleberite,H
Omsite,Ni
Omsite,Fe
Omsite,O
Omsite,H
Omsite,Sb
Darrellhenryite,Na
Darrellhenryite,Li
Darrellhenryite,Al
Darrellhenryite,B
Darrellhenryite,O
Darrellhenryite,Si
Darrellhenryite,H
Manganoblodite,Na
Manganoblodite,Mn
Manganoblodite,S
Manganoblodite,O
Manganoblodite,H
Whitecapsite,H
Whitecapsite,Fe
Whitecapsite,Sb
Whitecapsite,As
Whitecapsite,O
Calciodelrioite,Ca
Calciodelrioite,V
Calciodelrioite,O
Calciodelrioite,H
Oxy-dravite,Na
Oxy-dravite,Al
Oxy-dravite,Mg
Oxy-dravite,Si
Oxy-dravite,O
Oxy-dravite,B
Oxy-dravite,H
Strontiohurlbutite,Sr
Strontiohurlbutite,Be
Strontiohurlbutite,P
Strontiohurlbutite,O
Carlfrancisite,Mn
Carlfrancisite,Mg
Carlfrancisite,Fe
Carlfrancisite,Al
Carlfrancisite,As
Carlfrancisite,O
Carlfrancisite,Si
Carlfrancisite,H
Vanadio-oxy-chromium-dravite,Na
Vanadio-oxy-chromium-dravite,V
Vanadio-oxy-chromium-dravite,Cr
Vanadio-oxy-chromium-dravite,Mg
Vanadio-oxy-chromium-dravite,Si
Vanadio-oxy-chromium-dravite,O
Vanadio-oxy-chromium-dravite,B
Vanadio-oxy-chromium-dravite,H
Minohlite,Cu
Minohlite,Zn
Minohlite,S
Minohlite,O
Minohlite,H
Voudourisite,Cd
Voudourisite,S
Voudourisite,O
Voudourisite,H
Lazaridisite,Cd
Lazaridisite,S
Lazaridisite,O
Lazaridisite,H
Fluor-tsilaisite,Na
Fluor-tsilaisite,Mn
Fluor-tsilaisite,Al
Fluor-tsilaisite,Si
Fluor-tsilaisite,O
Fluor-tsilaisite,B
Fluor-tsilaisite,H
Fluor-tsilaisite,F
Ferrochiavennite,Ca
Ferrochiavennite,Fe
Ferrochiavennite,Si
Ferrochiavennite,Al
Ferrochiavennite,Be
Ferrochiavennite,O
Ferrochiavennite,H
Markhininite,Tl
Markhininite,Bi
Markhininite,S
Markhininite,O
Harmunite,Ca
Harmunite,Fe
Harmunite,O
Chlorkyuygenite,Ca
Chlorkyuygenite,Al
Chlorkyuygenite,O
Chlorkyuygenite,H
Chlorkyuygenite,Cl
Grigorievite,Cu
Grigorievite,Fe
Grigorievite,Al
Grigorievite,V
Grigorievite,O
Hatertite,Na
Hatertite,Ca
Hatertite,Fe
Hatertite,Cu
Hatertite,As
Hatertite,O
Mossbauerite,Fe
Mossbauerite,O
Mossbauerite,H
Mossbauerite,C
Beshtauite,N
Beshtauite,H
Beshtauite,U
Beshtauite,O
Beshtauite,S
Yangite,Pb
Yangite,Mn
Yangite,Si
Yangite,O
Yangite,H
Alnaperboeite-(Ce),Ca
Alnaperboeite-(Ce),Ce
Alnaperboeite-(Ce),Na
Alnaperboeite-(Ce),Al
Alnaperboeite-(Ce),Si
Alnaperboeite-(Ce),O
Alnaperboeite-(Ce),H
Nabimusaite,K
Nabimusaite,Ca
Nabimusaite,Si
Nabimusaite,O
Nabimusaite,S
Nabimusaite,F
Jasrouxite,Ag
Jasrouxite,Pb
Jasrouxite,Sb
Jasrouxite,As
Jasrouxite,S
Cobaltoblodite,Na
Cobaltoblodite,Co
Cobaltoblodite,S
Cobaltoblodite,O
Cobaltoblodite,H
Colinowensite,Ba
Colinowensite,Cu
Colinowensite,Si
Colinowensite,O
Bairdite,Pb
Bairdite,Cu
Bairdite,Te
Bairdite,O
Bairdite,H
Bairdite,S
Schindlerite,N
Schindlerite,H
Schindlerite,Na
Schindlerite,O
Schindlerite,V
Wernerbaurite,N
Wernerbaurite,H
Wernerbaurite,Ca
Wernerbaurite,O
Wernerbaurite,V
Leydetite,Fe
Leydetite,U
Leydetite,O
Leydetite,S
Leydetite,H
Linekite,K
Linekite,Ca
Linekite,U
Linekite,O
Linekite,C
Linekite,H
Murashkoite,Fe
Murashkoite,P
Vanadio-oxy-dravite,Na
Vanadio-oxy-dravite,V
Vanadio-oxy-dravite,Al
Vanadio-oxy-dravite,Mg
Vanadio-oxy-dravite,Si
Vanadio-oxy-dravite,O
Vanadio-oxy-dravite,B
Vanadio-oxy-dravite,H
Aluminopyracmonite,N
Aluminopyracmonite,H
Aluminopyracmonite,Al
Aluminopyracmonite,S
Aluminopyracmonite,O
Nizamoffite,Mn
Nizamoffite,Zn
Nizamoffite,P
Nizamoffite,O
Nizamoffite,H
Ferdowsiite,Ag
Ferdowsiite,Sb
Ferdowsiite,As
Ferdowsiite,S
Vysokyite,U
Vysokyite,As
Vysokyite,O
Vysokyite,H
Alburnite,Ag
Alburnite,Ge
Alburnite,Te
Alburnite,S
Paradsasvarite,Zn
Paradsasvarite,C
Paradsasvarite,O
Paradsasvarite,H
Majindeite,Mg
Majindeite,Mo
Majindeite,O
Kihlmanite-(Ce),Ce
Kihlmanite-(Ce),Ti
Kihlmanite-(Ce),O
Kihlmanite-(Ce),Si
Kihlmanite-(Ce),H
Kihlmanite-(Ce),C
Erzwiesite,Ag
Erzwiesite,Pb
Erzwiesite,Bi
Erzwiesite,S
Vanadium,V
Imayoshiite,Ca
Imayoshiite,Al
Imayoshiite,C
Imayoshiite,O
Imayoshiite,B
Imayoshiite,H
Almeidaite,Pb
Almeidaite,Zn
Almeidaite,Mn
Almeidaite,Y
Almeidaite,Ti
Almeidaite,Fe
Almeidaite,O
Almeidaite,H
Fluorcalcioromeite,Ca
Fluorcalcioromeite,Na
Fluorcalcioromeite,Sb
Fluorcalcioromeite,O
Fluorcalcioromeite,F
Hydroxycalciomicrolite,Ca
Hydroxycalciomicrolite,Ta
Hydroxycalciomicrolite,O
Hydroxycalciomicrolite,H
Yeomanite,Pb
Yeomanite,O
Yeomanite,H
Yeomanite,Cl
Peterandresenite,Mn
Peterandresenite,Nb
Peterandresenite,O
Peterandresenite,H
Eckhardite,Ca
Eckhardite,Pb
Eckhardite,Cu
Eckhardite,Te
Eckhardite,O
Eckhardite,H
Vendidaite,Al
Vendidaite,S
Vendidaite,O
Vendidaite,H
Vendidaite,Cl
Pauloabibite,Na
Pauloabibite,Nb
Pauloabibite,O
Barrotite,Cu
Barrotite,Al
Barrotite,H
Barrotite,Si
Barrotite,O
Barrotite,S
Barrotite,As
Hydroniumpharmacoalumite,H
Hydroniumpharmacoalumite,O
Hydroniumpharmacoalumite,Al
Hydroniumpharmacoalumite,As
Nicksobolevite,Cu
Nicksobolevite,Se
Nicksobolevite,O
Nicksobolevite,Cl
Cesarferreiraite,Fe
Cesarferreiraite,As
Cesarferreiraite,O
Cesarferreiraite,H
Laachite,Ca
Laachite,Mn
Laachite,Zr
Laachite,Nb
Laachite,Ti
Laachite,Fe
Laachite,O
Sanguite,K
Sanguite,Cu
Sanguite,Cl
Deveroite-(Ce),Ce
Deveroite-(Ce),C
Deveroite-(Ce),O
Deveroite-(Ce),H
Anzaite-(Ce),Ce
Anzaite-(Ce),Fe
Anzaite-(Ce),Ti
Anzaite-(Ce),O
Anzaite-(Ce),H
Kolskyite,Ca
Kolskyite,Ti
Kolskyite,Na
Kolskyite,Si
Kolskyite,O
Kolskyite,H
Correianevesite,Fe
Correianevesite,Mn
Correianevesite,P
Correianevesite,O
Correianevesite,H
Chrysothallite,K
Chrysothallite,Cu
Chrysothallite,Tl
Chrysothallite,Cl
Chrysothallite,O
Chrysothallite,H
Engelhauptite,K
Engelhauptite,Cu
Engelhauptite,V
Engelhauptite,O
Engelhauptite,H
Engelhauptite,Cl
Mapiquiroite,Sr
Mapiquiroite,Pb
Mapiquiroite,U
Mapiquiroite,Y
Mapiquiroite,Fe
Mapiquiroite,Ti
Mapiquiroite,Cr
Mapiquiroite,O
Leverettite,Cu
Leverettite,Co
Leverettite,Cl
Leverettite,O
Leverettite,H
Cairncrossite,Sr
Cairncrossite,Ca
Cairncrossite,Na
Cairncrossite,Si
Cairncrossite,O
Cairncrossite,H
Ferroindialite,Fe
Ferroindialite,Mg
Ferroindialite,Al
Ferroindialite,Si
Ferroindialite,O
Nuwaite,Ni
Nuwaite,Ge
Nuwaite,S
Diegogattaite,Na
Diegogattaite,Ca
Diegogattaite,Cu
Diegogattaite,Si
Diegogattaite,O
Diegogattaite,H
Paratacamite-(Ni),Cu
Paratacamite-(Ni),Ni
Paratacamite-(Ni),Cl
Paratacamite-(Ni),O
Paratacamite-(Ni),H
Fluormayenite,Ca
Fluormayenite,Al
Fluormayenite,O
Fluormayenite,F
Minjiangite,Ba
Minjiangite,Be
Minjiangite,P
Minjiangite,O
Ericlaxmanite,Cu
Ericlaxmanite,O
Ericlaxmanite,As
Kozyrevskite,Cu
Kozyrevskite,O
Kozyrevskite,As
Kaskasite,Mo
Kaskasite,Nb
Kaskasite,S
Kaskasite,Mg
Kaskasite,Al
Kaskasite,O
Kaskasite,H
Manganokaskasite,Mo
Manganokaskasite,Nb
Manganokaskasite,S
Manganokaskasite,Mn
Manganokaskasite,Al
Manganokaskasite,O
Manganokaskasite,H
Hutcheonite,Ca
Hutcheonite,Ti
Hutcheonite,Al
Hutcheonite,Si
Hutcheonite,O
Qingsongite,B
Qingsongite,N
Zadovite,Ba
Zadovite,Ca
Zadovite,Si
Zadovite,O
Zadovite,P
Zadovite,F
Gurimite,Ba
Gurimite,V
Gurimite,O
Yurmarinite,Na
Yurmarinite,Fe
Yurmarinite,Mg
Yurmarinite,Cu
Yurmarinite,As
Yurmarinite,O
Oxyplumboromeite,Pb
Oxyplumboromeite,Sb
Oxyplumboromeite,O
Schizolite,Na
Schizolite,Ca
Schizolite,Mn
Schizolite,Si
Schizolite,O
Schizolite,H
Iwateite,Na
Iwateite,Ba
Iwateite,Mn
Iwateite,P
Iwateite,O
Wulffite,K
Wulffite,Na
Wulffite,Cu
Wulffite,S
Wulffite,O
Parawulffite,K
Parawulffite,Na
Parawulffite,Cu
Parawulffite,S
Parawulffite,O
Kaliochalcite,K
Kaliochalcite,Cu
Kaliochalcite,S
Kaliochalcite,O
Kaliochalcite,H
Meisserite,Na
Meisserite,U
Meisserite,O
Meisserite,S
Meisserite,H
Karpovite,Tl
Karpovite,V
Karpovite,O
Karpovite,S
Karpovite,H
Evdokimovite,Tl
Evdokimovite,V
Evdokimovite,O
Evdokimovite,S
Evdokimovite,H
Fluorkyuygenite,Ca
Fluorkyuygenite,Al
Fluorkyuygenite,O
Fluorkyuygenite,H
Fluorkyuygenite,F
Falottaite,Mn
Falottaite,C
Falottaite,O
Falottaite,H
Byrudite,Be
Byrudite,V
Byrudite,Ti
Byrudite,O
Mathesiusite,K
Mathesiusite,U
Mathesiusite,O
Mathesiusite,S
Mathesiusite,V
Mathesiusite,H
Aradite,Ba
Aradite,Ca
Aradite,Si
Aradite,O
Aradite,V
Aradite,F
Hlousekite,Ni
Hlousekite,Co
Hlousekite,Cu
Hlousekite,As
Hlousekite,O
Hlousekite,H
Magnesiokoritnigite,Mg
Magnesiokoritnigite,As
Magnesiokoritnigite,O
Magnesiokoritnigite,H
Paqueite,Ca
Paqueite,Ti
Paqueite,Si
Paqueite,Al
Paqueite,O
Burnettite,Ca
Burnettite,V
Burnettite,Al
Burnettite,Si
Burnettite,O
Fluorcalciopyrochlore,Ca
Fluorcalciopyrochlore,Na
Fluorcalciopyrochlore,Nb
Fluorcalciopyrochlore,Ti
Fluorcalciopyrochlore,O
Fluorcalciopyrochlore,F
Fluornatropyrochlore,Na
Fluornatropyrochlore,Pb
Fluornatropyrochlore,Ca
Fluornatropyrochlore,REE
Fluornatropyrochlore,U
Fluornatropyrochlore,Nb
Fluornatropyrochlore,O
Fluornatropyrochlore,F
Arsiccioite,Ag
Arsiccioite,Hg
Arsiccioite,Tl
Arsiccioite,As
Arsiccioite,S
Popovite,Cu
Popovite,O
Popovite,As
Oxynatromicrolite,Na
Oxynatromicrolite,Ca
Oxynatromicrolite,U
Oxynatromicrolite,Ta
Oxynatromicrolite,Nb
Oxynatromicrolite,O
Oxynatromicrolite,F
Emmerichite,Ba
Emmerichite,Ti
Emmerichite,Na
Emmerichite,Fe
Emmerichite,Si
Emmerichite,O
Emmerichite,F
Chanabayaite,Cu
Chanabayaite,Cl
Chanabayaite,N
Chanabayaite,C
Chanabayaite,H
Chanabayaite,O
Bluelizardite,Na
Bluelizardite,U
Bluelizardite,O
Bluelizardite,S
Bluelizardite,Cl
Bluelizardite,H
Philrothite,Tl
Philrothite,As
Philrothite,S
Canutite,Na
Canutite,Mn
Canutite,As
Canutite,O
Canutite,H
Zvyaginite,Na
Zvyaginite,Zn
Zvyaginite,Ti
Zvyaginite,Nb
Zvyaginite,Si
Zvyaginite,O
Zvyaginite,H
Belakovskiite,Na
Belakovskiite,U
Belakovskiite,O
Belakovskiite,S
Belakovskiite,H
Gratianite,Mn
Gratianite,Bi
Gratianite,S
Shchurovskyite,K
Shchurovskyite,Ca
Shchurovskyite,Cu
Shchurovskyite,O
Shchurovskyite,As
Dmisokolovite,K
Dmisokolovite,Cu
Dmisokolovite,Al
Dmisokolovite,O
Dmisokolovite,As
Balestraite,K
Balestraite,Li
Balestraite,V
Balestraite,Si
Balestraite,O
Calcinaksite,K
Calcinaksite,Na
Calcinaksite,Ca
Calcinaksite,Si
Calcinaksite,O
Calcinaksite,H
Vapnikite,Ca
Vapnikite,U
Vapnikite,O
Saamite,Ba
Saamite,Ti
Saamite,Nb
Saamite,Na
Saamite,Si
Saamite,O
Saamite,H
Ichnusaite,Th
Ichnusaite,Mo
Ichnusaite,O
Ichnusaite,H
Nuragheite,Th
Nuragheite,Mo
Nuragheite,O
Nuragheite,H
Agakhanovite-(Y),Y
Agakhanovite-(Y),Ca
Agakhanovite-(Y),K
Agakhanovite-(Y),Be
Agakhanovite-(Y),Si
Agakhanovite-(Y),O
Gatedalite,Zr
Gatedalite,Mn
Gatedalite,Si
Gatedalite,O
Caesiumpharmacosiderite,Cs
Caesiumpharmacosiderite,Fe
Caesiumpharmacosiderite,As
Caesiumpharmacosiderite,O
Caesiumpharmacosiderite,H
Mambertiite,Bi
Mambertiite,Mo
Mambertiite,O
Mambertiite,H
Kokinosite,Na
Kokinosite,Ca
Kokinosite,V
Kokinosite,O
Kokinosite,H
Trebeurdenite,Fe
Trebeurdenite,O
Trebeurdenite,H
Trebeurdenite,C
Natropalermoite,Na
Natropalermoite,Sr
Natropalermoite,Al
Natropalermoite,P
Natropalermoite,O
Natropalermoite,H
Strontiopharmacosiderite,Sr
Strontiopharmacosiderite,Fe
Strontiopharmacosiderite,As
Strontiopharmacosiderite,O
Strontiopharmacosiderite,H
Negevite,Ni
Negevite,P
Halamishite,Ni
Halamishite,P
Transjordanite,Ni
Transjordanite,P
Zuktamrurite,Fe
Zuktamrurite,P
Waimirite-(Y),Y
Waimirite-(Y),F
Torrecillasite,Na
Torrecillasite,As
Torrecillasite,Sb
Torrecillasite,O
Torrecillasite,Cl
Centennialite,Ca
Centennialite,Cu
Centennialite,Cl
Centennialite,O
Centennialite,H
Backite,Pb
Backite,Al
Backite,Te
Backite,O
Backite,Cl
Lukkulaisvaaraite,Pd
Lukkulaisvaaraite,Ag
Lukkulaisvaaraite,Te
Kononovite,Na
Kononovite,Mg
Kononovite,S
Kononovite,O
Kononovite,F
Nickeltsumcorite,Pb
Nickeltsumcorite,Ni
Nickeltsumcorite,Fe
Nickeltsumcorite,As
Nickeltsumcorite,O
Nickeltsumcorite,H
Ishiharaite,Cu
Ishiharaite,Ga
Ishiharaite,Fe
Ishiharaite,In
Ishiharaite,Zn
Ishiharaite,S
Ferri-fluoro-katophorite,Na
Ferri-fluoro-katophorite,Ca
Ferri-fluoro-katophorite,Mg
Ferri-fluoro-katophorite,Fe
Ferri-fluoro-katophorite,Si
Ferri-fluoro-katophorite,Al
Ferri-fluoro-katophorite,O
Ferri-fluoro-katophorite,F
Mojaveite,Cu
Mojaveite,Te
Mojaveite,O
Mojaveite,H
Mojaveite,Cl
Flamite,Ca
Flamite,Na
Flamite,K
Flamite,Si
Flamite,P
Flamite,O
Pilawite-(Y),Ca
Pilawite-(Y),Y
Pilawite-(Y),Al
Pilawite-(Y),Si
Pilawite-(Y),O
Pilawite-(Y),H
Ferriakasakaite-(La),Ca
Ferriakasakaite-(La),La
Ferriakasakaite-(La),Fe
Ferriakasakaite-(La),Al
Ferriakasakaite-(La),Mn
Ferriakasakaite-(La),Si
Ferriakasakaite-(La),O
Ferriakasakaite-(La),H
Warkite,Ca
Warkite,Sc
Warkite,Al
Warkite,O
Misakiite,Cu
Misakiite,Mn
Misakiite,O
Misakiite,H
Misakiite,Cl
Kojonenite,Pd
Kojonenite,Sn
Kojonenite,Te
Thalliumpharmacosiderite,Tl
Thalliumpharmacosiderite,Fe
Thalliumpharmacosiderite,As
Thalliumpharmacosiderite,O
Thalliumpharmacosiderite,H
Silicocarnotite,Ca
Silicocarnotite,P
Silicocarnotite,O
Silicocarnotite,Si
Bonazziite,As
Bonazziite,S
Ivsite,Na
Ivsite,H
Ivsite,S
Ivsite,O
Ferrivauxite,Fe
Ferrivauxite,Al
Ferrivauxite,P
Ferrivauxite,O
Ferrivauxite,H
Pieczkaite,Mn
Pieczkaite,P
Pieczkaite,O
Pieczkaite,Cl
Geschieberite,K
Geschieberite,U
Geschieberite,O
Geschieberite,S
Geschieberite,H
Mendigite,Mn
Mendigite,Ca
Mendigite,Si
Mendigite,O
Wernerkrauseite,Ca
Wernerkrauseite,Fe
Wernerkrauseite,Mn
Wernerkrauseite,O
Flinteite,K
Flinteite,Zn
Flinteite,Cl
Mellizinkalite,K
Mellizinkalite,Zn
Mellizinkalite,Cl
Romanorlovite,K
Romanorlovite,Cu
Romanorlovite,Cl
Romanorlovite,O
Romanorlovite,H
Spaltiite,Tl
Spaltiite,Cu
Spaltiite,As
Spaltiite,S
Favreauite,Pb
Favreauite,Bi
Favreauite,Cu
Favreauite,O
Favreauite,Se
Favreauite,H
Zincomenite,Zn
Zincomenite,Se
Zincomenite,O
Keutschite,Cu
Keutschite,Ag
Keutschite,As
Keutschite,S
Ferro-pedrizite,Na
Ferro-pedrizite,Li
Ferro-pedrizite,Fe
Ferro-pedrizite,Al
Ferro-pedrizite,Si
Ferro-pedrizite,O
Ferro-pedrizite,H
Lefontite,Fe
Lefontite,Al
Lefontite,Be
Lefontite,P
Lefontite,O
Lefontite,H
Pharmazincite,K
Pharmazincite,Zn
Pharmazincite,As
Pharmazincite,O
Genplesite,Ca
Genplesite,Sn
Genplesite,S
Genplesite,O
Genplesite,H
Khesinite,Ca
Khesinite,Mg
Khesinite,Fe
Khesinite,O
Khesinite,Si
Dzierzanowskite,Ca
Dzierzanowskite,Cu
Dzierzanowskite,S
Vanarsite,Na
Vanarsite,Ca
Vanarsite,As
Vanarsite,V
Vanarsite,O
Vanarsite,H
Bobcookite,Na
Bobcookite,Al
Bobcookite,U
Bobcookite,O
Bobcookite,S
Bobcookite,H
Cortesognoite,Ca
Cortesognoite,V
Cortesognoite,Si
Cortesognoite,O
Cortesognoite,H
Adrianite,Ca
Adrianite,Al
Adrianite,Mg
Adrianite,Si
Adrianite,O
Adrianite,Cl
Antipinite,K
Antipinite,Na
Antipinite,Cu
Antipinite,C
Antipinite,O
Znamenskyite,Pb
Znamenskyite,In
Znamenskyite,Bi
Znamenskyite,S
Katiarsite,K
Katiarsite,Ti
Katiarsite,O
Katiarsite,As
Bosoite,Si
Bosoite,O
Bosoite,C
Bosoite,H
Yusupovite,Na
Yusupovite,Zr
Yusupovite,Si
Yusupovite,O
Yusupovite,H
Plasilite,Na
Plasilite,U
Plasilite,O
Plasilite,S
Plasilite,H
Chubarovite,K
Chubarovite,Zn
Chubarovite,B
Chubarovite,O
Chubarovite,Cl
Shilovite,Cu
Shilovite,N
Shilovite,H
Shilovite,O
Bulgakite,Li
Bulgakite,Ca
Bulgakite,Na
Bulgakite,Fe
Bulgakite,Ti
Bulgakite,Si
Bulgakite,O
Bulgakite,H
Bulgakite,F
Lipuite,K
Lipuite,Na
Lipuite,Mn
Lipuite,Mg
Lipuite,Si
Lipuite,O
Lipuite,H
Lipuite,P
Wetherillite,Na
Wetherillite,Mg
Wetherillite,U
Wetherillite,O
Wetherillite,S
Wetherillite,H
Coldwellite,Pd
Coldwellite,Ag
Coldwellite,S
Bluestreakite,K
Bluestreakite,Mg
Bluestreakite,V
Bluestreakite,O
Bluestreakite,H
Melanarsite,K
Melanarsite,Cu
Melanarsite,Fe
Melanarsite,O
Melanarsite,As
Andreadiniite,Cu
Andreadiniite,Hg
Andreadiniite,Ag
Andreadiniite,Pb
Andreadiniite,Sb
Andreadiniite,S
Khvorovite,Pb
Khvorovite,Ca
Khvorovite,Si
Khvorovite,B
Khvorovite,O
Khvorovite,F
Ferri-kaersutite,Na
Ferri-kaersutite,Ca
Ferri-kaersutite,Mg
Ferri-kaersutite,Fe
Ferri-kaersutite,Ti
Ferri-kaersutite,Si
Ferri-kaersutite,Al
Ferri-kaersutite,O
Bobshannonite,K
Bobshannonite,Ba
Bobshannonite,Na
Bobshannonite,Mn
Bobshannonite,Nb
Bobshannonite,Ti
Bobshannonite,Si
Bobshannonite,O
Bobshannonite,H
Bobshannonite,F
Shuvalovite,K
Shuvalovite,Ca
Shuvalovite,Na
Shuvalovite,S
Shuvalovite,O
Shuvalovite,F
Cryobostryxite,K
Cryobostryxite,Zn
Cryobostryxite,Cl
Cryobostryxite,H
Cryobostryxite,O
Packratite,Ca
Packratite,As
Packratite,V
Packratite,O
Packratite,H
Bussyite-(Y),Y
Bussyite-(Y),REE
Bussyite-(Y),Ca
Bussyite-(Y),Na
Bussyite-(Y),Mn
Bussyite-(Y),Si
Bussyite-(Y),Be
Bussyite-(Y),O
Bussyite-(Y),F
Bussyite-(Y),H
Clino-ferri-holmquistite,Li
Clino-ferri-holmquistite,Mg
Clino-ferri-holmquistite,Fe
Clino-ferri-holmquistite,Si
Clino-ferri-holmquistite,O
Clino-ferri-holmquistite,H
Eckerite,Ag
Eckerite,Cu
Eckerite,As
Eckerite,S
Esquireite,Ba
Esquireite,Si
Esquireite,O
Esquireite,H
Fermiite,Na
Fermiite,U
Fermiite,O
Fermiite,S
Fermiite,H
Mianningite,Pb
Mianningite,Ce
Mianningite,Na
Mianningite,U
Mianningite,Mn
Mianningite,Fe
Mianningite,Ti
Mianningite,O
Oppenheimerite,Na
Oppenheimerite,U
Oppenheimerite,O
Oppenheimerite,S
Oppenheimerite,H
Bettertonite,Al
Bettertonite,As
Bettertonite,O
Bettertonite,H
Vanderheydenite,Zn
Vanderheydenite,P
Vanderheydenite,O
Vanderheydenite,S
Vanderheydenite,H
Ralphcannonite,Ag
Ralphcannonite,Zn
Ralphcannonite,Tl
Ralphcannonite,As
Ralphcannonite,S
Svornostite,K
Svornostite,Mg
Svornostite,U
Svornostite,O
Svornostite,S
Svornostite,H
Jezekite,Na
Jezekite,U
Jezekite,O
Jezekite,C
Jezekite,S
Jezekite,H
Arsmirandite,Na
Arsmirandite,Cu
Arsmirandite,Fe
Arsmirandite,O
Arsmirandite,As
Arsmirandite,Cl
Tvrdyite,Fe
Tvrdyite,Al
Tvrdyite,P
Tvrdyite,O
Tvrdyite,H
Agmantinite,Ag
Agmantinite,Mn
Agmantinite,Sn
Agmantinite,S
Taniajacoite,Sr
Taniajacoite,Ca
Taniajacoite,Mn
Taniajacoite,Si
Taniajacoite,O
Taniajacoite,H
Meieranite,Na
Meieranite,Sr
Meieranite,Mg
Meieranite,Si
Meieranite,O
Nolzeite,Na
Nolzeite,Mn
Nolzeite,Si
Nolzeite,B
Nolzeite,O
Nolzeite,H
Morrisonite,Ca
Morrisonite,As
Morrisonite,V
Morrisonite,O
Morrisonite,H
Suseinargiuite,Na
Suseinargiuite,Bi
Suseinargiuite,Mo
Suseinargiuite,O
Ferrostalderite,Cu
Ferrostalderite,Fe
Ferrostalderite,Tl
Ferrostalderite,As
Ferrostalderite,S
Bosiite,Na
Bosiite,Fe
Bosiite,Al
Bosiite,Mg
Bosiite,Si
Bosiite,O
Bosiite,B
Bosiite,H
Gatewayite,Ca
Gatewayite,As
Gatewayite,V
Gatewayite,O
Gatewayite,H
Tavagnascoite,Bi
Tavagnascoite,O
Tavagnascoite,S
Tavagnascoite,H
Arsenowagnerite,Mg
Arsenowagnerite,As
Arsenowagnerite,O
Arsenowagnerite,F
Mohnite,N
Mohnite,H
Mohnite,K
Mohnite,Na
Mohnite,S
Mohnite,O
Betalomonosovite,Na
Betalomonosovite,Ti
Betalomonosovite,Si
Betalomonosovite,O
Betalomonosovite,P
Betalomonosovite,H
Betalomonosovite,F
Melcherite,Ba
Melcherite,Na
Melcherite,Mg
Melcherite,Nb
Melcherite,O
Melcherite,H
Calciomurmanite,Na
Calciomurmanite,Ca
Calciomurmanite,Ti
Calciomurmanite,Mg
Calciomurmanite,Nb
Calciomurmanite,Si
Calciomurmanite,O
Calciomurmanite,H
Dravertite,Cu
Dravertite,Mg
Dravertite,S
Dravertite,O
Honzaite,Ni
Honzaite,As
Honzaite,O
Honzaite,H
Cryptochalcite,K
Cryptochalcite,Cu
Cryptochalcite,O
Cryptochalcite,S
Bubnovaite,K
Bubnovaite,Na
Bubnovaite,Ca
Bubnovaite,S
Bubnovaite,O
Beckettite,Ca
Beckettite,V
Beckettite,Al
Beckettite,O
Apexite,Na
Apexite,Mg
Apexite,P
Apexite,O
Apexite,H
Eleonorite,Fe
Eleonorite,P
Eleonorite,O
Eleonorite,H
Norilskite,Pd
Norilskite,Ag
Norilskite,Pb
Sulfhydrylbystrite,Na
Sulfhydrylbystrite,K
Sulfhydrylbystrite,Ca
Sulfhydrylbystrite,Al
Sulfhydrylbystrite,Si
Sulfhydrylbystrite,O
Sulfhydrylbystrite,S
Sulfhydrylbystrite,H
Alexkhomyakovite,K
Alexkhomyakovite,Ca
Alexkhomyakovite,Na
Alexkhomyakovite,C
Alexkhomyakovite,O
Alexkhomyakovite,Cl
Alexkhomyakovite,H
Puninite,Na
Puninite,Cu
Puninite,O
Puninite,S
Batievaite-(Y),Ca
Batievaite-(Y),Y
Batievaite-(Y),H
